自動車メーカー,車種,型式,年式,駆動方法,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,仕様,備考,注意事項,定価,送料,SET価格
スズキ,アルト,HA25S/HA35S,09～14,4WD,アッパー2本止めタイプのみ,112481,,293899,SZ-HA25S-1-qq-e-166k,SZ-HA25S-1-qq-e-d-166k,SZ-HA25S-1,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,アルト,HA36S,14～UP,2WD,,112481,,294144,SZ-HA36S-qq-e-167k,SZ-HA36S-qq-e-d-167k,SZ-HA36S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):4/3<br>自由長(F/R):160/110<br>ダウン量(F/R):-20～-90/-55～-75<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,グレード要確認,,129800,2500,127900
スズキ,アルトラパン,HE22S,08～UP,2WD,,112481,,293901,SZ-HE22S-qq-e-300,SZ-HE22S-qq-e-d-300,SZ-HE22S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,ホイールサイズが14インチの場合ブラケットに干渉する場合があるため、スペーサーで逃がす必要があります。,,129800,2500,127900
スズキ,アルトラパン,HE22S,08～UP,4WD,,112481,,293900,SZ-HE22S-1-qq-e-168k,SZ-HE22S-1-qq-e-d-168k,SZ-HE22S-1,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,ホイールサイズが14インチの場合ブラケットに干渉する場合があるため、スペーサーで逃がす必要があります。,,129800,2500,127900
スズキ,エブリイ,DA17V,15～UP,2WD,,112481,,293898,SZ-DA17-qq-e-303,SZ-DA17-qq-e-d-303,SZ-DA17,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/5.5<br>自由長(F/R):110/155<br>ダウン量(F/R):-30～-60/-30～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,エブリイ,DA64V,05～15,2WD,4～6型のみ,112481,,294141,SZ-DA64-qq-e-302,SZ-DA64-qq-e-d-302,SZ-DA64,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/5.5<br>自由長(F/R):110/155<br>ダウン量(F/R):-30～-60/-30～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,エブリイワゴン,DA17W,15～UP,2WD,,112481,,293897,SZ-DA17-qq-e-14k,SZ-DA17-qq-e-d-14k,SZ-DA17,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/5.5<br>自由長(F/R):110/155<br>ダウン量(F/R):-30～-60/-30～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,エブリイワゴン,DA64W,05～15,2WD,4～6型のみ,112481,,294142,SZ-DA64-qq-e-304,SZ-DA64-qq-e-d-304,SZ-DA64,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/5.5<br>自由長(F/R):110/155<br>ダウン量(F/R):-30～-60/-30～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,スイフト,ZC11S/ZC31S/ZC71S,05～10,2WD,,112481,,293921,SZ-ZC11S-qq-e-182k,SZ-ZC11S-qq-e-d-182k,SZ-ZC11S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/2.5<br>自由長(F/R):200/220<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,スペーシア,MK32S/MK42S,13～18,2WD,,112481,,294153,SZ-MK32S-qq-e-178k,SZ-MK32S-qq-e-d-178k,SZ-MK32S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,セルボ,HG21S,06～09,2WD,,112481,,293902,SZ-HG21S-qq-e-169k,SZ-HG21S-qq-e-d-169k,SZ-HG21S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ハスラー,MR31S/MR41S,14～UP,2WD,,112481,,293908,SZ-MR31S-qq-e-179k,SZ-MR31S-qq-e-d-179k,SZ-MR31S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,パレット,MK21S,08～13,2WD,,112481,,294152,SZ-MK21S-qq-e-307,SZ-MK21S-qq-e-d-307,SZ-MK21S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,パレット,MK21S,08～13,4WD,,112481,,293907,SZ-MK21S-1-qq-e-177k,SZ-MK21S-1-qq-e-d-177k,SZ-MK21S-1,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH21S,04～08,2WD,3～5型のみ,112481,,294148,SZ-MH21S-qq-e-311,SZ-MH21S-qq-e-d-311,SZ-MH21S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH21S,04～08,4WD,3～5型のみ,112481,,294147,SZ-MH21S-1-qq-e-172k,SZ-MH21S-1-qq-e-d-172k,SZ-MH21S-1,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH22S,04～08,2WD,,112481,,294149,SZ-MH22S-qq-e-313,SZ-MH22S-qq-e-d-313,SZ-MH22S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH22S,04～08,4WD,,112481,,293904,SZ-MH22S-1-qq-e-173k,SZ-MH22S-1-qq-e-d-173k,SZ-MH22S-1,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH23S,08～12,2WD,,112481,,293905,SZ-MH23S-qq-e-315,SZ-MH23S-qq-e-d-315,SZ-MH23S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH23S,08～12,4WD,,112481,,294150,SZ-MH23S-1-qq-e-174k,SZ-MH23S-1-qq-e-d-174k,SZ-MH23S-1,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH34S/MH44S,12～17,2WD,,112481,,294151,SZ-MH34S-qq-e-175k,SZ-MH34S-qq-e-d-175k,SZ-MH34S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,ワゴンR,MH35S/MH55S,17～UP,2WD,,112481,,293906,SZ-MH35S-qq-e-176k,SZ-MH35S-qq-e-d-176k,SZ-MH35S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/110<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,NAの場合ターボ用ベアリングが必要となる場合がございます。(純正部品品番:41742-74P10×2),,129800,2500,127900
スバル,インプレッサ,GC8/GF8,97～02,4WD,,112481,,293889,SU-GC8-qq-e-280,SU-GC8-qq-e-d-280,SU-GC8,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/180<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,インプレッサ,GDB,02～06,4WD,PCD:5×100,112481,,294299,SU-GDB-A-qq-e-151k,SU-GDB-A-qq-e-d-151k,SU-GDB-A,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/200<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,インプレッサ,GH3/GH7/GH8,07～11,4WD,PCD:5×100,112481,,293890,SU-GH3-qq-e-283,SU-GH3-qq-e-d-283,SU-GH3,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/8<br>自由長(F/R):180/180<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,インプレッサWRX STI,GDB,05～07,4WD,PCD:5×114.3,112481,,294133,SU-GDB-B-qq-e-152k,SU-GDB-B-qq-e-d-152k,SU-GDB-B,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/200<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,インプレッサWRX STI,GRB,07～11,4WD,,112481,,294134,SU-GRB-qq-e-153k,SU-GRB-qq-e-d-153k,SU-GRB,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):10/8<br>自由長(F/R):180/180<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,ジャスティ,M900F,16～UP,2WD,,112481,,293895,SU-M900F-qq-e-161k,SU-M900F-qq-e-d-161k,SU-M900F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/5<br>自由長(F/R):160/150<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スバル,ステラ,LA100F,11～14,2WD,,112481,,293892,SU-LA100F-qq-e-156k,SU-LA100F-qq-e-d-156k,SU-LA100F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
スバル,ステラ,LA150F,14～UP,2WD,,112481,,294136,SU-LA100F-qq-e-157k,SU-LA100F-qq-e-d-157k,SU-LA100F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
スバル,デックス,M401F,08～UP,2WD,,112481,,293894,SU-M401F-qq-e-160k,SU-M401F-qq-e-d-160k,SU-M401F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/5<br>自由長(F/R):160/150<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スバル,フォレスター,SF5,97～02,4WD,,112481,,294137,SU-SF5-qq-e-288,SU-SF5-qq-e-d-288,SU-SF5,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):200/200<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,フォレスター,SG5,02～07,4WD,,112481,,294301,SU-SG5-qq-e-289,SU-SG5-qq-e-d-289,SU-SG5,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/200<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,プレオ,L275F,10～18,2WD,,112481,,294300,SU-LA275F-qq-e-158k,SU-LA275F-qq-e-d-158k,SU-LA275F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
スバル,プレオプラス,LA300F,12～17,2WD,,112481,,293893,SU-LA300F-qq-e-159k,SU-LA300F-qq-e-d-159k,SU-LA300F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
スバル,ルクラ,L455F,10～15,2WD,,112481,,294135,SU-L455F-qq-e-155k,SU-L455F-qq-e-d-155k,SU-L455F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
スバル,レガシィ,BH5/BH9,98～03,4WD,,112481,,294297,SU-BH5-qq-e-290,SU-BH5-qq-e-d-290,SU-BH5,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):200/200<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,レガシィ,BL5,04～08,4WD,,112481,,293888,SU-BL5-qq-e-285,SU-BL5-qq-e-d-285,SU-BL5,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/180<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,レガシィ,BL9,07～08,4WD,,112481,,294131,SU-BL9-qq-e-286,SU-BL9-qq-e-d-286,SU-BL9,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/180<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,レガシィ,BM9,09～14,4WD,,112481,,294298,SU-BM9-qq-e-287,SU-BM9-qq-e-d-287,SU-BM9,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):200/200<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
スバル,レガシィ,BP5,03～09,4WD,,112481,,294132,SU-BP5-qq-e-291,SU-BP5-qq-e-d-291,SU-BP5,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/180<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,130900
ダイハツ,ウェイク,LA700S,14～UP,2WD,,112481,,293788,DA-LA700S-qq-e-55k,DA-LA700S-qq-e-d-55k,DA-LA700S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,エッセ,L235S,05～11,2WD,,112481,,293778,DA-L235S-qq-e-33k,DA-L235S-qq-e-d-33k,DA-L235S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/2<br>自由長(F/R):160/160<br>ダウン量(F/R):0～-80/-30～-70<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,クー,M400S,06～13,2WD,,112481,,294049,DA-M400S-qq-e-56k,DA-M400S-qq-e-d-56k,DA-M400S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/5<br>自由長(F/R):160/150<br>ダウン量(F/R):0～-80/-10～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,コペン,L880K,02～12,2WD,,112481,,294275,DA-L880K-qq-e-46k,DA-L880K-qq-e-d-46k,DA-L880K,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/2.1<br>自由長(F/R):160/160<br>ダウン量(F/R):0～-80/-20～-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,コペンセロ/コペンエクスプレイ/コペンローブ,LA400K,14～UP,2WD,,112481,,294047,DA-LA400K-qq-e-53k,DA-LA400K-qq-e-d-53k,DA-LA400K,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-100/-60-100<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タント,L350S,03～07,2WD,,112481,,293781,DA-L350S-qq-e-37k,DA-L350S-qq-e-d-37k,DA-L350S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/2<br>自由長(F/R):160/160<br>ダウン量(F/R):0～-80/-30～-70<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タント,L375S,07～13,2WD,,112481,,294274,DA-L375S-qq-e-38k,DA-L375S-qq-e-d-38k,DA-L375S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タント,L385S,07～13,4WD,,112481,,293782,DA-L385S-qq-e-39k,DA-L385S-qq-e-d-39k,DA-L385S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/140<br>ダウン量(F/R):0～-80/-10～-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タント,LA600S,13～19,2WD,,112481,,293786,DA-LA600S-qq-e-335,DA-LA600S-qq-e-d-335,DA-LA600S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タント,LA610S,13～19,4WD,,112481,,294048,DA-LA610S-qq-e-54k,DA-LA610S-qq-e-d-54k,DA-LA610S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/140<br>ダウン量(F/R):0～-80/-10～-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タント,LA650S,19～UP,2WD,,112481,,293787,DA-LA650S-qq-e-25k,DA-LA650S-qq-e-d-25k,DA-LA650S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/純正流用<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/5<br>自由長(F/R):120/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タントエグゼ,L455S,09～14,2WD,,112481,,294041,DA-L455S-qq-e-26k,DA-L455S-qq-e-d-26k,DA-L455S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,タントエグゼ,L465S,09～14,4WD,,112481,,294042,DA-L465S-qq-e-40k,DA-L465S-qq-e-d-40k,DA-L465S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/140<br>ダウン量(F/R):0～-80/-10～-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,トール,M900S,17～UP,2WD,,112481,,294050,DA-M900S-qq-e-57k,DA-M900S-qq-e-d-57k,DA-M900S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/5<br>自由長(F/R):160/150<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,ミラ,L250,02～06,2WD,,112481,,293779,DA-L250S-qq-e-34k,DA-L250S-qq-e-d-34k,DA-L250S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/2<br>自由長(F/R):160/160<br>ダウン量(F/R):0～-80/-40～-80<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,ミラ,L275S/L275V,06～18,2WD,,112481,,294040,DA-L275S-qq-e-35k,DA-L275S-qq-e-d-35k,DA-L275S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,ミラ,L285S,06～18,4WD,,112481,,293780,DA-L285S-qq-e-36k,DA-L285S-qq-e-d-36k,DA-L285S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/140<br>ダウン量(F/R):0～-80/-10～-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,ミライース,LA300S,11～17,2WD,,112481,,294278,DA-LA300S-qq-e-51k,DA-LA300S-qq-e-d-51k,DA-LA300S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,ミライース,LA310S,11～17,4WD,,112481,,294279,DA-LA310S-qq-e-52k,DA-LA310S-qq-e-d-52k,DA-LA310S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/140<br>ダウン量(F/R):0～-80/-10～-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
ダイハツ,ミラココア,L675S,09～18,2WD,,112481,,293785,DA-L675S-qq-e-44k,DA-L675S-qq-e-d-44k,DA-L675S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/4.7<br>自由長(F/R):120/180<br>ダウン量(F/R):0～-110/-70～-110<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
