自動車メーカー,車種,型式,年式,駆動方式,適合詳細,減衰力,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,スプリング K(F/R),車高調整可能範囲ノーマル比mm(F/R),その他仕様,備考,注意事項,定価,SET価格,C_SET価格
スズキ,パレット/パレットSW,MK21S,08/01～13/02,FF/4WD,1～3型,15段調整式,86250,77625,242142,SR-S406MC-qq-e-457,SR-S406MC-qq-e-d-457,SR-S406MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-55～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,パレット/パレットSW,MK21S,08/01～13/02,FF/4WD,1～3型,固定式,78000,70200,242395,SR-S506MC-qq-e-379,SR-S506MC-qq-e-d-379,SR-S506MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-55～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,CT21S/CV21S,93/09～98/09,FF/4WD,1～4型<br>ABS装着車未確認,15段調整式,86250,77625,242358,SR-S408MC-qq-e-458,SR-S408MC-qq-e-d-458,SR-S408MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,CT21S/CV21S,93/09～98/09,FF/4WD,1～4型<br>ABS装着車未確認,固定式,78000,70200,242407,SR-S508MC-qq-e-380,SR-S508MC-qq-e-d-380,SR-S508MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,CT51S/CV51S,97/04～98/09,FF/4WD,4型<br>ABS装着車未確認,15段調整式,86250,77625,242163,SR-S408MC-qq-e-459,SR-S408MC-qq-e-d-459,SR-S408MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,CT51S/CV51S,97/04～98/09,FF/4WD,4型<br>ABS装着車未確認,固定式,78000,70200,242227,SR-S508MC-qq-e-381,SR-S508MC-qq-e-d-381,SR-S508MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,MC11S/MC12S/MC21S/MC22S,98/10～02/03,FF/4WD,1～4型<br>前期,15段調整式,86250,77625,242327,SR-S401MC-qq-e-460,SR-S401MC-qq-e-d-460,SR-S401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-50～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,MC11S/MC12S/MC21S/MC22S,98/10～02/03,FF/4WD,1～4型<br>前期,固定式,78000,70200,242373,SR-S501MC-qq-e-382,SR-S501MC-qq-e-d-382,SR-S501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-50～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,MC22S,02/09～03/09,FF/4WD,5～6型,15段調整式,86250,77625,242120,SR-S402MC-qq-e-461,SR-S402MC-qq-e-d-461,SR-S402MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,MC22S,02/09～03/09,FF/4WD,5～6型,固定式,78000,70200,242379,SR-S502MC-qq-e-383,SR-S502MC-qq-e-d-383,SR-S502MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,MH21S,03/10～04/12,FF,1～2型,15段調整式,86250,77625,242344,SR-S405MC-qq-e-462,SR-S405MC-qq-e-d-462,SR-S405MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,MH21S,03/10～04/12,FF,1～2型,固定式,78000,70200,242204,SR-S505MC-qq-e-384,SR-S505MC-qq-e-d-384,SR-S505MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,MH21S/MH22S,04/12～08/08,FF/4WD,3～5型,15段調整式,86250,77625,242131,SR-S403MC-qq-e-463,SR-S403MC-qq-e-d-463,SR-S403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,MH21S/MH22S,04/12～08/08,FF/4WD,3～5型,固定式,78000,70200,242391,SR-S503MC-qq-e-385,SR-S503MC-qq-e-d-385,SR-S503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,MH23S,08/09～12/08,FF/4WD,1～3型,15段調整式,86250,77625,242139,SR-S404MC-qq-e-464,SR-S404MC-qq-e-d-464,SR-S404MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,MH23S,08/09～12/08,FF/4WD,1～3型,固定式,78000,70200,242201,SR-S504MC-qq-e-386,SR-S504MC-qq-e-d-386,SR-S504MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,MH34S,12/09～17/02,FF/4WD,,15段調整式,86250,77625,242361,SR-S410MC-qq-e-465,SR-S410MC-qq-e-d-465,SR-S410MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.0,-45～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,MH34S,12/09～17/02,FF/4WD,,固定式,78000,70200,242233,SR-S510MC-qq-e-387,SR-S510MC-qq-e-d-387,SR-S510MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.0,-45～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンR,MH55S,17/02～,FF,,15段調整式,86250,77625,242367,SR-S415MC-qq-e-466,SR-S415MC-qq-e-d-466,SR-S415MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.5,-45～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンR,MH55S,17/02～,FF,,固定式,78000,70200,242245,SR-S515MC-qq-e-388,SR-S515MC-qq-e-d-388,SR-S515MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.5,-45～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンRスティングレー,MH22S,07/02～08/08,FF/4WD,4～5型,15段調整式,86250,77625,242132,SR-S403MC-qq-e-467,SR-S403MC-qq-e-d-467,SR-S403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンRスティングレー,MH22S,07/02～08/08,FF/4WD,4～5型,固定式,78000,70200,242193,SR-S503MC-qq-e-389,SR-S503MC-qq-e-d-389,SR-S503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンRスティングレー,MH23S,08/09～12/08,FF/4WD,1～2型,15段調整式,86250,77625,242140,SR-S404MC-qq-e-468,SR-S404MC-qq-e-d-468,SR-S404MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンRスティングレー,MH23S,08/09～12/08,FF/4WD,1～2型,固定式,78000,70200,242202,SR-S504MC-qq-e-390,SR-S504MC-qq-e-d-390,SR-S504MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンRスティングレー,MH34S,12/09～17/02,FF/4WD,,15段調整式,86250,77625,242362,SR-S410MC-qq-e-469,SR-S410MC-qq-e-d-469,SR-S410MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.0,-45～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンRスティングレー,MH34S,12/09～17/02,FF/4WD,,固定式,78000,70200,242234,SR-S510MC-qq-e-391,SR-S510MC-qq-e-d-391,SR-S510MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.0,-45～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スズキ,ワゴンRスティングレー,MH55S,17/02～,FF,,15段調整式,86250,77625,242368,SR-S415MC-qq-e-470,SR-S415MC-qq-e-d-470,SR-S415MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.5,-45～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スズキ,ワゴンRスティングレー,MH55S,17/02～,FF,,固定式,78000,70200,242410,SR-S515MC-qq-e-392,SR-S515MC-qq-e-d-392,SR-S515MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.5,-45～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
スバル,ルクラ,L455F,10/04～,FF,,15段調整式,86250,77625,242052,SR-D403MC-qq-e-494,SR-D403MC-qq-e-d-494,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～-5/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
スバル,ルクラ,L455F,10/04～,FF,,固定式,78000,70200,242080,SR-D503MC-qq-e-416,SR-D503MC-qq-e-d-416,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～-5/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,エッセ,L235S,05/12～11/09,FF,,15段調整式,86250,77625,242037,SR-D401MC-qq-e-417,SR-D401MC-qq-e-d-417,SR-D401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,エッセ,L235S,05/12～11/09,FF,,固定式,78000,70200,242063,SR-D501MC-qq-e-339,SR-D501MC-qq-e-d-339,SR-D501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ソニカ,L405S,06/06～07/08,FF,,15段調整式,86250,77625,242038,SR-D401MC-qq-e-418,SR-D401MC-qq-e-d-418,SR-D401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ソニカ,L405S,06/06～07/08,FF,,固定式,78000,70200,242295,SR-D501MC-qq-e-340,SR-D501MC-qq-e-d-340,SR-D501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,タント/タントエグゼ,L455S,09/12～14/10,FF,,15段調整式,86250,77625,242286,SR-D403MC-qq-e-423,SR-D403MC-qq-e-d-423,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,タント/タントエグゼ,L455S,09/12～14/10,FF,,固定式,78000,70200,242074,SR-D503MC-qq-e-345,SR-D503MC-qq-e-d-345,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,タント/タントエグゼ,L465S,09/12～14/10,4WD,,15段調整式,86250,77625,242057,SR-D405MC-qq-e-424,SR-D405MC-qq-e-d-424,SR-D405MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.2,-70～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,タント/タントエグゼ,L465S,09/12～14/10,4WD,,固定式,78000,70200,242302,SR-D505MC-qq-e-346,SR-D505MC-qq-e-d-346,SR-D505MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.2,-70～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,タント/タントカスタム,L350S,03/11～07/12,FF,,15段調整式,86250,77625,242039,SR-D401MC-qq-e-419,SR-D401MC-qq-e-d-419,SR-D401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,タント/タントカスタム,L350S,03/11～07/12,FF,,固定式,78000,70200,242064,SR-D501MC-qq-e-341,SR-D501MC-qq-e-d-341,SR-D501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,タント/タントカスタム,L375S,07/12～13/10,FF,,15段調整式,86250,77625,242046,SR-D403MC-qq-e-420,SR-D403MC-qq-e-d-420,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,タント/タントカスタム,L375S,07/12～13/10,FF,,固定式,78000,70200,242073,SR-D503MC-qq-e-342,SR-D503MC-qq-e-d-342,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,タント/タントカスタム,L385S,07/12～13/10,4WD,,15段調整式,86250,77625,242056,SR-D405MC-qq-e-421,SR-D405MC-qq-e-d-421,SR-D405MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.2,-70～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,タント/タントカスタム,L385S,07/12～13/10,4WD,,固定式,78000,70200,242086,SR-D505MC-qq-e-343,SR-D505MC-qq-e-d-343,SR-D505MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.2,-70～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,タント/タントカスタム,LA610S,13/11～,4WD,,15段調整式,86250,77625,242292,SR-D405MC-qq-e-422,SR-D405MC-qq-e-d-422,SR-D405MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.2,-70～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,タント/タントカスタム,LA610S,13/11～,4WD,,固定式,78000,70200,242087,SR-D505MC-qq-e-344,SR-D505MC-qq-e-d-344,SR-D505MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.2,-70～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ミラ/ミラアヴィ,L250S,02/12～07/12,FF,,15段調整式,86250,77625,242281,SR-D401MC-qq-e-426,SR-D401MC-qq-e-d-426,SR-D401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ミラ/ミラアヴィ,L250S,02/12～07/12,FF,,固定式,78000,70200,242065,SR-D501MC-qq-e-348,SR-D501MC-qq-e-d-348,SR-D501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
