自動車メーカー,車種,型式,年式,駆動方式,適合詳細,減衰力,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,スプリング K(F/R),車高調整可能範囲ノーマル比mm(F/R),その他仕様,備考,注意事項,定価,SET価格,C_SET価格
スズキ,セルボ・モード,CN31S/CP31S,90/08～91/08,FF/4WD,1型<br>ABS装着車未確認,固定式,58500,52650,242214,SR-S508-qq-e-190,SR-S508-qq-e-d-190,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,セルボ・モード,CN32S/CP32S,91/09～99/02,FF/4WD,2～5型<br>ABS装着車未確認,15段調整式,66750,60075,242151,SR-S408-qq-e-283,SR-S408-qq-e-d-283,SR-S408,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,セルボ・モード,CN32S/CP32S,91/09～99/02,FF/4WD,2～5型<br>ABS装着車未確認,固定式,58500,52650,242402,SR-S508-qq-e-191,SR-S508-qq-e-d-191,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,パレット/パレットSW,MK21S,08/01～13/02,FF/4WD,1～3型,15段調整式,66750,60075,242345,SR-S406-qq-e-284,SR-S406-qq-e-d-284,SR-S406,STREET RIDE,ダンパー タイプK2,4.0/2.5,-80～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,パレット/パレットSW,MK21S,08/01～13/02,FF/4WD,1～3型,固定式,58500,52650,242205,SR-S506-qq-e-192,SR-S506-qq-e-d-192,SR-S506,STREET RIDE,ダンパー タイプK2,4.0/2.5,-80～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,CT21S/CV21S,93/09～98/09,FF/4WD,1～4型<br>ABS装着車未確認,15段調整式,66750,60075,242152,SR-S408-qq-e-285,SR-S408-qq-e-d-285,SR-S408,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,CT21S/CV21S,93/09～98/09,FF/4WD,1～4型<br>ABS装着車未確認,固定式,58500,52650,242215,SR-S508-qq-e-193,SR-S508-qq-e-d-193,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,CT51S/CV51S,97/04～98/09,FF/4WD,4型<br>ABS装着車未確認,15段調整式,66750,60075,242153,SR-S408-qq-e-286,SR-S408-qq-e-d-286,SR-S408,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,CT51S/CV51S,97/04～98/09,FF/4WD,4型<br>ABS装着車未確認,固定式,58500,52650,242216,SR-S508-qq-e-194,SR-S508-qq-e-d-194,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,MC11S/MC12S/MC21S/MC22S,98/10～02/03,FF/4WD,1～4型<br>前期,15段調整式,66750,60075,242106,SR-S401-qq-e-287,SR-S401-qq-e-d-287,SR-S401,STREET RIDE,ダンパー タイプK2,4.0/2.2,-65～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,MC11S/MC12S/MC21S/MC22S,98/10～02/03,FF/4WD,1～4型<br>前期,固定式,58500,52650,242370,SR-S501-qq-e-195,SR-S501-qq-e-d-195,SR-S501,STREET RIDE,ダンパー タイプK2,4.0/2.2,-65～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,MC22S,02/09～03/09,FF/4WD,5～6型,15段調整式,66750,60075,242112,SR-S402-qq-e-288,SR-S402-qq-e-d-288,SR-S402,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,MC22S,02/09～03/09,FF/4WD,5～6型,固定式,58500,52650,242178,SR-S502-qq-e-196,SR-S502-qq-e-d-196,SR-S502,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,MH21S,03/10～04/12,FF,1～2型,15段調整式,66750,60075,242141,SR-S405-qq-e-289,SR-S405-qq-e-d-289,SR-S405,STREET RIDE,ダンパー タイプK2,4.0/2.5,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,MH21S,03/10～04/12,FF,1～2型,固定式,58500,52650,242394,SR-S505-qq-e-197,SR-S505-qq-e-d-197,SR-S505,STREET RIDE,ダンパー タイプK2,4.0/2.5,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,MH21S/MH22S,04/12～08/08,FF/4WD,3～5型,15段調整式,66750,60075,242125,SR-S403-qq-e-290,SR-S403-qq-e-d-290,SR-S403,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,MH21S/MH22S,04/12～08/08,FF/4WD,3～5型,固定式,58500,52650,242385,SR-S503-qq-e-198,SR-S503-qq-e-d-198,SR-S503,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,MH23S,08/09～12/08,FF/4WD,1～3型,15段調整式,66750,60075,242135,SR-S404-qq-e-291,SR-S404-qq-e-d-291,SR-S404,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,MH23S,08/09～12/08,FF/4WD,1～3型,固定式,58500,52650,242196,SR-S504-qq-e-199,SR-S504-qq-e-d-199,SR-S504,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,MH34S,12/09～17/02,FF/4WD,,15段調整式,66750,60075,242360,SR-S410-qq-e-292,SR-S410-qq-e-d-292,SR-S410,STREET RIDE,ダンパー タイプK2,4.0/3.0,-83～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,MH34S,12/09～17/02,FF/4WD,,固定式,58500,52650,242409,SR-S510-qq-e-200,SR-S510-qq-e-d-200,SR-S510,STREET RIDE,ダンパー タイプK2,4.0/3.0,-83～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンR,MH55S,17/02～,FF,,15段調整式,66750,60075,242366,SR-S415-qq-e-293,SR-S415-qq-e-d-293,SR-S415,STREET RIDE,ダンパー タイプK2,4.0/3.5,-55～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンR,MH55S,17/02～,FF,,固定式,58500,52650,242243,SR-S515-qq-e-201,SR-S515-qq-e-d-201,SR-S515,STREET RIDE,ダンパー タイプK2,4.0/3.5,-55～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンRスティングレー,MH22S,07/02～08/08,FF/4WD,4～5型,15段調整式,66750,60075,242126,SR-S403-qq-e-294,SR-S403-qq-e-d-294,SR-S403,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンRスティングレー,MH22S,07/02～08/08,FF/4WD,4～5型,固定式,58500,52650,242386,SR-S503-qq-e-202,SR-S503-qq-e-d-202,SR-S503,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンRスティングレー,MH23S,08/09～12/08,FF/4WD,1～2型,15段調整式,66750,60075,242136,SR-S404-qq-e-295,SR-S404-qq-e-d-295,SR-S404,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンRスティングレー,MH23S,08/09～12/08,FF/4WD,1～2型,固定式,58500,52650,242197,SR-S504-qq-e-203,SR-S504-qq-e-d-203,SR-S504,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンRスティングレー,MH34S,12/09～17/02,FF/4WD,,15段調整式,66750,60075,242167,SR-S410-qq-e-296,SR-S410-qq-e-d-296,SR-S410,STREET RIDE,ダンパー タイプK2,4.0/3.0,-83～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンRスティングレー,MH34S,12/09～17/02,FF/4WD,,固定式,58500,52650,242231,SR-S510-qq-e-204,SR-S510-qq-e-d-204,SR-S510,STREET RIDE,ダンパー タイプK2,4.0/3.0,-83～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スズキ,ワゴンRスティングレー,MH55S,17/02～,FF,,15段調整式,66750,60075,242174,SR-S415-qq-e-297,SR-S415-qq-e-d-297,SR-S415,STREET RIDE,ダンパー タイプK2,4.0/3.5,-55～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スズキ,ワゴンRスティングレー,MH55S,17/02～,FF,,固定式,58500,52650,242244,SR-S515-qq-e-205,SR-S515-qq-e-d-205,SR-S515,STREET RIDE,ダンパー タイプK2,4.0/3.5,-55～0/-55～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
スバル,ルクラ,L455F,10/04～,FF,,15段調整式,66750,60075,242285,SR-D403-qq-e-326,SR-D403-qq-e-d-326,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-72～+3/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
スバル,ルクラ,L455F,10/04～,FF,,固定式,58500,52650,242072,SR-D503-qq-e-234,SR-D503-qq-e-d-234,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-72～+3/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,エッセ,L235S,05/12～11/09,FF,,15段調整式,66750,60075,242032,SR-D401-qq-e-235,SR-D401-qq-e-d-235,SR-D401,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,エッセ,L235S,05/12～11/09,FF,,固定式,58500,52650,242059,SR-D501-qq-e-143,SR-D501-qq-e-d-143,SR-D501,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ソニカ,L405S,06/06～07/08,FF,,15段調整式,66750,60075,242033,SR-D401-qq-e-236,SR-D401-qq-e-d-236,SR-D401,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ソニカ,L405S,06/06～07/08,FF,,固定式,58500,52650,242060,SR-D501-qq-e-144,SR-D501-qq-e-d-144,SR-D501,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,タント/タントエグゼ,L455S,09/12～14/10,FF,,15段調整式,66750,60075,242284,SR-D403-qq-e-242,SR-D403-qq-e-d-242,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,タント/タントエグゼ,L455S,09/12～14/10,FF,,固定式,58500,52650,242296,SR-D503-qq-e-150,SR-D503-qq-e-d-150,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,タント/タントエグゼ,L465S,09/12～14/10,4WD,,15段調整式,66750,60075,242055,SR-D405-qq-e-243,SR-D405-qq-e-d-243,SR-D405,STREET RIDE,ダンパー タイプK2,4.0/3.2,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,タント/タントエグゼ,L465S,09/12～14/10,4WD,,固定式,58500,52650,242085,SR-D505-qq-e-151,SR-D505-qq-e-d-151,SR-D505,STREET RIDE,ダンパー タイプK2,4.0/3.2,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,タント/タントカスタム,L350S,03/11～07/12,FF,,15段調整式,66750,60075,242034,SR-D401-qq-e-237,SR-D401-qq-e-d-237,SR-D401,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,タント/タントカスタム,L350S,03/11～07/12,FF,,固定式,58500,52650,242293,SR-D501-qq-e-145,SR-D501-qq-e-d-145,SR-D501,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,タント/タントカスタム,L375S,07/12～13/10,FF,,15段調整式,66750,60075,242040,SR-D403-qq-e-238,SR-D403-qq-e-d-238,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,タント/タントカスタム,L375S,07/12～13/10,FF,,固定式,58500,52650,242068,SR-D503-qq-e-146,SR-D503-qq-e-d-146,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,タント/タントカスタム,L385S,07/12～13/10,4WD,,15段調整式,66750,60075,242290,SR-D405-qq-e-239,SR-D405-qq-e-d-239,SR-D405,STREET RIDE,ダンパー タイプK2,4.0/3.2,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,タント/タントカスタム,L385S,07/12～13/10,4WD,,固定式,58500,52650,242083,SR-D505-qq-e-147,SR-D505-qq-e-d-147,SR-D505,STREET RIDE,ダンパー タイプK2,4.0/3.2,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,タント/タントカスタム,LA600S,13/11～,FF,,15段調整式,66750,60075,242058,SR-D406-qq-e-240,SR-D406-qq-e-d-240,SR-D406,STREET RIDE,ダンパー タイプK2,4.0/3.4,-70～0/-70～-35,推奨車高 ノーマル比 mm(F/R):-45/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,タント/タントカスタム,LA600S,13/11～,FF,,固定式,58500,52650,242088,SR-D506-qq-e-148,SR-D506-qq-e-d-148,SR-D506,STREET RIDE,ダンパー タイプK2,4.0/3.4,-70～0/-70～-35,推奨車高 ノーマル比 mm(F/R):-45/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,タント/タントカスタム,LA610S,13/11～,4WD,,15段調整式,66750,60075,242291,SR-D405-qq-e-241,SR-D405-qq-e-d-241,SR-D405,STREET RIDE,ダンパー タイプK2,4.0/3.2,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,タント/タントカスタム,LA610S,13/11～,4WD,,固定式,58500,52650,242084,SR-D505-qq-e-149,SR-D505-qq-e-d-149,SR-D505,STREET RIDE,ダンパー タイプK2,4.0/3.2,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
