自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
スバル,プレオ/プレオカスタム,L275B/L275F,2010/4～,A/F/L/R,FF/660,84960,,241296,780-62P-CBF-qq-e-f1-1356,780-62P-CBF-qq-e-d-1356,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-20/-50～-15,-45～-25/-40～-10,-40/-35,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スバル,プレオプラス,LA300F,2012/12～2017/5,E/F/L/G,FF/660,84960,,241534,780-62P-CBF-qq-e-f1-1353,780-62P-CBF-qq-e-d-1353,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スバル,ルクラ/ルクラカスタム,L455F,2010/4～2015/5,L/Lスペシャル/Lリミテッド/R/Rリミテッド/RS,FF/660・660T,84960,,241779,780-62P-CBF-qq-e-f1-698,780-62P-CBF-qq-e-d-698,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スバル,レヴォーグ,VM4,2014/6～,1.6GT/1.6GT/1.6GT-S,4WD/1600T,87840,,241521,6A5-61P-CB-qq-e-f1-1151,6A5-61P-CB-qq-e-d-1151,4996338098818,6A5 61P CB,CUSCO,STREET ZERO,,6k(7・8)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-50～0/-40～-5,-30～0/-35～-10,-25/-25,65/65,レートによる/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,レヴォーグ,VMG,2014/6～,2.0GT/2.0GT-S,4WD/2000T,87840,,241520,6A5-61P-CB-qq-e-f1-1149,6A5-61P-CB-qq-e-d-1149,4996338098818,6A5 61P CB,CUSCO,STREET ZERO,,6k(7・8)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-50～0/-45～-10,-30～0/-45～-15,-25/-30,65/65,レートによる/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,レガシィB4,BE5/BEE,1998/12～2003/5,RSK/RS,4WD/2000・2000T・3000,87840,,241268,681-61P-CB-qq-e-f1-1145,681-61P-CB-qq-e-d-1145,4996338092519,681 61P CB,CUSCO,STREET ZERO,,7k(8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-90～-20/-70～0,-55～-30/-40～0,-45/-30,65/専用形状,200/専用形状,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,レガシィB4,BL5/BLE,2003/5～2009/5,2.0R/2.0GT/2.0GT スペックB,4WD/2000・2000T・3000<br>アプライドA～F,87840,,241271,685-61P-CB-qq-e-f1-1143,685-61P-CB-qq-e-d-1143,4996338092533,685 61P CB,CUSCO,STREET ZERO,,7k/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-80～0/-60～0,-50～-10/-50～-10,-30/-35,65/専用形状,200/専用形状,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,レガシィツーリングワゴン,BH5/BH9,1998/6～2003/5,GT-B/TS-R/ブライトン/250T,4WD/2000・2000T・2500,87840,,241748,680-61P-CB-qq-e-f1-1135,680-61P-CB-qq-e-d-1135,4996338092502,680 61P CB,CUSCO,STREET ZERO,,6k/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-85～-20/-85～-10,-50～-25/-50～-10,-40/-40,65/専用形状,230/専用形状,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,レガシィツーリングワゴン,BP5/BPE,2003/5～2009/5,2.0GT/2.0GT スペックB/2.0R/3.0R,4WD/2000・2000T・3000<br>アプライドA～F,87840,,241270,684-61P-CB-qq-e-f1-1133,684-61P-CB-qq-e-d-1133,4996338092526,684 61P CB,CUSCO,STREET ZERO,,6k/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-70～0/-65～-5,-50～-10/-55～-15,-40/-40,65/専用形状,230/専用形状,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,レガシィツーリングワゴン,BR9,2009/5～2014/10,2.5GT,4WD/2500T,87840,,241509,687-61P-CB-qq-e-f1-1125,687-61P-CB-qq-e-d-1125,4996338092540,687 61P CB,CUSCO,STREET ZERO,,6k(7・8・9・10)/7k(8・9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-86～-16/-45～-10,-60～-20/-45～-20,-40/-35,73/65,レートによる/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,122000,101000
ダイハツ,キャストアクティバ/キャストスタイル/キャストスポーツ,LA260S,2015/9～,,4WD/660・660T,84960,,241760,769-62P-CBF-qq-e-f1-1391,769-62P-CBF-qq-e-d-1391,4996338078506,769 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/2.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-54～-25/-35～0,-45～-25/-35～-10,-40/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,キャストアクティバ/キャストスタイル/キャストスポーツ,LA250S,2015/9～,,FF/660・660T,84960,,241536,780-62P-CBF-qq-e-f1-1390,780-62P-CBF-qq-e-d-1390,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-43～-15/-40～-5,-40～-20/-35～-5,-35/-25,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,クー,M401S/M402S,2006/5～2013/1,CL/CS/CX,FF/1300・1500<br>フロントスタビリンクがショックに取り付けられている車両は適合不可,99360,,241562,921-62P-CBF-qq-e-f1-17,921-62P-CBF-qq-e-d-17,4996338076717,921 62P CBF,CUSCO,STREET ZERO,,4k(5・6・7)/2.7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-105～-15/-65～-40,-60～-20/-65～-40,-45/-45,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,138000,108900
ダイハツ,コペン,L880K,2002/6～2012/9,,FF/660T,84960,,241938,775-62P-CBF-qq-e-f1-1388,775-62P-CBF-qq-e-d-1388,4996338078513,775 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-30～-5/-25～-5,-25～-5/-25～-5,-20/-15,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,タント/タントカスタム,L375S,2007/12～2013/1,RS,FF/660・660T,84960,,241950,780-62P-CBF-qq-e-f1-1378,780-62P-CBF-qq-e-d-1378,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-73～-45/-60～-30,-70～-50/-55～-30,-60/-50,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,タント/タントカスタム,LA600S,2013/10～,L/L SA/X SA/G/G SA/RS/RS SA,FF/660・660T,84960,,241528,779-62P-CBF-qq-e-f1-1381,779-62P-CBF-qq-e-d-1381,4996338078537,779 62P CBF,CUSCO,STREET ZERO,,3.5k(4)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-68～-40/-80～-45,-65～-45/-70～-45,-45/-50,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,タントエグゼ/タントエグゼカスタム,L455S,2009/12～2014/10,X/G/RS,FF/660・660T,84960,,241777,780-62P-CBF-qq-e-f1-1370,780-62P-CBF-qq-e-d-1370,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,トール,M900S,2016/11～,X/G,FF/1000,87840,,241370,1A6-62P-CBF-qq-e-f1-54,1A6-62P-CBF-qq-e-d-54,4996338074270,1A6 62P CBF,CUSCO,STREET ZERO,,3.5k(4・5)/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-45～0/-40～-15,-40～-10/-40～-20,-35/-30,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
ダイハツ,ミラ,L275S,2006/12～,L/X/RS,FF/660・660T,84960,,241948,780-62P-CBF-qq-e-f1-1350,780-62P-CBF-qq-e-d-1350,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-20/-50～-15,-45～-25/-45～-15,-40/-35,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ミライース,LA300S,2011/9～2017/5,D/L/X/G,FF/660,84960,,241295,780-62P-CBF-qq-e-f1-1347,780-62P-CBF-qq-e-d-1347,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ムーヴ,L185S,2006/10～2010/12,L/X/R,4WD/660<br>カスタム不可,84960,,241937,769-62P-CBF-qq-e-f1-636,769-62P-CBF-qq-e-d-636,4996338078506,769 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/2.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-54～-25/-35～0,-45～-25/-35～-10,-40/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ムーヴ/ムーヴカスタム,L175S,2006/10～2010/12,L/X/R,FF/660,84960,,241298,780-62P-CBF-qq-e-f1-694,780-62P-CBF-qq-e-d-694,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-38～-10/-45～-10,-35～-15/-40～-10,-30/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ムーヴ/ムーヴカスタム,LA100S,2010/12～2014/12,X/G/RS,FF/660・660T,84960,,241299,780-62P-CBF-qq-e-f1-695,780-62P-CBF-qq-e-d-695,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-38～-10/-45～-10,-35～-15/-40～-10,-30/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ムーヴ/ムーヴカスタム,LA150S,2014/12～,L/L SA/X/X SA/Xターボ/カスタムX/カスタムRS,FF/660・660T,84960,,241778,780-62P-CBF-qq-e-f1-696,780-62P-CBF-qq-e-d-696,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-43～-15/-45～-10,-40～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ムーヴキャンバス,LA800S,2016/9～,L/X/G,FF/660,84960,,241286,779-62P-CBF-qq-e-f1-1375,779-62P-CBF-qq-e-d-1375,4996338078537,779 62P CBF,CUSCO,STREET ZERO,,3.5k(4)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-30/-50～-15,-50～-30/-40～-15,-30/-20,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L585S,2008/8～2017/3,L/X/RS,4WD/660・660T,84960,,241524,769-62P-CBF-qq-e-f1-637,769-62P-CBF-qq-e-d-637,4996338078506,769 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/2.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L575S,2008/8～2017/3,RS,FF/660,84960,,241300,780-62P-CBF-qq-e-f1-697,780-62P-CBF-qq-e-d-697,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-58～-30/-50～-15,-55～-35/-45～-15,-45/-35,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,フロントバンパーにフォグランプが装着されている車両は灯火類高さの保安基準に注意<br>オプションをご希望の場合、事前にお問合せください,,118000,95300
ダイハツ,メビウス,ZVW41N,2013/4～,SLセレクション/S/Sツーリングセレクション,FF/1800,87840,,241975,952-62P-CBF-qq-e-f1-447,952-62P-CBF-qq-e-d-447,4996338078209,952 62P CBF,CUSCO,STREET ZERO,,4k/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～0/-68～-5,-65～-25/-65～-35,-40/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,86,ZN6,2012/4～2016/7,GTリミテッド/GT/G/RC,FR/2000<br>前期モデル用 アプライドA-D,106560,,241983,965-61P-CN-qq-e-f1-1,965-61P-CN-qq-e-d-1,4996338098405,965 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,5k(6)/5K(6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-35～0/-65～0,-15～0/-35～0,-15/-25,65/65,180/180,全長調整式/全長調整式,赤,車高調整時、フロントバンパーウィンカーレンズの高さ(下端が地上から350mm以上)に注意が必要、純正-15mm辺りが参考限界値<br>オプションをご希望の場合、事前にお問合せください,,148000,115700
トヨタ,86,ZN6,2016/8～,GTリミテッド/GT/G/RC,FR/2000<br>後期モデル用 アプライドE-,106560,,241359,966-61P-CN-qq-e-f1-899,966-61P-CN-qq-e-d-899,4996338078667,966 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,7K(6・8・9)/6K(5・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-45～0/-65～0,-40～0/-35～0,-30/-35,65/65,レートによる/180,全長調整式/全長調整式,赤,フロントオプションレートスプリング6Kを装着した場合、フロントの推奨および最大車高調整幅が-25～0mmとなります<br>オプションをご希望の場合、事前にお問合せください,,148000,115700
トヨタ,bB,NCP35,2000/2～2005/12,S/Z/Xバージョン/Wバージョン,4WD/1500,99360,,241599,150-62P-CN-qq-e-f1-14,150-62P-CN-qq-e-d-14,4996338091123,150 62P CN,CUSCO,STREET ZERO,強化ゴム調整式/強化ゴム固定式,3.5k(4・5・6)/3.5k(4・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-90～0/-52～-15,-75～-30/-50～-20,-50/-45,65/65,250/200,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,138000,108900
トヨタ,bB,NCP30/NCP31,2000/2～2005/12,S/Z/Xバージョン/Wバージョン,FF/1300・1500,90720,,241836,134-62P-CNF-qq-e-f1-11,134-62P-CNF-qq-e-d-11,4996338071071,134 62P CNF,CUSCO,STREET ZERO,強化ゴム調整式/-,3.5k(4・5)/3.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-100～0/-90～-55,-80～-45/-85～-55,-60/-55,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,126000,100700
トヨタ,bB,QNC20/QNC21,2005/12～2016/8,S/Z,FF/1300・1500<br>フロントスタビリンクがショックに取り付けられている車両は適合不可,99360,,241800,921-62P-CBF-qq-e-f1-15,921-62P-CBF-qq-e-d-15,4996338076717,921 62P CBF,CUSCO,STREET ZERO,,4k(5・6・7)/2.7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-105～-15/-65～-40,-60～-20/-65～-40,-45/-45,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,138000,108900
トヨタ,C-HR,ZYX10,2016/12～,S/G,FF/1800,87840,,241851,1A7-62P-CBF-qq-e-f1-59,1A7-62P-CBF-qq-e-d-59,4996338058188,1A7 62P CBF,CUSCO,STREET ZERO,,6k(7)/4.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-40～0/-65～-20,-40～-10/-55～-30,-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,C-HR,NGX50,2016/12～,S-T/G-T,4WD/1200T,87840,,241850,1A7-62P-CBF-qq-e-f1-58,1A7-62P-CBF-qq-e-d-58,4996338058188,1A7 62P CBF,CUSCO,STREET ZERO,,6k(7)/4.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-45～-5/-70～-25,-45～-15/-60～-35,-45/-55,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,SAI,AZK10,2009/12～,S,FF/2400,87840,,241976,953-62P-CBF-qq-e-f1-21,953-62P-CBF-qq-e-d-21,4996338078247,953 62P CBF,CUSCO,STREET ZERO,,6k(5・7)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～0/-45～-5,-50～-15/-45～-20,-30/-30,専用形状/73,専用形状/200,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アイシス/アイシスプラタナ,ANM15G/ANM15W,2004/9～,G/L/プラタナ,4WD/2000,87840,,241320,912-62P-CBLF-qq-e-f1-23,912-62P-CBLF-qq-e-d-23,4996338076694,912 62P CBLF,CUSCO,STREET ZERO,,6k(7・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-75～0/-77～-35(-42～0),-55～0/-75～-40(-40～-5),-30/-40,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アイシス/アイシスプラタナ,ZNM10G/ZNM10W/ANM10G/ANM10W,2004/9～,G/L/プラタナ,FF/1800・2000,87840,,241592,970-62P-CBLF-qq-e-f1-26,970-62P-CBLF-qq-e-d-26,4996338078278,970 62P CBLF,CUSCO,STREET ZERO,,6k(7・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-60～0/-67～-25(-42～0),-40～0/-55～-30(40～-5),-30/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アクア,NHP10,2011/12～,G,FF/1500,84960,,241980,962-62P-CBF-qq-e-f1-869,962-62P-CBF-qq-e-d-869,4996338078261,962 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-95～0/-49～-15,-70～-30/-40～-20,-50/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
トヨタ,アリスト,JZS160/JZS161,1997/8～2004/12,S300/V300,FR/3000・3000T,92160,,241120,187-61P-CN-qq-e-f1-31,187-61P-CN-qq-e-d-31,4996338091215,187 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,16k(12・14・18・20)/10k(8・9・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-96～0/-120～0,-70～0/-60～0,-40/-20,65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,アルテッツァ,SXE10/GXE10,1998/10～2005/7,RS200/AS200,FR/2000,92160,,241842,195-61P-CN-qq-e-f1-32,195-61P-CN-qq-e-d-32,4996338091246,195 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,12k(11・14・16・18)/9k(7・8・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-66～0/-140～0,-60～0/-50～0,-30/-20,65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,アルファード,ANH10W/MNH10W,2002/5～2008/5,G/V,FF/2400・3000,87840,,241318,910-62P-CBLF-qq-e-f1-69,910-62P-CBLF-qq-e-d-69,4996338076601,910 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,ANH10W:-99～0 MNH10W:-104～0/-92～-53(-62～-23),ANH10W:-80～-40 MNH10W:-85～-45/-90～-60(-60～-40),ANH10W:-70 MNH10W:-75/-60,73/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アルファード/アルファードハイブリッド,ANH15W/MNH15W/ATH10W,2002/5～2008/5,G/V,4WD/2400・3000,87840,,241969,911-62P-CBLF-qq-e-f1-783,911-62P-CBLF-qq-e-d-783,4996338076663,911 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-89～0/-82～-43(-52～-13),-80～-40/-80～-50(-50～-30),-60/-50,73/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アルファード/ヴェルファイア,GGH25W/ANH25W,2008/5～2015/1,350X/350S/240X/240G,4WD/3500・2400,87840,,241340,944-62P-CBLF-qq-e-f1-53,944-62P-CBLF-qq-e-d-53,4996338078094,944 62P CBLF,CUSCO,STREET ZERO,,7k/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,GGH25W:-95～0/-93～-50(-53～-15)<br>ANH25W:-85～0/-88～-45(-48～-10),GGH25W:-85～0/-75～-50(-50～-30)<br>ANH25W:-70～0/-65～-45(-45～-25),GGH25W:-45/-50<br>ANH25W:-35/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アルファード/ヴェルファイア,GGH20W/ANH20W,2008/5～2015/1,350X/350S/240X/240G,FF/3500・2400,87840,,241572,943-62P-CBLF-qq-e-f1-832,943-62P-CBLF-qq-e-d-832,4996338078025,943 62P CBLF,CUSCO,STREET ZERO,,7k/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,GGH20W:-85～0/-98～-55(-57～-15)<br>ANH20W:-70～0/-93～-50(-52～-10),GGH20W:-85～0/-75～-55(-55～-35)<br>ANH20W:-70～0/-70～-50(-50～-30),GGH20W:-55/-55<br>ANH20W:-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アルファード/ヴェルファイア,AGH30W/GGH30W,2015/1～,2.5X/2.5S/2.5G/2.5Z/2.5V/3.5SA/3.5GF/3.5エグゼクティブラウンジ,FF/2500・3500,87840,,241830,990-62P-CBF-qq-e-f1-915,990-62P-CBF-qq-e-d-915,4996338078384,990 62P CBF,CUSCO,STREET ZERO,,6k(7)/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-99～-6/-75～-40,-55～-20/-70～-40,-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アルファード/ヴェルファイア,AGH35W/GGH35W,2015/1～,2.5X/2.5S/2.5G/3.5SA/3.5GF/3.5エグゼクティブラウンジ,4WD/2500・3500,87840,,241991,992-62P-CBF-qq-e-f1-918,992-62P-CBF-qq-e-d-918,4996338078407,992 62P CBF,CUSCO,STREET ZERO,,7k/8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-90～0/-60～-30,-45～-10/-60～-30,-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
