自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
スバル,レガシィツーリングワゴン,BP5/BPE,2003/5～2009/5,2.0GT/2.0GT スペックB/2.0R/3.0R,4WD/2000・2000T・3000<br>アプライドA～F,129600,,241269,684-61N-CP-qq-e-f1-1127,684-61N-CP-qq-e-d-1127,4996338029348,684 61N CP,CUSCO,STREET ZERO A,ピロボール調整式/ピロボール固定式,6k/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～0/-77～0,-50～-10/-45～-15,-40/-45,65/65,230/200,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,180000,140400
スバル,レガシィツーリングワゴン,BR9,2009/5～2014/10,2.5GT,4WD/2500T,115200,,241273,687-61N-CN-qq-e-f1-1123,687-61N-CN-qq-e-d-1123,4996338029379,687 61N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,6k(7・8・9・10)/7k(8・9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-86～-16/-65～0,-60～-20/-45～-20,-40/-35,73/65,レートによる/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
ダイハツ,キャストアクティバ/キャストスタイル/キャストスポーツ,LA260S,2015/9～,,4WD/660・660T,100800,,241759,769-62N-CB-qq-e-f1-631,769-62N-CB-qq-e-d-631,4996338058409,769 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/2.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-54～-25/-35～0,-45～-25/-35～-10,-40/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,キャストアクティバ/キャストスタイル/キャストスポーツ,LA250S,2015/9～,,FF/660・660T,100800,,241292,780-62N-CB-qq-e-f1-677,780-62N-CB-qq-e-d-677,4996338058423,780 62N CB,CUSCO,STREET ZERO A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-43～-15/-35～-5,-40～-20/-35～-5,-35/-25,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,タント/タントカスタム,L375S,2007/12～2013/1,RS,FF/660・660T,100800,,241775,780-62N-CB-qq-e-f1-678,780-62N-CB-qq-e-d-678,4996338058423,780 62N CB,CUSCO,STREET ZERO A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-75～-45/-55～-30,-70～-50/-55～-30,-60/-50,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,タント/タントカスタム,LA600S,2013/10～,L/L SA/X SA/G/G SA/RS/RS SA,FF/660・660T,100800,,241527,779-62N-CB-qq-e-f1-645,779-62N-CB-qq-e-d-645,4996338058416,779 62N CB,CUSCO,STREET ZERO A,,3.5k(4)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-68～-40/-75～-45,-65～-45/-70～-45,-45/-50,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,ムーヴ,L185S,2006/10～2010/12,L/X/R,4WD/660<br>カスタム不可,100800,,241936,769-62N-CB-qq-e-f1-632,769-62N-CB-qq-e-d-632,4996338058409,769 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/2.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-54～-25/-35～0,-45～-25/-35～-10,-40/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,ムーヴ/ムーヴカスタム,L175S,2006/10～2010/12,L/X/R,FF/660,100800,,241293,780-62N-CB-qq-e-f1-679,780-62N-CB-qq-e-d-679,4996338058423,780 62N CB,CUSCO,STREET ZERO A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-40～-10/-40～-10,-35～-15/-40～-10,-30/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,ムーヴ/ムーヴカスタム,LA100S,2010/12～2014/12,X/G/RS,FF/660・660T,100800,,241776,780-62N-CB-qq-e-f1-680,780-62N-CB-qq-e-d-680,4996338058423,780 62N CB,CUSCO,STREET ZERO A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-40～-10/-40～-10,-35～-15/-40～-10,-30/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,ムーヴ/ムーヴカスタム,LA150S,2014/12～,L/L SA/X/X SA/Xターボ/カスタムX/カスタムRS,FF/660・660T,100800,,241294,780-62N-CB-qq-e-f1-681,780-62N-CB-qq-e-d-681,4996338058423,780 62N CB,CUSCO,STREET ZERO A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-45～-15/-40～-10,-40～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1012)<br>e-con2装着時、リヤピストンロッド先端が内装に干渉する場合は内装の加工(カット)が必要<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,ムーヴキャンバス,LA800S,2016/9～,L/X/G,FF/660,100800,,241762,779-62N-CB-qq-e-f1-646,779-62N-CB-qq-e-d-646,4996338058416,779 62N CB,CUSCO,STREET ZERO A,,3.5k(4)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-30/-45～-15,-50～-30/-40～-15,-30/-20,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,リヤショックトップが内装に干渉するため、サービスホールフタの加工または取外しが必要<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L575S,2008/8～2017/3,RS,FF/660,100800,,241947,780-62N-CB-qq-e-f1-682,780-62N-CB-qq-e-d-682,4996338058423,780 62N CB,CUSCO,STREET ZERO A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～-30/-45～-15,-55～-35/-45～-15,-45/-35,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,フロントバンパーにフォグランプが装着されている車両は灯火類高さの保安基準に注意<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
ダイハツ,メビウス,ZVW41N,2013/4～,SLセレクション/S/Sツーリングセレクション,FF/1800,115200,,241578,952-62N-CN-qq-e-f1-449,952-62N-CN-qq-e-d-449,4996338091079,952 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/-,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～0/-75～-28,-65～-25/-65～-35,-40/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,86,ZN6,2012/4～2016/7,GTリミテッド/GT/G/RC,FR/2000<br>前期モデル用 アプライドA-D,115200,,241587,965-61N-CN-qq-e-f1-3,965-61N-CN-qq-e-d-3,4996338091093,965 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,5k(6)/5K(6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-35～0/-65～0,-15～0/-35～0,-15/-25,65/65,180/180,全長調整式/全長調整式,赤,車高調整時、フロントバンパーウィンカーレンズの高さ(下端が地上から350mm以上)に注意が必要、純正-15mm辺りが参考限界値<br>スポーツエディション(減衰力140%仕様)の設定あり(ご希望の場合お問合せください)/e-con2対応(00B 60J 1014)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,86,ZN6,2016/8～,GTリミテッド/GT/G/RC,FR/2000<br>後期モデル用 アプライドE-,115200,,241358,966-61N-CN-qq-e-f1-897,966-61N-CN-qq-e-d-897,4996338078643,966 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,7K(6・8・9)/6K(5・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-45～0/-65～0,-40～0/-35～0,-30/-35,65/65,レートによる/180,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>e-con2取付時、内装の加工が必要<br>フロントオプションレートスプリング6Kを装着した場合、フロントの推奨および最大車高調整幅が-25～0mmとなります<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,C-HR,ZYX10,2016/12～,S/G,FF/1800,115200,,241849,1A7-62N-CN-qq-e-f1-57,1A7-62N-CN-qq-e-d-57,4996338058171,1A7 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,6k/4.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-50～0/-65～-20,-45～-15/-55～-30,-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,C-HR,NGX50,2016/12～,S-T/G-T,4WD/1200T,115200,,241127,1A7-62N-CN-qq-e-f1-56,1A7-62N-CN-qq-e-d-56,4996338058171,1A7 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,6k/4.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-5/-70～-25,-50～-20/-60～-35,-45/-55,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,MR2,SW20,1989/10～1999/10,G/GT/GT-S,MR/2000・2000T,122400,,241839,137-61N-CN-qq-e-f1-19,137-61N-CN-qq-e-d-19,4996338028044,137 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,5k(4・6・7)/8k(7・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-45～0/-64～0(-59～0),-45～-15/-55～-15(-50～-10),-40/-30(-25),65/65,180/200,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,170000,130600
トヨタ,MR-S,ZZW30,1999/10～2007/7,B/V/S,MR/1800,122400,,241600,157-61N-CN-qq-e-f1-20,157-61N-CN-qq-e-d-20,4996338028068,157 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,5k(4・6・7・8)/8k(7・9・10・11・12)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-54～0/-42～0,-50～-20/-40～-10,-30/-30,65/65,180/200,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,170000,130600
トヨタ,アクア,NHP10,2011/12～,G,FF/1500,100800,,241348,962-62N-CB-qq-e-f1-31,962-62N-CB-qq-e-d-31,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～0/-49～-15,-70～-30/-40～-20,-50/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
トヨタ,アリスト,JZS160/JZS161,1997/8～2004/12,S300/V300,FR/3000・3000T,108000,,241119,187-61N-CN-qq-e-f1-30,187-61N-CN-qq-e-d-30,4996338028167,187 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,16k(14・18)/10k(9・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-87～0/-127～0,-70～-30/-60～-20,-40/-20,65/65,200/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,アルテッツァ,SXE10/GXE10,1998/10～2005/7,RS200/AS200,FR/2000,108000,,241607,195-61N-CN-qq-e-f1-35,195-61N-CN-qq-e-d-35,4996338028211,195 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,12k(11・14・16)/9k(8・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-62～0/-105～0,-50～0/-50～0,-30/-20,65/65,200/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,アルファード,ANH10W/MNH10W,2002/5～2008/5,G/V,FF/2400・3000,115200,,241798,910-62N-CNL-qq-e-f1-43,910-62N-CNL-qq-e-d-43,4996338029690,910 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ANH10W:-99～0 MNH10W:-104～0/-92～-53(-62～-23),ANH10W:-80～-40 MNH10W:-85～-45/-90～-60(-60～-40),ANH10W:-70 MNH10W:-75/-60,73/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,アルファード/アルファードハイブリッド,ANH15W/MNH15W/ATH10W,2002/5～2008/5,G/V,4WD/2400・3000,115200,,241968,911-62N-CNL-qq-e-f1-213,911-62N-CNL-qq-e-d-213,4996338029737,911 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-89～0/-82～-43(-52～-13),-80～-40/-80～-50(-50～-30),-60/-50,73/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,アルファード/ヴェルファイア,GGH25W/ANH25W,2008/5～2015/1,350X/350S/240X/240G,4WD/3500・2400,115200,,241573,944-62N-CNL-qq-e-f1-205,944-62N-CNL-qq-e-d-205,4996338091031,944 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,7k(6)/7k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,GGH25W:-95～-10/-93～-50(-53～-15)<br>ANH25W:-85～0/-88～-45(-48～-10),GGH25W:-80～-40/-70～-50(-50～-30)<br>ANH25W:-70～-30/-65～-45(-45～-25),GGH25W:-60/-50<br>ANH25W:-50/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,アルファード/ヴェルファイア,GGH20W/ANH20W,2008/5～2015/1,350X/350S/240X/240G,FF/3500・2400,115200,,241814,943-62N-CNL-qq-e-f1-51,943-62N-CNL-qq-e-d-51,4996338029997,943 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/7k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,GGH20W:-100～-15/-98～-55(-57～-15)<br>ANH20W:-85～0/-93～-50(-52～-10),GGH20W:-70～-30/-75～-55(-55～-35)<br>ANH20W:-55～15/-70～-50(-50～-30),GGH20W:-55/-55<br>ANH20W:-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,アルファード/ヴェルファイア,AGH30W/GGH30W,2015/1～,2.5X/2.5S/2.5G/2.5Z/2.5V/3.5SA/3.5GF/3.5エグゼクティブラウンジ,FF/2500・3500,115200,,241829,990-62N-CN-qq-e-f1-37,990-62N-CN-qq-e-d-37,4996338042071,990 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-99～-6/-75～-40,-55～-20/-70～-40,-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,リヤ純正バンプラバーを15mmカットする必要あり<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,アルファード/ヴェルファイア,AGH35W/GGH35W,2015/1～,2.5X/2.5S/2.5G/3.5SA/3.5GF/3.5エグゼクティブラウンジ,4WD/2500・3500,115200,,241990,992-62N-CN-qq-e-f1-209,992-62N-CN-qq-e-d-209,4996338042095,992 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/-,7k/8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-90～0/-60～-30,-45～-10/-60～-30,-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,リヤ純正バンプラバーを15mmカットする必要あり<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,アルファードハイブリッド/ヴェルファイアハイブリッド,ATH20W,2011/1～2015/1,X/G/SR/GLパッケージ/SRCパッケージ,4WD/2400,115200,,241339,944-62N-CNL-qq-e-f1-217,944-62N-CNL-qq-e-d-217,4996338091031,944 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,7k(6)/7k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-115～-30/-93～-50(-53～-15),-100～-60/-70～-50(-50～-30),-80/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,イスト,NCP110,2007/7～2016/5,150G/150X,FF/1500,100800,,241820,962-62N-CB-qq-e-f1-91,962-62N-CB-qq-e-d-91,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-88～0/-49～-20,-65～-25/-45～-20,-35/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
トヨタ,イプサム,ACM21W/ACM26W,2001/5～2009/12,i/e/u/s,FF・4WD/2400,115200,,241305,815-62N-CNL-qq-e-f1-388,815-62N-CNL-qq-e-d-388,4996338029584,815 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ACM21W:-70～0/-92～-48(-67～-23)<br>ACM26W:-90～0/-102～-58(-77～-33),ACM21W:-40～-10/-80～-55(-55～-30)<br>ACM26W:-65～-25/-90～-65(-65～-40),ACM21W:-30/-55<br>ACM26W:-50/-65,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,TEMS仕様車は、TEMSが作動しなくなります<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ウィッシュ,ZNE14G,2003/1～2009/4,X,4WD/1800,115200,,241556,903-62N-CN-qq-e-f1-127,903-62N-CN-qq-e-d-127,4996338029614,903 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,5k(6)/10k(9・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～0/-60～-10,-65～-35/-60～-15,-55/-40,65/65,200/200,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,128800
トヨタ,ウィッシュ,ZNE10G/ANE10G,2003/1～2009/4,X/G,FF/1800・2000,115200,,241791,902-62N-CN-qq-e-f1-107,902-62N-CN-qq-e-d-107,4996338029607,902 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～0/-60～-5,-60～-30/-60～-15,-50/-45,65/専用形状,200/専用形状,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,128800
トヨタ,ウィッシュ,ANE11W,2003/4～2009/4,Z,FF/2000<br>オーバーフェンダー車,115200,,241793,904-62N-CN-qq-e-f1-109,904-62N-CN-qq-e-d-109,4996338029621,904 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,5k(6)/10k(9・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-72～0/-65～-15,-65～-25/-65～-20,-50/-50,65/73,200/200,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,128800
トヨタ,ウィッシュ,ZGE25G/ZGE25W,2009/4～,1.8X/1.8S,4WD/1800,115200,,241806,932-62N-CN-qq-e-f1-121,932-62N-CN-qq-e-d-121,4996338029836,932 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,6k(5)/9k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-85～0/-77～-10,-60～-20/-60～-25,-45/-40,専用形状/73,専用形状/200,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ウィッシュ,ZGE20W,2009/4～,1.8X/1.8S,FF/1800<br>1.8A不可,115200,,241973,939-62N-CN-qq-e-f1-114,939-62N-CN-qq-e-d-114,4996338029935,939 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-68～0/-75～-12,-60～-20/-60～-15,-45/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ウィッシュ,ZGE20G/ZGE21G,2009/4～,1.8X/2.0G,FF/1800・2000,115200,,241559,906-62N-CN-qq-e-f1-111,906-62N-CN-qq-e-d-111,4996338029652,906 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～0/-75～-12,-60～-20/-60～-15,-45/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ウィッシュ,ZGE22W,2009/4～,2.0Z,FF/2000,115200,,241329,933-62N-CN-qq-e-f1-119,933-62N-CN-qq-e-d-119,4996338029843,933 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,6k(5)/9k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-78～0/-67～-5,-60～-20/-55～-20,-45/-40,専用形状/73,専用形状/200,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ウィッシュ,ZGE20W,2012/4～,1.8A専用,FF/1800,115200,,241317,906-62N-CN-qq-e-f1-115,906-62N-CN-qq-e-d-115,4996338029652,906 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～0/-75～-12,-60～-20/-60～-15,-45/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/全長調整式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ヴィッツ,NCP91/SCP90/KSP90,2005/2～2010/11,RS,FF/1500・1300・1000<br>RS専用,100800,,241555,901-62N-CB-qq-e-f1-160,901-62N-CB-qq-e-d-160,4996338029591,901 62N CB,CUSCO,STREET ZERO A,,6k(5・7・8・9)/4k(3.5・5)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-50～0/-40～-8,-50～-20/-40～-15,-40/-40,65/65,180/200,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
トヨタ,ヴィッツ,NCP91/SCP90/KSP90,2005/2～2010/11,U/X,FF/1500・1300・1000<br>RS以外用,100800,,241978,962-62N-CB-qq-e-f1-138,962-62N-CB-qq-e-d-138,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-73～0/-44～-15,-60～-20/-40～-20,-30/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
トヨタ,ヴィッツ,NCP131/NSP130/KSP130,2010/12～,RS(NCP131),FF/1500・1300・1000<br>RS専用,100800,,241554,901-62N-CB-qq-e-f1-151,901-62N-CB-qq-e-d-151,4996338029591,901 62N CB,CUSCO,STREET ZERO A,,6k(5・7・8・9)/4k(3.5・5)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～0/-40～-8,-60～-20/-40～-15,-50/-40,65/65,180/200,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
トヨタ,ヴィッツ,NCP131/NSP130/KSP130,2010/12～,U/F,FF/1500・1300・1000<br>RS以外用,100800,,241582,962-62N-CB-qq-e-f1-131,962-62N-CB-qq-e-d-131,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-83～0/-44～-15,-60～-20/-40～-20,-40/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
