自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,SET価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,販売価格
スバル,レガシィアウトバック,BP9/BPE,H15/9～H21/5,2500～3000,,フロント,23800,,270915,CCRg-EP386-qq-e-669k,CCRg-EP386-qq-e-d-669k,4515693333862,EP386,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィアウトバック,BP9/BPE,H15/9～H21/5,2500～3000,,リア,23800,,270998,CCRg-EP418-qq-e-819k,CCRg-EP418-qq-e-d-819k,4515693334180,EP418,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィアウトバック,BRF,H21/5～H26/10,3600,アウトバック3.6R,フロント,23800,,270991,CCRg-EP417-qq-e-673k,CCRg-EP417-qq-e-d-673k,4515693334173,EP417,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィアウトバック,BRF,H21/5～H26/10,3600,アウトバック3.6R,リア,23800,,271045,CCRg-EP472-qq-e-824k,CCRg-EP472-qq-e-d-824k,4515693334722,EP472,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィツーリングワゴン,BH5,H10/7～H14/5,2000,ブライトン・TX・TX-S,リア,21800,,270789,CCRg-EP355-qq-e-9615k,CCRg-EP355-qq-e-d-9615k,4515693333558,EP355,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィツーリングワゴン,BH5/BH9,H14/5～H15/5,2000～2500,BH5(GT-B/GT/TS-R/ブライトン)/BH9(250S・ランカスター MT),リア,21800,,270798,CCRg-EP355-qq-e-9624k,CCRg-EP355-qq-e-d-9624k,4515693333558,EP355,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィツーリングワゴン,BH5/BH9/BHC,H10/7～H14/5,2000～2500,BH5(GT/GT-VDC/GT-B/TS-R/TS-R リミテッド/ブライトンS),リア,21800,,270790,CCRg-EP355-qq-e-9616k,CCRg-EP355-qq-e-d-9616k,4515693333558,EP355,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィツーリングワゴン/レガシィアウトバック,BP9/BPE/BPH,H19/5～H21/5,2500～3000,アウトバック iSI-C・XT・XT アイサイト・R SI-C・R アイサイト,フロント,23800,,270989,CCRg-EP417-qq-e-671k,CCRg-EP417-qq-e-d-671k,4515693334173,EP417,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィツーリングワゴン/レガシィアウトバック,BP9/BPE/BPH,H19/5～H21/5,2500～3000,アウトバック iSI-C・XT・XT アイサイト・R SI-C・R アイサイト,リア,23800,,270781,CCRg-EP355-qq-e-821k,CCRg-EP355-qq-e-d-821k,4515693333558,EP355,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
スバル,レガシィツーリングワゴン/レガシィランカスター,BHE,H12/5～H14/1,3000,ランカスター6,リア,21800,,270795,CCRg-EP355-qq-e-9621k,CCRg-EP355-qq-e-d-9621k,4515693333558,EP355,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,28000,20162
トヨタ,86,ZN6,H24/4～,2000,G/RC,フロント,21800,,270891,CCRg-EP386-qq-e-5100k,CCRg-EP386-qq-e-d-5100k,4515693333862,EP386,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,86,ZN6,H24/4～,2000,G/RC,リア,21800,,271003,CCRg-EP418-qq-e-9393k,CCRg-EP418-qq-e-d-9393k,4515693334180,EP418,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,86,ZN6,H24/4～,2000,GT/GT リミテッド,フロント,21800,,270890,CCRg-EP386-qq-e-5099k,CCRg-EP386-qq-e-d-5099k,4515693333862,EP386,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,86,ZN6,H24/4～,2000,GT/GT リミテッド,リア,21800,,271050,CCRg-EP472-qq-e-9392k,CCRg-EP472-qq-e-d-9392k,4515693334722,EP472,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,86,ZN6,H29/2～,2000,GT リミテッド ハイパフォーマンスパッケージ,フロント,21800,,270800,CCRg-EP357-qq-e-5101k,CCRg-EP357-qq-e-d-5101k,4515693333572,EP357,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,86,ZN6,H29/2～,2000,GT リミテッド ハイパフォーマンスパッケージ,リア,21800,,270633,CCRg-EP291-qq-e-9394k,CCRg-EP291-qq-e-d-9394k,4515693332919,EP291,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,bB,NCP30/NCP31/NCP35,H12/2～H17/2,1300～1500,リアドラム,フロント,21800,,270885,CCRg-EP382-qq-e-5102k,CCRg-EP382-qq-e-d-5102k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,IQ,KGJ10,H20/11～H28/03,1000,,フロント,21800,,270862,CCRg-EP382-qq-e-5015k,CCRg-EP382-qq-e-d-5015k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,IQ,NGJ10,h21/08～H28/03,1300,ゴー含む,フロント,21800,,270863,CCRg-EP382-qq-e-5016k,CCRg-EP382-qq-e-d-5016k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,MR2,SW20,H1/12～H3/12,2000,1型,リア,21800,,270486,CCRg-EP129-qq-e-9380k,CCRg-EP129-qq-e-d-9380k,4515693331295,EP129,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,MR2,SW20,H3/12～H11/11,2000,2/3/4/5型,フロント,21800,,270590,CCRg-EP278-qq-e-5037k,CCRg-EP278-qq-e-d-5037k,4515693332780,EP278,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,MR2,SW20,H3/12～H11/11,2000,2/3/4/5型,リア,21800,,270487,CCRg-EP129-qq-e-9381k,CCRg-EP129-qq-e-d-9381k,4515693331295,EP129,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,MR-S,ZZW30,H11/11～H19/7,1800,,フロント,21800,,270875,CCRg-EP382-qq-e-5036k,CCRg-EP382-qq-e-d-5036k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,MR-S,ZZW30,H11/11～H19/7,1800,,リア,21800,,270485,CCRg-EP129-qq-e-9379k,CCRg-EP129-qq-e-d-9379k,4515693331295,EP129,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,WiLL Vi,NCP19,H12/1～H14/4,1300～,リアドラム,フロント,21800,,270871,CCRg-EP382-qq-e-5031k,CCRg-EP382-qq-e-d-5031k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,WiLL VS,ZZE127,H13/4～H16/4,1800～,,フロント,21800,,270873,CCRg-EP382-qq-e-5033k,CCRg-EP382-qq-e-d-5033k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,WiLL VS,ZZE129,H13/4～H16/4,1800～,リアドラム,フロント,21800,,270872,CCRg-EP382-qq-e-5032k,CCRg-EP382-qq-e-d-5032k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,WiLL サイファ,NCP70/NCP75,H14/10～H17/7,1300～1500,リアドラム,フロント,21800,,270874,CCRg-EP382-qq-e-5034k,CCRg-EP382-qq-e-d-5034k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アリオン,ZZT240/NZT240,H13/12～H19/5,1500～1800,,フロント,21800,,270864,CCRg-EP382-qq-e-5017k,CCRg-EP382-qq-e-d-5017k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アリスト,JZS147,H5/8～H9/8,3000,ターボ,フロント,21800,,270658,CCRg-EP292-qq-e-5019k,CCRg-EP292-qq-e-d-5019k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アリスト,JZS160/JZS161,H9/8～H17/01,3000,,フロント,21800,,270659,CCRg-EP292-qq-e-5020k,CCRg-EP292-qq-e-d-5020k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アリスト,JZS160/JZS161,H9/8～H17/01,3000,,リア,21800,,270749,CCRg-EP354-qq-e-9368k,CCRg-EP354-qq-e-d-9368k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アリスト,UZS143,H4/10～H9/8,4000,4WD,フロント,21800,,270657,CCRg-EP292-qq-e-5018k,CCRg-EP292-qq-e-d-5018k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,GXE10,H13/5～H17/7,2000,6MT・純正17インチホイール装着車,フロント,21800,,270662,CCRg-EP292-qq-e-5023k,CCRg-EP292-qq-e-d-5023k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,GXE10,H13/5～H17/7,2000,6MT・純正17インチホイール装着車,リア,21800,,270753,CCRg-EP354-qq-e-9372k,CCRg-EP354-qq-e-d-9372k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,SXE10,H10/10～H17/7,2000,5AT・純正17インチホイール装着車・オプションキャリパー,フロント,21800,,270661,CCRg-EP292-qq-e-5022k,CCRg-EP292-qq-e-d-5022k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,SXE10,H10/10～H17/7,2000,5AT・純正17インチホイール装着車・オプションキャリパー,リア,21800,,270752,CCRg-EP354-qq-e-9371k,CCRg-EP354-qq-e-d-9371k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,SXE10,H10/10～H17/7,2000,6MT,フロント,21800,,270660,CCRg-EP292-qq-e-5021k,CCRg-EP292-qq-e-d-5021k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,SXE10,H10/10～H17/7,2000,6MT,リア,21800,,270751,CCRg-EP354-qq-e-9370k,CCRg-EP354-qq-e-d-9370k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,SXE10/GXE10,H10/10～H13/5,2000,SXE10(5AT),リア,21800,,270750,CCRg-EP354-qq-e-9369k,CCRg-EP354-qq-e-d-9369k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァ,SXE10/GXE10,H13/5～H17/7,2000,SXE10(5AT),リア,21800,,270754,CCRg-EP354-qq-e-9373k,CCRg-EP354-qq-e-d-9373k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァジータ,GXE10W,H13/7～H17/07,2000,,リア,21800,,270756,CCRg-EP354-qq-e-9375k,CCRg-EP354-qq-e-d-9375k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァジータ,JCE10W/JCE15W/GXE10W,H13/7～H17/07,2000～3000,純正17インチホイール装着車,フロント,21800,,270663,CCRg-EP292-qq-e-5024k,CCRg-EP292-qq-e-d-5024k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アルテッツァジータ,JCE10W/JCE15W/GXE10W,H13/7～H17/07,2000～3000,純正17インチホイール装着車,リア,21800,,270755,CCRg-EP354-qq-e-9374k,CCRg-EP354-qq-e-d-9374k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アレックス,NZE121/NZE124,H13/1～H18/9,1500,リアドラム,フロント,21800,,270865,CCRg-EP382-qq-e-5025k,CCRg-EP382-qq-e-d-5025k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,アレックス,ZZE122/ZZE124,H14/9～H18/9,1800,,フロント,21800,,270866,CCRg-EP382-qq-e-5026k,CCRg-EP382-qq-e-d-5026k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,イスト,NCP60/NCP65,H14/5～H19/7,1300～1500,リアドラム,フロント,21800,,270868,CCRg-EP382-qq-e-5028k,CCRg-EP382-qq-e-d-5028k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,イスト,NCP61,H14/5～H19/7,1500～,,フロント,21800,,270867,CCRg-EP382-qq-e-5027k,CCRg-EP382-qq-e-d-5027k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,ヴィッツ,KSP130/NSP130,H22/12～H24/5,1000～1300,,フロント,21800,,270870,CCRg-EP382-qq-e-5030k,CCRg-EP382-qq-e-d-5030k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,ヴィッツ/ヴィッツRS,NCP10/NCP13,H12/11～H17/1,1300～1500,4輪ディスク,フロント,21800,,270869,CCRg-EP382-qq-e-5029k,CCRg-EP382-qq-e-d-5029k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,ヴェロッサ,GX115,H13/7～H16/4,2000,,リア,21800,,270758,CCRg-EP354-qq-e-9377k,CCRg-EP354-qq-e-d-9377k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,ヴェロッサ,JZX110,H13/7～H16/4,2500,ターボ,フロント,21800,,270664,CCRg-EP292-qq-e-5035k,CCRg-EP292-qq-e-d-5035k,4515693332926,EP292,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,ヴェロッサ,JZX110,H13/7～H16/4,2500,ターボ,リア,21800,,270759,CCRg-EP354-qq-e-9378k,CCRg-EP354-qq-e-d-9378k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,ヴェロッサ,JZX110/GX110,H13/7～H16/4,2000～2500,JZX110(NA),リア,21800,,270757,CCRg-EP354-qq-e-9376k,CCRg-EP354-qq-e-d-9376k,4515693333541,EP354,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,オーパ,ZCT10,H14/5～H17/4,1800～2000,グレードi・4輪ディスクを除く,フロント,21800,,270878,CCRg-EP382-qq-e-5040k,CCRg-EP382-qq-e-d-5040k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,オーパ,ZCT10/ACT10,H12/4～H13/12,1800～2000,ZCT10(グレードiを除く)/ACT10(グレードa),フロント,21800,,270876,CCRg-EP382-qq-e-5038k,CCRg-EP382-qq-e-d-5038k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,オーパ,ZCT10/ACT10,H13/12～H14/5,1800～2000,ZCT10(グレードiを除く)/ACT10(グレードa),フロント,21800,,270877,CCRg-EP382-qq-e-5039k,CCRg-EP382-qq-e-d-5039k,4515693333824,EP382,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,カムリ,SV10/SV11/CV10/CV11,S57/3～S61/8,1800～2000,,フロント,21800,,270427,CCRg-EP076-qq-e-5041k,CCRg-EP076-qq-e-d-5041k,4515693330762,EP076,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,カムリ,SV20/SV22/CV20,S61/8～H2/7,1800～2000,,フロント,21800,,270428,CCRg-EP076-qq-e-5042k,CCRg-EP076-qq-e-d-5042k,4515693330762,EP076,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,カリーナ,AA60/SA60/CA60,S56/9～S62/12,1500～1800,,フロント,21800,,270426,CCRg-EP067-qq-e-5043k,CCRg-EP067-qq-e-d-5043k,4515693330670,EP067,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,カリーナ,AT150/AT151/ST150/CT150,S59/7～S63/5,1500～2000,,フロント,21800,,270429,CCRg-EP076-qq-e-5044k,CCRg-EP076-qq-e-d-5044k,4515693330762,EP076,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,カリーナ,AT160/ST162,S60/8～H4/8,1600～2000,,フロント,21800,,270430,CCRg-EP076-qq-e-5045k,CCRg-EP076-qq-e-d-5045k,4515693330762,EP076,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,カリーナ,AT170/AT171/ST170/CT170,S63/5～H4/8,1500～2000,,フロント,21800,,270431,CCRg-EP076-qq-e-5046k,CCRg-EP076-qq-e-d-5046k,4515693330762,EP076,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
トヨタ,カリーナ,AT190/AT192,H4/8～H8/8,1500～1600,リアドラム AT190(SG-i)/AT192(SG),フロント,21800,,270432,CCRg-EP076-qq-e-5047k,CCRg-EP076-qq-e-d-5047k,4515693330762,EP076,ENDLESS,ブレーキパッド,CCRg,ローター適正温度域:50～800℃<br>平均摩擦係数:0.38～0.45<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ワインディング～サーキット,,,28000,20162
