自動車メーカー,車種,型式,グレード,年式,ダウン量 mm(F/R),販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,エンジン,駆動方式,適合詳細,スプリングレート Kgf/mm(F/R),自由長 mm(F/R),備考,注意事項,定価,SET価格
スバル,R2,RC1,I/R/S,2003/12～2010/03,-30/-25,14622,,262944,SKS72-K1B00-qq-e-168,SKS72-K1B00-qq-e-d-168,4571104664987,SKS72-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.5/2.3,250/225,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,25500,31600
スバル,R2,RC2,I/R/S,2003/12～2010/03,-35/-30,14622,,262945,SKS72-K1B00-qq-e-169,SKS72-K1B00-qq-e-d-169,4571104664987,SKS72-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,3.5/2.3,250/225,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,25500,31600
スバル,ルクラ,L455F,L/Lスペシャル/Lリミテッド,2010/04～2014/09,-45/-50,15952,,262791,SKD36-K1B00-qq-e-170,SKD36-K1B00-qq-e-d-170,4571104665519,SKD36-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.1/2.4,265/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,28000,33200
スバル,ルクラカスタム,L455F,Rリミテッド/RS,2010/04～2014/09,-45/-50,15952,,262792,SKD36-K1B00-qq-e-171,SKD36-K1B00-qq-e-d-171,4571104665519,SKD36-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.1/2.4,265/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,28000,33200
ダイハツ,アトレーワゴン,S320G,カスタムターボRS/カスタムターボR,2005/05～2007/08,-25/-30,14622,,262780,SKD30-K1B00-qq-e-216,SKD30-K1B00-qq-e-d-216,4571104665236,SKD30-K1B00,TEIN,S.TECH K-SPECIAL,660,FR,,4/4.1,247/254,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,25500,31600
ダイハツ,アトレーワゴン,S321G,カスタムターボRS/カスタムターボR,2007/09～,-25/-30,14622,,262781,SKD30-K1B00-qq-e-217,SKD30-K1B00-qq-e-d-217,4571104665236,SKD30-K1B00,TEIN,S.TECH K-SPECIAL,660,FR,,4/4.1,247/254,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,25500,31600
ダイハツ,アトレーワゴン,S330G,カスタムターボRS/カスタムターボR,2005/05～2007/08,-35/-35,14622,,262782,SKD30-K1B00-qq-e-218,SKD30-K1B00-qq-e-d-218,4571104665236,SKD30-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,4/4.1,247/254,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,25500,31600
ダイハツ,ウェイク,LA700S,X SA/X,2014/11～,-30/-20,17015,,262807,SKD64-K1B00-qq-e-219,SKD64-K1B00-qq-e-d-219,4571104667018,SKD64-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.5/3,278/337,パワースライドドアの装備により、車高の左右差が生じる場合があります。<br>数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,30000,34500
ダイハツ,タント,L350S,RS/R/Xリミテッド/X/L,2003/11～2007/11,-35/-35,16483,,262775,SKD20-K1B00-qq-e-220,SKD20-K1B00-qq-e-d-220,4571104665083,SKD20-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.6/2.7,265/294,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,29000,33900
ダイハツ,タント,L375S,Xリミテッド スペシャル/Xリミテッド/X/L,2007/12～2013/10,-50/-40,17015,,262801,SKD48-K1B00-qq-e-221,SKD48-K1B00-qq-e-d-221,4571104666103,SKD48-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.6/2.6,260/370,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,タントカスタム(H19/12～H22/09)への装着時は純正フォグランプ下縁高さが地上250mm未満となり保安基準に抵触します。<br>車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,30000,34500
ダイハツ,タント,LA650S,L,2019/07～,-35/-30,15420,,263082,SKD84-K1B00-qq-e-4k,SKD84-K1B00-qq-e-d-4k,4589533470031,SKD84-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.4,281/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,タント,LA650S,X,2019/07～,-35/-30,15420,,263092,SKD84-K1B00-qq-e-14k,SKD84-K1B00-qq-e-d-14k,4589533470031,SKD84-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.4,281/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,タント,LA650S,Xターボ,2019/07～,-40/-30,15420,,263093,SKD84-K1B00-qq-e-15k,SKD84-K1B00-qq-e-d-15k,4589533470031,SKD84-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.4,281/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,タントエグゼ,L455S,Xリミテッド/X/L,2009/12～2014/10,-45/-50,15952,,262793,SKD36-K1B00-qq-e-223,SKD36-K1B00-qq-e-d-223,4571104665519,SKD36-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.1/2.4,265/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,28000,33200
ダイハツ,タントエグゼカスタム,L455S,RS/G,2009/12～2014/10,-45/-50,15952,,262794,SKD36-K1B00-qq-e-224,SKD36-K1B00-qq-e-d-224,4571104665519,SKD36-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.1/2.4,265/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,28000,33200
ダイハツ,タントカスタム,L350S,RS/R/Xリミテッド/X/L,2003/11～2007/11,-35/-35,16483,,262776,SKD20-K1B00-qq-e-227,SKD20-K1B00-qq-e-d-227,4571104665083,SKD20-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.6/2.7,265/294,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,29000,33900
ダイハツ,タントカスタム,L375S,RS/Xリミテッド/X/L,2007/12～2010/09,-50/-40,17015,,262802,SKD48-K1B00-qq-e-228,SKD48-K1B00-qq-e-d-228,4571104666103,SKD48-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.6/2.6,260/370,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,メーカー保証対象外：灯火類高さが保安基準に抵触するため。<br>車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,30000,34500
ダイハツ,タントカスタム,L375S,RS/Xリミテッド/X/L,2010/09～2013/10,-50/-40,17015,,263042,SKD48-K1B00-qq-e-229,SKD48-K1B00-qq-e-d-229,4571104666103,SKD48-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.6/2.6,260/370,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,タントカスタム(H19/12～H22/09)への装着時は純正フォグランプ下縁高さが地上250mm未満となり保安基準に抵触します。<br>車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,30000,34500
ダイハツ,タントカスタム,LA600S,RS SA/RS,2013/10～,-45/-35,17015,,262808,SKD64-K1B00-qq-e-225,SKD64-K1B00-qq-e-d-225,4571104667018,SKD64-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,片側パワースライドドア車は適合未確認,2.5/3,278/337,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,30000,34500
ダイハツ,タントカスタム,LA610S,RS SA/RS,2013/10～,-50/-35,17015,,262809,SKD66-K1B00-qq-e-226,SKD66-K1B00-qq-e-d-226,4571104667063,SKD66-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,片側パワースライドドア車は適合未確認,2.5/2.5,278/252,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,30000,34500
ダイハツ,タントカスタム,LA650S,カスタムL,2019/07～,-35/-30,15420,,263083,SKD84-K1B00-qq-e-5k,SKD84-K1B00-qq-e-d-5k,4589533470031,SKD84-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.4,281/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,タントカスタム,LA650S,カスタムRS,2019/07～,-40/-30,15420,,263094,SKD84-K1B00-qq-e-16k,SKD84-K1B00-qq-e-d-16k,4589533470031,SKD84-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.4,281/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,タントカスタム,LA650S,カスタムX,2019/07～,-35/-30,15420,,263095,SKD84-K1B00-qq-e-17k,SKD84-K1B00-qq-e-d-17k,4589533470031,SKD84-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.4,281/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,ミライース,LA300S,G/X/L/D,2011/09～2013/08,-35/-30,17015,,262806,SKD56-K1B00-qq-e-232,SKD56-K1B00-qq-e-d-232,4571104666806,SKD56-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.5/2.3,279/333,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,30000,34500
ダイハツ,ミライース,LA350S,G SA III/X SA III/L SA III/L/B SA III/B,2017/05～,-35/-35,17547,,262810,SKD82-K1B00-qq-e-3,SKD82-K1B00-qq-e-d-3,4571104669876,SKD82-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.1,273/340,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,31000,35200
ダイハツ,ミラトコット,LA550S,G SA III/X SA III/L SA III/L,2018/06～,-35/-35,17547,,263084,SKD82-K1B00-qq-e-6k,SKD82-K1B00-qq-e-d-6k,4571104669876,SKD82-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.1,273/340,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,31000,35200
ダイハツ,ムーヴ,L150S,R/X/L,2002/10～2006/09,-30/-20,15420,,262771,SKD16-K1B00-qq-e-235,SKD16-K1B00-qq-e-d-235,4571104665120,SKD16-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.8/1.9,250/304,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,ムーヴ,L175S,Xリミテッド/X/L,2006/10～2010/12,-40/-30,15952,,262795,SKD36-K1B00-qq-e-236,SKD36-K1B00-qq-e-d-236,4571104665519,SKD36-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.1/2.4,265/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,ムーヴカスタムへの装着時は灯火類高さが保安基準に抵触します。<br>車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,28000,33200
ダイハツ,ムーヴ,LA100S,Xリミテッド/X/L,2010/12～2014/11,-40/-35,15952,,262803,SKD52-K1B00-qq-e-233,SKD52-K1B00-qq-e-d-233,4571104666622,SKD52-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.1/2.4,265/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,28000,33200
ダイハツ,ムーヴカスタム,L150S,R/X/L,2002/10～2006/09,-30/-20,15420,,262772,SKD16-K1B00-qq-e-244,SKD16-K1B00-qq-e-d-244,4571104665120,SKD16-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.8/1.9,250/304,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,ムーヴカスタム,L152S,RS/RSリミテッド,2002/10～2006/09,-25/-20,15420,,262773,SKD16-K1B00-qq-e-245,SKD16-K1B00-qq-e-d-245,4571104665120,SKD16-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.8/1.9,250/304,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
ダイハツ,ムーヴカスタム,L175S,RS/R/Xリミテッド/X/L,2006/10～2008/12,-40/-30,15952,,262796,SKD36-K1B00-qq-e-246,SKD36-K1B00-qq-e-d-246,4571104665519,SKD36-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.1/2.4,265/330,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,メーカー保証対象外：灯火類高さが保安基準に抵触するため。<br>車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,28000,33200
