自動車メーカー,車種,型式,年式,エンジン,ミッション,駆動,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,車高,備考,注意事項,定価,SET価格
ホンダ,オデッセイハイブリッド,RC4-100,16年2月～,LFA-H4,CVT,FF,EXパッケージ,168841,,292249,50000-XMLB-K1S0-qq-e-127k,50000-XMLB-K1S0-qq-e-d-127k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-100,16年2月～,LFA-H4,CVT,FF,アドバンスドパッケージ,168841,,292248,50000-XMLB-K1S0-qq-e-126k,50000-XMLB-K1S0-qq-e-d-126k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-100,16年2月～,LFA-H4,CVT,FF,アブソルート ホンダセンシング,168841,,292245,50000-XMLB-K1S0-qq-e-123k,50000-XMLB-K1S0-qq-e-d-123k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-100,16年2月～,LFA-H4,CVT,FF,アブソルート ホンダセンシング EXパッケージ,168841,,292247,50000-XMLB-K1S0-qq-e-125k,50000-XMLB-K1S0-qq-e-d-125k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-100,16年2月～,LFA-H4,CVT,FF,アブソルート ホンダセンシング アドバンスドパッケージ,168841,,292246,50000-XMLB-K1S0-qq-e-124k,50000-XMLB-K1S0-qq-e-d-124k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-100,16年2月～,LFA-H4,CVT,FF,,168841,,292244,50000-XMLB-K1S0-qq-e-122k,50000-XMLB-K1S0-qq-e-d-122k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-115,17年11月～,LFA-H4,CVT,FF,アブソルート ホンダセンシング 7人乗り,168841,,292242,50000-XMLB-K1S0-qq-e-113k,50000-XMLB-K1S0-qq-e-d-113k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-115,17年11月～,LFA-H4,CVT,FF,アブソルート ホンダセンシング 8人乗り,168841,,292243,50000-XMLB-K1S0-qq-e-114k,50000-XMLB-K1S0-qq-e-d-114k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,オデッセイハイブリッド,RC4-115,17年11月～,LFA-H4,CVT,FF,アブソルートEX ホンダセンシング 7人乗り,168841,,292241,50000-XMLB-K1S0-qq-e-112k,50000-XMLB-K1S0-qq-e-d-112k,50000-XMLB-K1S0,MUGEN,スポーツサスペンション,約-15mm,ダンパーとスプリングのセット,,200000,185000
ホンダ,グレイスハイブリッド,GM4-100,14年11月～15年5月,LEB-H1,7AT,FF,DX,110672,,292256,50000-XMP-K0S0-qq-e-64k,50000-XMP-K0S0-qq-e-d-64k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-100,14年11月～15年5月,LEB-H1,7AT,FF,EX,110672,,292257,50000-XMP-K0S0-qq-e-65k,50000-XMP-K0S0-qq-e-d-65k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-100,14年11月～15年5月,LEB-H1,7AT,FF,LX,110672,,292258,50000-XMP-K0S0-qq-e-66k,50000-XMP-K0S0-qq-e-d-66k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-110,15年6月～17年6月,LEB-H1,DCT,FF,DX,110672,,292253,50000-XMP-K0S0-qq-e-61k,50000-XMP-K0S0-qq-e-d-61k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-110,15年6月～17年6月,LEB-H1,DCT,FF,EX,110672,,292254,50000-XMP-K0S0-qq-e-62k,50000-XMP-K0S0-qq-e-d-62k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-110,15年6月～17年6月,LEB-H1,DCT,FF,LX,110672,,292255,50000-XMP-K0S0-qq-e-63k,50000-XMP-K0S0-qq-e-d-63k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-120,17年7月～,LEB-H1,DCT,FF,DX(ホンダセンシング非装備車),110672,,292250,50000-XMP-K0S0-qq-e-58k,50000-XMP-K0S0-qq-e-d-58k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-120,17年7月～,LEB-H1,DCT,FF,EX(ホンダセンシング非装備車),110672,,292251,50000-XMP-K0S0-qq-e-59k,50000-XMP-K0S0-qq-e-d-59k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,グレイスハイブリッド,GM4-120,17年7月～,LEB-H1,DCT,FF,LX(ホンダセンシング非装備車),110672,,292252,50000-XMP-K0S0-qq-e-60k,50000-XMP-K0S0-qq-e-d-60k,50000-XMP-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,130000,125500
ホンダ,ジェイド,FR5-110,18年5月～,L15B,CVT,FF,X ホンダセンシング,152221,,292284,50000-XMS-K0S0-qq-e-73k,50000-XMS-K0S0-qq-e-d-73k,50000-XMS-K0S0,MUGEN,スポーツサスペンション,約-20mm,,,180000,168000
ホンダ,ジェイドハイブリッド,FR4-100,15年5月～18年5月,LEB-H1,DCT,FF,X,152221,,292286,50000-XMS-K0S0-qq-e-75k,50000-XMS-K0S0-qq-e-d-75k,50000-XMS-K0S0,MUGEN,スポーツサスペンション,約-20mm,,,180000,168000
ホンダ,ジェイドハイブリッド,FR4-100,15年5月～18年5月,LEB-H1,DCT,FF,,152221,,292285,50000-XMS-K0S0-qq-e-74k,50000-XMS-K0S0-qq-e-d-74k,50000-XMS-K0S0,MUGEN,スポーツサスペンション,約-20mm,,,180000,168000
ホンダ,ジェイドハイブリッド,FR4-110,18年5月～,LEB-H1,DCT,FF,X ホンダセンシング,152221,,292283,50000-XMS-K0S0-qq-e-72k,50000-XMS-K0S0-qq-e-d-72k,50000-XMS-K0S0,MUGEN,スポーツサスペンション,約-20mm,,,180000,168000
ホンダ,シャトルハイブリッド,GP7-100,15年5月～17年8月,LBE-H1,DCT,FF,X,152221,,292291,50000-XMV-K0S0-qq-e-149k,50000-XMV-K0S0-qq-e-d-149k,50000-XMV-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,HYBRID Z/X(FF車)は無限LEDフォグライト装着時のみ装着可能。,180000,168000
ホンダ,シャトルハイブリッド,GP7-100,15年5月～17年8月,LBE-H1,DCT,FF,Z,152221,,292292,50000-XMV-K0S0-qq-e-150k,50000-XMV-K0S0-qq-e-d-150k,50000-XMV-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,HYBRID Z/X(FF車)は無限LEDフォグライト装着時のみ装着可能。,180000,168000
ホンダ,シャトルハイブリッド,GP7-100,15年5月～17年8月,LBE-H1,DCT,FF,,152221,,292290,50000-XMV-K0S0-qq-e-148k,50000-XMV-K0S0-qq-e-d-148k,50000-XMV-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,HYBRID Z/X(FF車)は無限LEDフォグライト装着時のみ装着可能。,180000,168000
ホンダ,シャトルハイブリッド,GP7-120,17年9月～19年4月,LEB-H1,DCT,FF,X,152221,,292288,50000-XMV-K0S0-qq-e-146k,50000-XMV-K0S0-qq-e-d-146k,50000-XMV-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,HYBRID Z/X(FF車)は無限LEDフォグライト装着時のみ装着可能。,180000,168000
ホンダ,シャトルハイブリッド,GP7-120,17年9月～19年4月,LEB-H1,DCT,FF,Z,152221,,292289,50000-XMV-K0S0-qq-e-147k,50000-XMV-K0S0-qq-e-d-147k,50000-XMV-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,HYBRID Z/X(FF車)は無限LEDフォグライト装着時のみ装着可能。,180000,168000
ホンダ,シャトルハイブリッド,GP7-120,17年9月～19年4月,LEB-H1,DCT,FF,,152221,,292287,50000-XMV-K0S0-qq-e-145k,50000-XMV-K0S0-qq-e-d-145k,50000-XMV-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,HYBRID Z/X(FF車)は無限LEDフォグライト装着時のみ装着可能。,180000,168000
ホンダ,ステップワゴン,RP1-120,17年9月～,L15B,CVT,FF,B ホンダセンシング,133939,,292297,50000-XNB-K1S0-qq-e-151k,50000-XNB-K1S0-qq-e-d-151k,50000-XNB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴いHonda SENSINGの動作条件に影響を及ぼす可能性がございます。<br>【B Honda SENSING/G Honda SENSING/G EX Honda SENSING】のタイプの場合、ベンチシート車のみ装着可能です。,158000,149300
ホンダ,ステップワゴン,RP1-120,17年9月～,L15B,CVT,FF,G ホンダセンシング,133939,,292298,50000-XNB-K1S0-qq-e-152k,50000-XNB-K1S0-qq-e-d-152k,50000-XNB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴いHonda SENSINGの動作条件に影響を及ぼす可能性がございます。<br>【B Honda SENSING/G Honda SENSING/G EX Honda SENSING】のタイプの場合、ベンチシート車のみ装着可能です。,158000,149300
ホンダ,ステップワゴン,RP1-120,17年9月～,L15B,CVT,FF,G・EX ホンダセンシング,133939,,292299,50000-XNB-K1S0-qq-e-153k,50000-XNB-K1S0-qq-e-d-153k,50000-XNB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴いHonda SENSINGの動作条件に影響を及ぼす可能性がございます。<br>【B Honda SENSING/G Honda SENSING/G EX Honda SENSING】のタイプの場合、ベンチシート車のみ装着可能です。,158000,149300
ホンダ,ステップワゴンスパーダ,RP3-100,15年4月～17年9月,L15B,CVT,FF,クールスピリット,133939,,292303,50000-XNB-K1S0-qq-e-157k,50000-XNB-K1S0-qq-e-d-157k,50000-XNB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴いHonda SENSINGの動作条件に影響を及ぼす可能性がございます。<br>【B Honda SENSING/G Honda SENSING/G EX Honda SENSING】のタイプの場合、ベンチシート車のみ装着可能です。,158000,149300
ホンダ,ステップワゴンスパーダ,RP3-100,15年4月～17年9月,L15B,CVT,FF,,133939,,292302,50000-XNB-K1S0-qq-e-156k,50000-XNB-K1S0-qq-e-d-156k,50000-XNB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴いHonda SENSINGの動作条件に影響を及ぼす可能性がございます。<br>【B Honda SENSING/G Honda SENSING/G EX Honda SENSING】のタイプの場合、ベンチシート車のみ装着可能です。,158000,149300
ホンダ,ステップワゴンスパーダ,RP3-120,17年9月～,L15B,CVT,FF,クールスピリット ホンダセンシング,133939,,292301,50000-XNB-K1S0-qq-e-155k,50000-XNB-K1S0-qq-e-d-155k,50000-XNB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴いHonda SENSINGの動作条件に影響を及ぼす可能性がございます。<br>【B Honda SENSING/G Honda SENSING/G EX Honda SENSING】のタイプの場合、ベンチシート車のみ装着可能です。,158000,149300
ホンダ,ステップワゴンスパーダ,RP3-120,17年9月～,L15B,CVT,FF,ホンダセンシング,133939,,292300,50000-XNB-K1S0-qq-e-154k,50000-XNB-K1S0-qq-e-d-154k,50000-XNB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴いHonda SENSINGの動作条件に影響を及ぼす可能性がございます。<br>【B Honda SENSING/G Honda SENSING/G EX Honda SENSING】のタイプの場合、ベンチシート車のみ装着可能です。,158000,149300
ホンダ,フィット,GK3-120,13年9月～17年5月,L13B,CVT,FF,13G・Fパッケージ,106517,,292189,50000-XMK-K0S0-qq-e-13k,50000-XMK-K0S0-qq-e-d-13k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-120,13年9月～17年5月,L13B,CVT,FF,13G・Lパッケージ,106517,,292190,50000-XMK-K0S0-qq-e-14k,50000-XMK-K0S0-qq-e-d-14k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-120,13年9月～17年5月,L13B,CVT,FF,13G・Sパッケージ,106517,,292191,50000-XMK-K0S0-qq-e-15k,50000-XMK-K0S0-qq-e-d-15k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-300,13年9月～17年5月,L13B,CVT,FF,13G・Fパッケージ,106517,,292201,50000-XMK-K0S0-qq-e-25k,50000-XMK-K0S0-qq-e-d-25k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-300,13年9月～17年5月,L13B,CVT,FF,13G・Lパッケージ,106517,,292202,50000-XMK-K0S0-qq-e-26k,50000-XMK-K0S0-qq-e-d-26k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-300,13年9月～17年5月,L13B,CVT,FF,13G・Sパッケージ,106517,,292203,50000-XMK-K0S0-qq-e-27k,50000-XMK-K0S0-qq-e-d-27k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-320,13年9月～17年5月,L13B,CVT,FF,13G・Fパッケージ,106517,,292197,50000-XMK-K0S0-qq-e-21k,50000-XMK-K0S0-qq-e-d-21k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-320,13年9月～17年5月,L13B,CVT,FF,13G・Lパッケージ,106517,,292198,50000-XMK-K0S0-qq-e-22k,50000-XMK-K0S0-qq-e-d-22k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-320,13年9月～17年5月,L13B,CVT,FF,13G・Sパッケージ,106517,,292199,50000-XMK-K0S0-qq-e-23k,50000-XMK-K0S0-qq-e-d-23k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-330,13年9月～17年5月,L13B,CVT,FF,13G・Fパッケージ,106517,,292192,50000-XMK-K0S0-qq-e-16k,50000-XMK-K0S0-qq-e-d-16k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK3-330,13年9月～17年5月,L13B,CVT,FF,13G・Lパッケージ,106517,,292193,50000-XMK-K0S0-qq-e-17k,50000-XMK-K0S0-qq-e-d-17k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK4-330,13年9月～17年5月,L13B,CVT,4WD,13G・Sパッケージ,106517,,292194,50000-XMK-K0S0-qq-e-18k,50000-XMK-K0S0-qq-e-d-18k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK5-120,13年9月～17年5月,L15B,CVT,FF,15XL,106517,,292195,50000-XMK-K0S0-qq-e-19k,50000-XMK-K0S0-qq-e-d-19k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK5-130,17年6月～,L15B,6MT,FF,RS・ホンダセンシング,106517,,292216,50000-XMKB-K1S0-qq-e-8k,50000-XMKB-K1S0-qq-e-d-8k,50000-XMKB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴い、Honda SENSINGの動作条件に影響を及ぼす可能性があります。<br>タイプにより車高が異なる場合がございます。<br>一部のタイプでは、メーカーオプションの装備差により装着できない場合があります(15XLなど)。メーカー適合表でご確認ください。,125000,121300
ホンダ,フィット,GK5-130,17年6月～,L15B,CVT,FF,15XL ホンダセンシング非装備車,106517,,292215,50000-XMKB-K1S0-qq-e-7k,50000-XMKB-K1S0-qq-e-d-7k,50000-XMKB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴い、Honda SENSINGの動作条件に影響を及ぼす可能性があります。<br>タイプにより車高が異なる場合がございます。<br>一部のタイプでは、メーカーオプションの装備差により装着できない場合があります(15XLなど)。メーカー適合表でご確認ください。,125000,121300
ホンダ,フィット,GK5-130,17年6月～,L15B,CVT,FF,RS・ホンダセンシング,106517,,292217,50000-XMKB-K1S0-qq-e-9k,50000-XMKB-K1S0-qq-e-d-9k,50000-XMKB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴い、Honda SENSINGの動作条件に影響を及ぼす可能性があります。<br>タイプにより車高が異なる場合がございます。<br>一部のタイプでは、メーカーオプションの装備差により装着できない場合があります(15XLなど)。メーカー適合表でご確認ください。,125000,121300
ホンダ,フィット,GK5-300,13年9月～17年5月,L15B,CVT,FF,15X,106517,,292204,50000-XMK-K0S0-qq-e-28k,50000-XMK-K0S0-qq-e-d-28k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK5-320,13年9月～17年5月,L15B,CVT,FF,15XL,106517,,292200,50000-XMK-K0S0-qq-e-24k,50000-XMK-K0S0-qq-e-d-24k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK5-330,13年9月～17年5月,L15B,CVT,FF,15XL,106517,,292196,50000-XMK-K0S0-qq-e-20k,50000-XMK-K0S0-qq-e-d-20k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィット,GK5-340,17年6月～,L15B,6MT,FF,RS・ホンダセンシング,106517,,292213,50000-XMKB-K1S0-qq-e-11k,50000-XMKB-K1S0-qq-e-d-11k,50000-XMKB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴い、Honda SENSINGの動作条件に影響を及ぼす可能性があります。<br>タイプにより車高が異なる場合がございます。<br>一部のタイプでは、メーカーオプションの装備差により装着できない場合があります(15XLなど)。メーカー適合表でご確認ください。,125000,121300
ホンダ,フィット,GK5-340,17年6月～,L15B,CVT,FF,15XL ホンダセンシング非装備車,106517,,292212,50000-XMKB-K1S0-qq-e-10k,50000-XMKB-K1S0-qq-e-d-10k,50000-XMKB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴い、Honda SENSINGの動作条件に影響を及ぼす可能性があります。<br>タイプにより車高が異なる場合がございます。<br>一部のタイプでは、メーカーオプションの装備差により装着できない場合があります(15XLなど)。メーカー適合表でご確認ください。,125000,121300
ホンダ,フィット,GK5-340,17年6月～,L15B,CVT,FF,RS・ホンダセンシング,106517,,292214,50000-XMKB-K1S0-qq-e-12k,50000-XMKB-K1S0-qq-e-d-12k,50000-XMKB-K1S0,MUGEN,スポーツサスペンション,約-15mm,,ローダウンに伴い、Honda SENSINGの動作条件に影響を及ぼす可能性があります。<br>タイプにより車高が異なる場合がございます。<br>一部のタイプでは、メーカーオプションの装備差により装着できない場合があります(15XLなど)。メーカー適合表でご確認ください。,125000,121300
ホンダ,フィット,GK6-300,13年9月～17年5月,L15B,CVT,4WD,15XL,106517,,292205,50000-XMK-K0S0-qq-e-29k,50000-XMK-K0S0-qq-e-d-29k,50000-XMK-K0S0,MUGEN,スポーツサスペンション,約-20mm,ダンパーとスプリングのセット,,125000,121300
ホンダ,フィットシャトル,GG7-300,11年6月～12年6月,L15A,CVT,FF,15C,81587,,292152,50000-XMB-K1S0-qq-e-54k,50000-XMB-K1S0-qq-e-d-54k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-300,11年6月～12年6月,L15A,CVT,FF,15X,81587,,292153,50000-XMB-K1S0-qq-e-55k,50000-XMB-K1S0-qq-e-d-55k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-300,11年6月～12年6月,L15A,CVT,FF,15X Lパッケージ,81587,,292154,50000-XMB-K1S0-qq-e-56k,50000-XMB-K1S0-qq-e-d-56k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-300,11年6月～12年6月,L15A,CVT,FF,15X Sパッケージ,81587,,292155,50000-XMB-K1S0-qq-e-57k,50000-XMB-K1S0-qq-e-d-57k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-310,12年6月～13年8月,L15A,CVT,FF,15C,81587,,292149,50000-XMB-K1S0-qq-e-47k,50000-XMB-K1S0-qq-e-d-47k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-310,12年6月～13年8月,L15A,CVT,FF,15X,81587,,292150,50000-XMB-K1S0-qq-e-48k,50000-XMB-K1S0-qq-e-d-48k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-310,12年6月～13年8月,L15A,CVT,FF,15X Sパッケージ,81587,,292151,50000-XMB-K1S0-qq-e-49k,50000-XMB-K1S0-qq-e-d-49k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-320,13年8月～,L15A,CVT,FF,15C,81587,,292147,50000-XMB-K1S0-qq-e-42k,50000-XMB-K1S0-qq-e-d-42k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトル,GG7-320,13年8月～,L15A,CVT,FF,15X,81587,,292148,50000-XMB-K1S0-qq-e-43k,50000-XMB-K1S0-qq-e-d-43k,50000-XMB-K1S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-300,11年6月～12年6月,LDA,CVT,FF,C,81587,,292146,50000-XMB-K0S0-qq-e-53k,50000-XMB-K0S0-qq-e-d-53k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-300,11年6月～12年6月,LDA,CVT,FF,スマート S,81587,,292145,50000-XMB-K0S0-qq-e-52k,50000-XMB-K0S0-qq-e-d-52k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-300,11年6月～12年6月,LDA,CVT,FF,ナビ P S,81587,,292144,50000-XMB-K0S0-qq-e-51k,50000-XMB-K0S0-qq-e-d-51k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-300,11年6月～12年6月,LDA,CVT,FF,,81587,,292143,50000-XMB-K0S0-qq-e-50k,50000-XMB-K0S0-qq-e-d-50k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-310,12年6月～13年8月,LDA,CVT,FF,C,81587,,292142,50000-XMB-K0S0-qq-e-46k,50000-XMB-K0S0-qq-e-d-46k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-310,12年6月～13年8月,LDA,CVT,FF,スマートセレクション,81587,,292141,50000-XMB-K0S0-qq-e-45k,50000-XMB-K0S0-qq-e-d-45k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-310,12年6月～13年8月,LDA,CVT,FF,,81587,,292140,50000-XMB-K0S0-qq-e-44k,50000-XMB-K0S0-qq-e-d-44k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-320,13年8月～,LDA,CVT,FF,C,81587,,292139,50000-XMB-K0S0-qq-e-41k,50000-XMB-K0S0-qq-e-d-41k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-320,13年8月～,LDA,CVT,FF,SS,81587,,292138,50000-XMB-K0S0-qq-e-40k,50000-XMB-K0S0-qq-e-d-40k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットシャトルハイブリッド,GP2-320,13年8月～,LDA,CVT,FF,,81587,,292137,50000-XMB-K0S0-qq-e-39k,50000-XMB-K0S0-qq-e-d-39k,50000-XMB-K0S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットハイブリッド,GP1-100,10年10月～12年5月,LDAMF6,CVT,FF,スマートセレクション,81587,,292128,50000-XLFD-K2S0-qq-e-37k,50000-XLFD-K2S0-qq-e-d-37k,50000-XLFD-K2S0,MUGEN,スポーツサスペンション,約-20～25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットハイブリッド,GP1-100,10年10月～12年5月,LDAMF6,CVT,FF,ナビプレミアム,81587,,292129,50000-XLFD-K2S0-qq-e-38k,50000-XLFD-K2S0-qq-e-d-38k,50000-XLFD-K2S0,MUGEN,スポーツサスペンション,約-20～25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットハイブリッド,GP1-100,10年10月～12年5月,LDAMF6,CVT,FF,,81587,,292127,50000-XLFD-K2S0-qq-e-36k,50000-XLFD-K2S0-qq-e-d-36k,50000-XLFD-K2S0,MUGEN,スポーツサスペンション,約-20～25mm,ダンパーとスプリングのセット,,95000,95800
