自動車メーカー,車種,型式,年式,適合詳細,タイプ,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー名,商品名,アッパーマウント(F/R),減衰力(F/R),スプリング kgf/mm(F/R),仕様,備考,注意事項,定価,送料,SET価格,C_SET価格
ダイハツ,コペン,L880K,,4WD車取付不可,,91726,82861,243251,FK-MINI-qq-e-h-85k,FK-MINI-qq-e-d-h-85k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,コペン,LA400K,,4WD車取付不可,,91726,82861,242706,FK-MINI-qq-e-h-86k,FK-MINI-qq-e-d-h-86k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ソニカ,L405S,06/06～07/08,4WD車取付不可,,91726,82861,243059,FK-MINI-qq-e-h-84k,FK-MINI-qq-e-d-h-84k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,タント,L350S,03/11～07/12,4WD車取付不可,,91726,82861,243247,FK-MINI-qq-e-h-72k,FK-MINI-qq-e-d-h-72k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,タント,L375S,07/12～12/09,4WD車取付不可,,91726,82861,242869,FK-MINI-qq-e-h-73k,FK-MINI-qq-e-d-h-73k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,タント,L385S,,4WD,,91726,82861,242870,FK-MINI-qq-e-h-74k,FK-MINI-qq-e-d-h-74k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,タント,LA600S,13/10～,4WD車取付不可,,91726,82861,243248,FK-MINI-qq-e-h-75k,FK-MINI-qq-e-d-h-75k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,タント,LA610S,,4WD,,91726,82861,243054,FK-MINI-qq-e-h-76k,FK-MINI-qq-e-d-h-76k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,タントエグゼ,L455S,,4WD車取付不可,,91726,82861,242871,FK-MINI-qq-e-h-77k,FK-MINI-qq-e-d-h-77k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ミラ/ミラアヴィ,L250S/L250V,,4WD車取付不可,,91726,82861,243249,FK-MINI-qq-e-h-79k,FK-MINI-qq-e-d-h-79k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ミライース,LA300S,,4WD車取付不可,,91726,82861,243058,FK-MINI-qq-e-h-82k,FK-MINI-qq-e-d-h-82k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ミラカスタム,L275S,06/12～,4WD車取付不可,,91726,82861,243055,FK-MINI-qq-e-h-78k,FK-MINI-qq-e-d-h-78k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ミラココア,L675S,,4WD車取付不可,,91726,82861,243057,FK-MINI-qq-e-h-81k,FK-MINI-qq-e-d-h-81k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ミラジーノ,L650S,,4WD車取付不可,,91726,82861,243250,FK-MINI-qq-e-h-80k,FK-MINI-qq-e-d-h-80k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴ,L150S/L152S,02/10～06/09,4WD車取付不可,,91726,82861,242704,FK-MINI-qq-e-h-64k,FK-MINI-qq-e-d-h-64k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴ,L175S,06/10～10/12,4WD車取付不可,,91726,82861,243243,FK-MINI-qq-e-h-65k,FK-MINI-qq-e-d-h-65k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴ,L185S,,4WD,,91726,82861,242867,FK-MINI-qq-e-h-66k,FK-MINI-qq-e-d-h-66k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴ,LA100S,10/12～,4WD車取付不可,,91726,82861,243053,FK-MINI-qq-e-h-67k,FK-MINI-qq-e-d-h-67k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴ,LA150S,14/12～,4WD車取付不可,,91726,82861,243244,FK-MINI-qq-e-h-68k,FK-MINI-qq-e-d-h-68k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴキャンバス,LA800S,,4WD車取付不可,,91726,82861,242705,FK-MINI-qq-e-h-69k,FK-MINI-qq-e-d-h-69k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L575S,08/08～,4WD車取付不可,,91726,82861,243246,FK-MINI-qq-e-h-71k,FK-MINI-qq-e-d-h-71k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ダイハツ,ムーヴラテ,L550S,04/08～09/04,4WD車取付不可,,91726,82861,242868,FK-MINI-qq-e-h-70k,FK-MINI-qq-e-d-h-70k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
日産,NV100クリッパー,DR17V,,4WD車取付不可,,91726,82861,243056,FK-MINI-qq-e-h-7k,FK-MINI-qq-e-d-h-7k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
日産,NV100クリッパーリオ,DR17W,,4WD車取付不可,,91726,82861,243245,FK-MINI-qq-e-h-6k,FK-MINI-qq-e-d-h-6k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
日産,デイズ,B21W,,2WD,,91726,82861,242860,FK-MINI-qq-e-h-4k,FK-MINI-qq-e-d-h-4k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/正立式,5/2.4(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
日産,デイズルークス,B21A,,2WD,,91726,82861,243241,FK-MINI-qq-e-h-5k,FK-MINI-qq-e-d-h-5k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/正立式,5/2.4(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
日産,モコ,MG22S,06/02～11/02,4WD車取付不可,,91726,82861,242852,FK-MINI-qq-e-h-1k,FK-MINI-qq-e-d-h-1k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/3.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
日産,モコ,MG33S,11/02～,4WD車取付不可,,91726,82861,242855,FK-MINI-qq-e-h-2k,FK-MINI-qq-e-d-h-2k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,4/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用<br>車高の高さによっては、スタビライザーがロアアームに干渉及び、スタビリンクが装着出来ない恐れあり<br>その際には干渉しない高さまで車高を下げて頂くか、別売の調整式スタビリンクに交換必要,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
日産,ルークス,ML21S,09/12～,2WD/4WD,,91726,82861,243049,FK-MINI-qq-e-h-3k,FK-MINI-qq-e-d-h-3k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/3.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,N-BOX,JF1,11/12～,4WD車取付不可,,91726,82861,242853,FK-MINI-qq-e-h-22k,FK-MINI-qq-e-d-h-22k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,6/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,N-BOXカスタム,JF3,17/09～,4WD車取付不可,,91726,82861,243045,FK-MINI-qq-e-h-23k,FK-MINI-qq-e-d-h-23k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,6/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,N-ONE,JG1,,4WD車取付不可,,91726,82861,242694,FK-MINI-qq-e-h-25k,FK-MINI-qq-e-d-h-25k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,6/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,N-VAN,JJ1,,2WD,,91726,82861,243046,FK-MINI-qq-e-h-26k,FK-MINI-qq-e-d-h-26k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,6/4.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,N-VAN,JJ2,,4WD,,91726,82861,242854,FK-MINI-qq-e-h-27k,FK-MINI-qq-e-d-h-27k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,6/4.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,N-WGN,JH1,,4WD車取付不可,,91726,82861,242693,FK-MINI-qq-e-h-24k,FK-MINI-qq-e-d-h-24k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,6/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,S660,JW5,15/04～,4WD車取付不可,,118317,109453,242692,FK-MINI-qq-e-h-13k,FK-MINI-qq-e-d-h-13k,FINAL KONNEXION,STEALTH Mini,ピロ調整/ピロ固定,正立式/正立式,4/6,全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,128000,2000,132200,123200
ホンダ,ザッツ,JD1,02/02～07/09,4WD車取付不可,,91726,82861,243228,FK-MINI-qq-e-h-18k,FK-MINI-qq-e-d-h-18k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,正立式/正立式,6/3.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,ゼスト,JE1,06/03～12/11,4WD車取付不可,,91726,82861,242851,FK-MINI-qq-e-h-19k,FK-MINI-qq-e-d-h-19k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/正立式,5/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,トゥデイ,JA4,93/01～98/09,4WD車取付不可,,91726,82861,243044,FK-MINI-qq-e-h-21k,FK-MINI-qq-e-d-h-21k,FINAL KONNEXION,STEALTH Mini,ピロ調整/リジット,正立式/正立式,5/4,全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,ビート,PP1,91/05～96/01,4WD車取付不可,,91726,82861,243229,FK-MINI-qq-e-h-20k,FK-MINI-qq-e-d-h-20k,FINAL KONNEXION,STEALTH Mini,ピロ調整/ピロ調整,倒立式/倒立式,5/6,全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,ライフ,JA4,97/05～,4WD車取付不可,,91726,82861,243041,FK-MINI-qq-e-h-14k,FK-MINI-qq-e-d-h-14k,FINAL KONNEXION,STEALTH Mini,ピロ調整/リジット,正立式/正立式,5/4,全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,ライフ,JB1/JB3,98/10～03/08,4WD車取付不可,,91726,82861,243042,FK-MINI-qq-e-h-15k,FK-MINI-qq-e-d-h-15k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,正立式/正立式,6/3.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,ライフ,JB5/JB7,03/09～08/10,4WD車取付不可,,91726,82861,243227,FK-MINI-qq-e-h-16k,FK-MINI-qq-e-d-h-16k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/正立式,5/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
ホンダ,ライフ,JC1,08/11～,4WD車取付不可,,91726,82861,243043,FK-MINI-qq-e-h-17k,FK-MINI-qq-e-d-h-17k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/正立式,6/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,AZワゴン,MJ21S,04/12～08/08,4WD車取付不可,,91726,82861,243252,FK-MINI-qq-e-h-87k,FK-MINI-qq-e-d-h-87k,FINAL KONNEXION,STEALTH Mini,ピロ固定/別体式,倒立式/倒立式,6/3.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,AZワゴンカスタムスタイル,MJ22S,04/12～08/08,4WD車取付不可,,91726,82861,243253,FK-MINI-qq-e-h-88k,FK-MINI-qq-e-d-h-88k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/3.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,AZワゴンカスタムスタイル,MJ23S,08/09～,4WD車取付不可,,91726,82861,242707,FK-MINI-qq-e-h-89k,FK-MINI-qq-e-d-h-89k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
