自動車メーカー,車種,型式,適合詳細,H/S,シートタイプ,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,商品名DB,スプリングタイプ,アッパーマウント(F/R),スプリングレート(F/R),仕様,備考,注意事項,定価,SET価格
日産,スカイラインGT-R,BNR32,,,Aタイプ,202500,,259397,ZS101P07A-qq-e-131k,ZS101P07A-qq-e-d-131k,ZS101P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,225000,195000
日産,スカイラインGT-R,BNR32,,,Bタイプ,199800,,259398,ZS101P07B-qq-e-132k,ZS101P07B-qq-e-d-132k,ZS101P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,222000,192600
日産,スカイラインGT-R,BNR34,,,Aタイプ,217800,,259421,ZS105P07A-qq-e-155k,ZS105P07A-qq-e-d-155k,ZS105P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,242000,208600
日産,スカイラインGT-R,BNR34,,,Bタイプ,215100,,259422,ZS105P07B-qq-e-156k,ZS105P07B-qq-e-d-156k,ZS105P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,239000,206200
日産,ステージア,WGNC34,,,Aタイプ,220500,,259443,ZS131P07A-qq-e-177k,ZS131P07A-qq-e-d-177k,ZS131P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS50,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,オーテックバージョン「260RS」及びMC後の「RS FOUR」は、リアショックアブソーバー下側取り付け形状が「コ」の字タイプとなりますので、オーダー時にご指定ください,245000,211000
日産,ステージア,WGNC34,,,Bタイプ,217800,,259444,ZS131P07B-qq-e-178k,ZS131P07B-qq-e-d-178k,ZS131P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS50,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,オーテックバージョン「260RS」及びMC後の「RS FOUR」は、リアショックアブソーバー下側取り付け形状が「コ」の字タイプとなりますので、オーダー時にご指定ください,242000,208600
日産,フェアレディZ,Z33,,,Eタイプ,252000,,259452,ZS122P07E-qq-e-186k,ZS122P07E-qq-e-d-186k,ZS122P07E,ENDLESS,ZEAL FUNCTION プラス7 Eタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),280000,239000
日産,フェアレディZ,Z34,,,Eタイプ,252000,,259457,ZS123P07E-qq-e-191k,ZS123P07E-qq-e-d-191k,ZS123P07E,ENDLESS,ZEAL FUNCTION プラス7 Eタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは専用減衰力調整ケーブルが付属,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),280000,239000
日産,フェアレディZロードスター,HZ34,,,Eタイプ,247500,,259462,ZS124P07E-qq-e-196k,ZS124P07E-qq-e-d-196k,ZS124P07E,ENDLESS,ZEAL FUNCTION プラス7 Eタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),275000,245000
日産,リーフ,ZE0,,,Bタイプ,265500,,259468,ZS171P07B-qq-e-202k,ZS171P07B-qq-e-d-202k,ZS171P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/-,ID60-203-7K/ID65-152-6T,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:専用ブッシュが付属,,295000,251000
日産,リーフ,ZE0,,,Fタイプ,263700,,259469,ZS171P07F-qq-e-203k,ZS171P07F-qq-e-d-203k,ZS171P07F,ENDLESS,ZEAL FUNCTION プラス7 Fタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/-,ID60-203-7K/ID65-152-6T,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:専用ブッシュが付属,,293000,249400
ホンダ,CR-Z,ZF1,,,Bタイプ,259200,,259531,ZS592P07B-qq-e-265k,ZS592P07B-qq-e-d-265k,ZS592P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,,ID60-203-8K/ID60-178-4K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),フロントアッパーマウント:純正サポートを再使用(ベアリング付属)<br>リアアッパーマウント:専用ブッシュが付属<br>オプションにてフロント専用ピロアッパーマウント仕様が可能(ご希望の場合はご購入前にお問い合わせください),,288000,245400
ホンダ,CR-Z,ZF1,,,Fタイプ,257400,,259532,ZS592P07F-qq-e-266k,ZS592P07F-qq-e-d-266k,ZS592P07F,ENDLESS,ZEAL FUNCTION プラス7 Fタイプ,ZEAL FUNCTION プラス7,X COILS,,ID60-203-8K/ID60-178-4K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),フロントアッパーマウント:純正サポートを再使用(ベアリング付属)<br>リアアッパーマウント:専用ブッシュが付属<br>オプションにてフロント専用ピロアッパーマウント仕様が可能(ご希望の場合はご購入前にお問い合わせください),,286000,243800
ホンダ,NSX,NA1,,,Aタイプ,214200,,259501,ZS561P07A-qq-e-235k,ZS561P07A-qq-e-d-235k,ZS561P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-178-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,210400
ホンダ,NSX,NA1,,,Bタイプ,211500,,259502,ZS561P07B-qq-e-236k,ZS561P07B-qq-e-d-236k,ZS561P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-178-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,208000
ホンダ,S2000,AP1,,,Bタイプ,230400,,259494,ZS571P07B-qq-e-228k,ZS571P07B-qq-e-d-228k,ZS571P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-178-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,256000,219800
ホンダ,S2000,AP1,,,Dタイプ,232200,,259495,ZS571P07D-qq-e-229k,ZS571P07D-qq-e-d-229k,ZS571P07D,ENDLESS,ZEAL FUNCTION プラス7 Dタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-178-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,258000,221400
ホンダ,アコード,CL7,オートレベライザー装着車対応不可(車両への取付は可、レベライザーの装着は不可),,Aタイプ,205200,,259481,ZS523P07A-qq-e-215k,ZS523P07A-qq-e-d-215k,ZS523P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/ID60-254-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,228000,197400
ホンダ,アコード,CL7,オートレベライザー装着車対応不可(車両への取付は可、レベライザーの装着は不可),,Bタイプ,202500,,259482,ZS523P07B-qq-e-216k,ZS523P07B-qq-e-d-216k,ZS523P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/ID60-254-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,225000,195000
ホンダ,シビック,FD2,,,Bタイプ,268200,,259524,ZS505P07B-qq-e-258k,ZS505P07B-qq-e-d-258k,ZS505P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/-,ID60-178-10K+1.0K/ID65-125-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:専用純正ブッシュが付属,,298000,253400
ホンダ,シビック,FD2,,,Fタイプ,266400,,259525,ZS505P07F-qq-e-259k,ZS505P07F-qq-e-d-259k,ZS505P07F,ENDLESS,ZEAL FUNCTION プラス7 Fタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/-,ID60-178-10K+1.0K/ID65-125-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:専用純正ブッシュが付属,,296000,251800
マツダ,RX-7,FD3S,,,Aタイプ,214200,,259546,ZS302P07A-qq-e-280k,ZS302P07A-qq-e-d-280k,ZS302P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
マツダ,RX-7,FD3S,,,Bタイプ,211500,,259547,ZS302P07B-qq-e-281k,ZS302P07B-qq-e-d-281k,ZS302P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
マツダ,RX-8,SE3P,,,Bタイプ,250200,,259553,ZS303P07B-qq-e-287k,ZS303P07B-qq-e-d-287k,ZS303P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/-,ID60-203-9K/ID70-203-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,,278000,237400
マツダ,RX-8,SE3P,,,Dタイプ,252000,,259554,ZS303P07D-qq-e-288k,ZS303P07D-qq-e-d-288k,ZS303P07D,ENDLESS,ZEAL FUNCTION プラス7 Dタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/-,ID60-203-9K/ID70-203-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,,280000,239000
マツダ,ロードスター,NCEC,,,Bタイプ,245700,,259563,ZS312P07B-qq-e-297k,ZS312P07B-qq-e-d-297k,ZS312P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/-,ID60-203-8K/ID70-178-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,フロント純正タワーバー装着不可(純正タワーバー装着には調整ダイヤル突出部の穴空け加工が必要),273000,233400
マツダ,ロードスター,NCEC,,,Dタイプ,247500,,259564,ZS312P07D-qq-e-298k,ZS312P07D-qq-e-d-298k,ZS312P07D,ENDLESS,ZEAL FUNCTION プラス7 Dタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/-,ID60-203-8K/ID70-178-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,フロント純正タワーバー装着不可(純正タワーバー装着には調整ダイヤル突出部の穴空け加工が必要),275000,235000
マツダ,ロードスター,ND5RC,,,Aタイプ,229500,,259570,ZS313P07A-qq-e-304k,ZS313P07A-qq-e-d-304k,ZS313P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-6K/ID60-203-3K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,255000,219000
マツダ,ロードスター,ND5RC,,,Bタイプ,226800,,259571,ZS313P07B-qq-e-305k,ZS313P07B-qq-e-d-305k,ZS313P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-6K/ID60-203-3K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,252000,216600
三菱,ランサーエボリューションVII/VIII,CT9A,,,Bタイプ,243900,,259592,ZS603P07B-qq-e-326k,ZS603P07B-qq-e-d-326k,ZS603P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,271000,231800
三菱,ランサーエボリューションVII/VIII,CT9A,,,Cタイプ,245700,,259593,ZS603P07C-qq-e-327k,ZS603P07C-qq-e-d-327k,ZS603P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,273000,233400
三菱,ランサーエボリューションVIII MR/IX,CT9A,,,Bタイプ,252000,,259599,ZS604P07B-qq-e-333k,ZS604P07B-qq-e-d-333k,ZS604P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-178-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,280000,239000
三菱,ランサーエボリューションVIII MR/IX,CT9A,,,Cタイプ,253800,,259600,ZS604P07C-qq-e-334k,ZS604P07C-qq-e-d-334k,ZS604P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-178-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,282000,240600
三菱,ランサーエボリューションX,CZ4A,,,Bタイプ,250200,,259606,ZS605P07B-qq-e-340k,ZS605P07B-qq-e-d-340k,ZS605P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,278000,237400
三菱,ランサーエボリューションX,CZ4A,,,Cタイプ,252000,,259607,ZS605P07C-qq-e-341k,ZS605P07C-qq-e-d-341k,ZS605P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,280000,239000
レクサス,GS350/GS430/GS460,GRS191/UZS190/URS190,,,Aタイプ,214200,,259356,ZS011P07A-qq-e-90k,ZS011P07A-qq-e-d-90k,ZS011P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-12K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
レクサス,GS350/GS430/GS460,GRS191/UZS190/URS190,,,Bタイプ,211500,,259357,ZS011P07B-qq-e-91k,ZS011P07B-qq-e-d-91k,ZS011P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-12K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
レクサス,IS F,USE20,,,Aタイプ,214200,,259368,ZS013P07A-qq-e-102k,ZS013P07A-qq-e-d-102k,ZS013P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
レクサス,IS F,USE20,,,Bタイプ,211500,,259369,ZS013P07B-qq-e-103k,ZS013P07B-qq-e-d-103k,ZS013P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
レクサス,IS250/IS350,GSE20/GSE21,,,Aタイプ,214200,,259362,ZS012P07A-qq-e-96k,ZS012P07A-qq-e-d-96k,ZS012P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
レクサス,IS250/IS350,GSE20/GSE21,,,Bタイプ,211500,,259363,ZS012P07B-qq-e-97k,ZS012P07B-qq-e-d-97k,ZS012P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
