自動車メーカー,車種,型式,適合詳細,H/S,シートタイプ,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,商品名DB,スプリングタイプ,アッパーマウント(F/R),スプリングレート(F/R),仕様,備考,注意事項,定価,SET価格
トヨタ,ソアラ,JZZ30,,ソフトタイプ,,169200,,259301,ZS202XPS-qq-e-35k,ZS202XPS-qq-e-d-35k,ZS202XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-18K/ID60-203-12K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,ターンバックル調整式スタビリンクロッドが付属,,188000,156000
トヨタ,ソアラ,JZZ30,,ハードタイプ,,169200,,259302,ZS202XPH-qq-e-36k,ZS202XPH-qq-e-d-36k,ZS202XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-20K/ID60-203-14K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,ターンバックル調整式スタビリンクロッドが付属,,188000,156000
トヨタ,プリウス,ZVW30,,ソフトタイプ,,211500,,259349,ZS252XPS-qq-e-83k,ZS252XPS-qq-e-d-83k,ZS252XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/-,ID60-203-6K/専用-4K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアアッパーマウント:専用ブッシュが付属,,235000,191250
トヨタ,マークII,JZX100,,ソフトタイプ,,169200,,259311,ZS212XPS-qq-e-45k,ZS212XPS-qq-e-d-45k,ZS212XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-12K/ID60-203-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,188000,156000
トヨタ,マークII,JZX100,,ハードタイプ,,169200,,259312,ZS212XPH-qq-e-46k,ZS212XPH-qq-e-d-46k,ZS212XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,188000,156000
トヨタ,マークII,JZX110,,ソフトタイプ,,171000,,259318,ZS213XPS-qq-e-52k,ZS213XPS-qq-e-d-52k,ZS213XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-18K/ID60-203-14K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークII,JZX110,,ハードタイプ,,171000,,259319,ZS213XPH-qq-e-53k,ZS213XPH-qq-e-d-53k,ZS213XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-20K/ID60-203-16K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークII,JZX90,,ソフトタイプ,,169200,,259309,ZS211XPS-qq-e-43k,ZS211XPS-qq-e-d-43k,ZS211XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,ターンバックル調整式スタビリンクロッドが付属,,188000,156000
トヨタ,マークII,JZX90,,ハードタイプ,,169200,,259310,ZS211XPH-qq-e-44k,ZS211XPH-qq-e-d-44k,ZS211XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-12K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,ターンバックル調整式スタビリンクロッドが付属,,188000,156000
トヨタ,マークX,GRX121,,ソフトタイプ,,171000,,259325,ZS215XPS-qq-e-59k,ZS215XPS-qq-e-d-59k,ZS215XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-16K/ID60-203-14K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークX,GRX121,,ハードタイプ,,171000,,259326,ZS215XPH-qq-e-60k,ZS215XPH-qq-e-d-60k,ZS215XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-18K/ID60-203-16K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークX,GRX125,,ソフトタイプ,,171000,,259331,ZS214XPS-qq-e-65k,ZS214XPS-qq-e-d-65k,ZS214XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-16K/ID60-203-14K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークX,GRX125,,ハードタイプ,,171000,,259332,ZS214XPH-qq-e-66k,ZS214XPH-qq-e-d-66k,ZS214XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-18K/ID60-203-16K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークX,GRX130/GRX133,,ソフトタイプ,,171000,,259337,ZS217XPS-qq-e-71k,ZS217XPS-qq-e-d-71k,ZS217XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-16K/ID60-203-12K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークX,GRX130/GRX133,,ハードタイプ,,171000,,259338,ZS217XPH-qq-e-72k,ZS217XPH-qq-e-d-72k,ZS217XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-18K/ID60-203-14K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークX,GRX135,,ソフトタイプ,,171000,,259343,ZS216XPS-qq-e-77k,ZS216XPS-qq-e-d-77k,ZS216XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-16K/ID60-203-12K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
トヨタ,マークX,GRX135,,ハードタイプ,,171000,,259344,ZS216XPH-qq-e-78k,ZS216XPH-qq-e-d-78k,ZS216XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,強化ゴム/強化ゴム,ID60-178-18K/ID60-203-14K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,190000,157500
日産,180SX,RPS13,,ソフトタイプ,,196200,,259472,ZS111XPS-qq-e-206k,ZS111XPS-qq-e-d-206k,ZS111XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-178-6K/ID60-203-5K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,218000,178500
日産,180SX,RPS13,,ハードタイプ,,196200,,259473,ZS111XPH-qq-e-207k,ZS111XPH-qq-e-d-207k,ZS111XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-178-8K/ID60-203-7K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,218000,178500
日産,ジューク,F15,,ソフトタイプ,,216000,,259377,ZS162XPS-qq-e-111k,ZS162XPS-qq-e-d-111k,ZS162XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/-,ID60-203-6K/専用-3K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアアッパーマウント:専用ブッシュが付属,リアスプリングは専用品の為スプリングレートの変更不可,240000,195000
日産,ジューク,F15,,ハードタイプ,,216000,,259378,ZS162XPH-qq-e-112k,ZS162XPH-qq-e-d-112k,ZS162XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/-,ID60-203-8K/専用-5K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアアッパーマウント:専用ブッシュが付属,リアスプリングは専用品の為スプリングレートの変更不可,240000,195000
日産,シルビア,S13,,ソフトタイプ,,196200,,259379,ZS111XPS-qq-e-113k,ZS111XPS-qq-e-d-113k,ZS111XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-178-6K/ID60-203-5K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,218000,178500
日産,シルビア,S13,,ハードタイプ,,196200,,259380,ZS111XPH-qq-e-114k,ZS111XPH-qq-e-d-114k,ZS111XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-178-8K/ID60-203-7K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,218000,178500
日産,シルビア,S14,,ソフトタイプ,,202500,,259382,ZS112XPS-qq-e-116k,ZS112XPS-qq-e-d-116k,ZS112XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-178-6K/ID60-203-4K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,225000,183750
日産,シルビア,S14,,ハードタイプ,,202500,,259383,ZS112XPH-qq-e-117k,ZS112XPH-qq-e-d-117k,ZS112XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-178-8K/ID60-203-6K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,225000,183750
日産,シルビア,S15,,ソフトタイプ,,202500,,259385,ZS113XPS-qq-e-119k,ZS113XPS-qq-e-d-119k,ZS113XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-203-6K/ID60-254-4K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,225000,183750
日産,シルビア,S15,,ハードタイプ,,202500,,259386,ZS113XPH-qq-e-120k,ZS113XPH-qq-e-d-120k,ZS113XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,調整式ピロ/アルミリジット,ID60-203-8K/ID60-254-6K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,225000,183750
日産,スカイライン,CPV35,,ソフトタイプ,,225000,,259426,ZS107XPS-qq-e-160k,ZS107XPS-qq-e-d-160k,ZS107XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,固定式ピロ/アルミリジット,ID60-203-10K/専用-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),250000,202500
日産,スカイライン,CPV35,,ハードタイプ,,225000,,259427,ZS107XPH-qq-e-161k,ZS107XPH-qq-e-d-161k,ZS107XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,固定式ピロ/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),250000,202500
日産,スカイライン,ECR33,,ソフトタイプ,,173700,,259402,ZS104XPS-qq-e-136k,ZS104XPS-qq-e-d-136k,ZS104XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-7K/ID60-203-5K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,スカイライン,ECR33,,ハードタイプ,,173700,,259403,ZS104XPH-qq-e-137k,ZS104XPH-qq-e-d-137k,ZS104XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-203-7K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,スカイライン,ER34,,ソフトタイプ,,173700,,259412,ZS106XPS-qq-e-146k,ZS106XPS-qq-e-d-146k,ZS106XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-203-6K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,スカイライン,ER34,,ハードタイプ,,173700,,259413,ZS106XPH-qq-e-147k,ZS106XPH-qq-e-d-147k,ZS106XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-11K/ID60-203-8K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,スカイライン,HCR32,,ソフトタイプ,,169200,,259392,ZS102XPS-qq-e-126k,ZS102XPS-qq-e-d-126k,ZS102XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-7K/ID60-203-6K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,寒冷地仕様車は、リアショックアブソーバー下側の取り付け形状が「コ」の字タイプですので、オーダー時にご指定ください,188000,156000
日産,スカイライン,HCR32,,ハードタイプ,,169200,,259393,ZS102XPH-qq-e-127k,ZS102XPH-qq-e-d-127k,ZS102XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-203-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,寒冷地仕様車は、リアショックアブソーバー下側の取り付け形状が「コ」の字タイプですので、オーダー時にご指定ください,188000,156000
日産,スカイライン,NV36,,ソフトタイプ,,211500,,259436,ZS109XPS-qq-e-170k,ZS109XPS-qq-e-d-170k,ZS109XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-10K/専用-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),235000,191250
日産,スカイライン,NV36,,ハードタイプ,,211500,,259437,ZS109XPH-qq-e-171k,ZS109XPH-qq-e-d-171k,ZS109XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-12K/専用-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),235000,191250
日産,スカイライン,V36/PV36,,ソフトタイプ,,216000,,259431,ZS108XPS-qq-e-165k,ZS108XPS-qq-e-d-165k,ZS108XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-203-10K/専用-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),240000,195000
日産,スカイライン,V36/PV36,,ハードタイプ,,216000,,259432,ZS108XPH-qq-e-166k,ZS108XPH-qq-e-d-166k,ZS108XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),240000,195000
日産,スカイラインGT-R,BCNR33,,ソフトタイプ,,173700,,259405,ZS103XPS-qq-e-139k,ZS103XPS-qq-e-d-139k,ZS103XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-7K/ID60-203-5K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,スカイラインGT-R,BCNR33,,ハードタイプ,,173700,,259406,ZS103XPH-qq-e-140k,ZS103XPH-qq-e-d-140k,ZS103XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-203-7K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,スカイラインGT-R,BNR32,,ソフトタイプ,,169200,,259395,ZS101XPS-qq-e-129k,ZS101XPS-qq-e-d-129k,ZS101XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-7K/ID60-203-6K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,188000,156000
日産,スカイラインGT-R,BNR32,,ハードタイプ,,169200,,259396,ZS101XPH-qq-e-130k,ZS101XPH-qq-e-d-130k,ZS101XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-203-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,188000,156000
日産,スカイラインGT-R,BNR34,,ソフトタイプ,,173700,,259419,ZS105XPS-qq-e-153k,ZS105XPS-qq-e-d-153k,ZS105XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-10K/ID60-203-6K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,スカイラインGT-R,BNR34,,ハードタイプ,,173700,,259420,ZS105XPH-qq-e-154k,ZS105XPH-qq-e-d-154k,ZS105XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-12K/ID60-203-8K+FELzS130,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは減衰調整用ケーブルが付属,,193000,159750
日産,ステージア,WGNC34,,ソフトタイプ,,171000,,259441,ZS131XPS-qq-e-175k,ZS131XPS-qq-e-d-175k,ZS131XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-203-7K/ID60-203-6K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,オーテックバージョン「260RS」及びMC後の「RS FOUR」は、リアショックアブソーバー下側取り付け形状が「コ」の字タイプとなりますので、オーダー時にご指定ください,190000,157500
日産,ステージア,WGNC34,,ハードタイプ,,171000,,259442,ZS131XPH-qq-e-176k,ZS131XPH-qq-e-d-176k,ZS131XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-203-9K/ID60-203-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,オーテックバージョン「260RS」及びMC後の「RS FOUR」は、リアショックアブソーバー下側取り付け形状が「コ」の字タイプとなりますので、オーダー時にご指定ください,190000,157500
日産,フェアレディZ,Z32,,ソフトタイプ,,169200,,259447,ZS121XPS-qq-e-181k,ZS121XPS-qq-e-d-181k,ZS121XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-10K/ID60-203-7K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,188000,156000
日産,フェアレディZ,Z32,,ハードタイプ,,169200,,259448,ZS121XPH-qq-e-182k,ZS121XPH-qq-e-d-182k,ZS121XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-178-12K/ID60-203-9K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,,188000,156000
日産,フェアレディZ,Z33,,ソフトタイプ,,225000,,259450,ZS122XPS-qq-e-184k,ZS122XPS-qq-e-d-184k,ZS122XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,固定式ピロ/アルミリジット,ID60-203-10K/専用-8K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),250000,202500
日産,フェアレディZ,Z33,,ハードタイプ,,225000,,259451,ZS122XPH-qq-e-185k,ZS122XPH-qq-e-d-185k,ZS122XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,固定式ピロ/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),250000,202500
日産,フェアレディZ,Z34,,ソフトタイプ,,216000,,259455,ZS123XPS-qq-e-189k,ZS123XPS-qq-e-d-189k,ZS123XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-203-10K/専用-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは専用減衰力調整ケーブルが付属,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),240000,195000
日産,フェアレディZ,Z34,,ハードタイプ,,216000,,259456,ZS123XPH-qq-e-190k,ZS123XPH-qq-e-d-190k,ZS123XPH,ENDLESS,ZEAL FUNCTION Xプラス ハードタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-12K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,リアは専用減衰力調整ケーブルが付属,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),240000,195000
日産,フェアレディZロードスター,HZ34,,ソフトタイプ,,220500,,259460,ZS124XPS-qq-e-194k,ZS124XPS-qq-e-d-194k,ZS124XPS,ENDLESS,ZEAL FUNCTION Xプラス ソフトタイプ,ZEAL FUNCTION Xプラス,X COILS,アルミリジット/アルミリジット,ID60-203-10K/専用-10K,全長調整式<br>減衰20段調整<br>オーバーホールOK<br>単筒正立式(ストラットタイプは単筒倒立式)<br>スチールシェルケース,,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),245000,208750
