自動車メーカー,車種,型式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,バネレート(F/R),減衰力(F/R),車高調整幅 (F/R),備考,注意事項,定価,SET価格
スバル,ステラ,LA110F,スタビライザー搭載車,102900,,311879,STPND25A-13-qq-e-f1-52k,STPND25A-13-qq-e-d-52k,STPND25A-13,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-110/-5～-50<br>カスタムRS:-30～-110/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
スバル,ステラ,LA110F,スタビライザー未搭載車,102900,,311898,STPND25B-16-qq-e-f1-53k,STPND25B-16-qq-e-d-53k,STPND25B-16,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-110/-5～-50<br>カスタムRS:-30～-110/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
スバル,ステラ,RN1,,96040,,311836,STPNB01-1-qq-e-f1-397,STPNB01-1-qq-e-d-397,STPNB01-1,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-50/0～-50,フロント調整式/リア固定式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,ディアスワゴン,S321N/S331N,,104860,,311874,STPND07-5-qq-e-f1-54k,STPND07-5-qq-e-d-54k,STPND07-5,Spiegel,プロスペック・ステージII,4k/3k,30段/30段 調整式,-20～-70/-30～-70,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,107000,122000
スバル,プレオ,L275F/L275B,スタビライザー搭載車,96040,,311917,STPND42A-07-qq-e-f1-55k,STPND42A-07-qq-e-d-55k,STPND42A-07,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,プレオ,L275F/L275B,スタビライザー未搭載車,96040,,311933,STPND42B-07-qq-e-f1-56k,STPND42B-07-qq-e-d-56k,STPND42B-07,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,プレオ,L285F/L285B,スタビライザー搭載車,102900,,311889,STPND25A-7-qq-e-f1-400,STPND25A-7-qq-e-d-400,STPND25A-7,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
スバル,プレオ,L285F/L285B,スタビライザー未搭載車,102900,,311908,STPND25B-7-qq-e-f1-401,STPND25B-7-qq-e-d-401,STPND25B-7,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
スバル,プレオプラス,LA300F,,96040,,311938,STPND42B-12-qq-e-f1-402,STPND42B-12-qq-e-d-402,STPND42B-12,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/-20～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,プレオプラス,LA310F,,102900,,311894,STPND25B-12-qq-e-f1-403,STPND25B-12-qq-e-d-403,STPND25B-12,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,123000
スバル,ルクラ,L455F,スタビライザー搭載車,96040,,311918,STPND42A-08-qq-e-f1-57k,STPND42A-08-qq-e-d-57k,STPND42A-08,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,ルクラ,L455F,スタビライザー未搭載車,96040,,311934,STPND42B-08-qq-e-f1-58k,STPND42B-08-qq-e-d-58k,STPND42B-08,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,ルクラ,L465F,スタビライザー搭載車,102900,,311890,STPND25A-8-qq-e-f1-406,STPND25A-8-qq-e-d-406,STPND25A-8,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
スバル,ルクラ,L465F,スタビライザー未搭載車,102900,,311909,STPND25B-8-qq-e-f1-407,STPND25B-8-qq-e-d-407,STPND25B-8,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,MAX,L950S/L952S,,96040,,311851,STPND03A-5-qq-e-f1-325,STPND03A-5-qq-e-d-325,STPND03A-5,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-50/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,MAX,L960S/L962S,,102900,,311854,STPND03B-2-qq-e-f1-326,STPND03B-2-qq-e-d-326,STPND03B-2,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-50/-50～-90,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,アトレー,S320G/S321G/S330G/S331G,,104860,,311870,STPND07-1-qq-e-f1-327,STPND07-1-qq-e-d-327,STPND07-1,Spiegel,プロスペック・ステージII,4k/3k,30段/30段 調整式,-20～-70/-30～-70,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,107000,122000
ダイハツ,ウェイク,LA700S,スタビライザー搭載車,96040,,311926,STPND42A-16-qq-e-f1-23k,STPND42A-16-qq-e-d-23k,STPND42A-16,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-35～-65,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ウェイク,LA700S,スタビライザー未搭載車,96040,,311945,STPND42B-19-qq-e-f1-24k,STPND42B-19-qq-e-d-24k,STPND42B-19,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-35～-65,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ウェイク,LA710S,スタビライザー搭載車,102900,,311882,STPND25A-16-qq-e-f1-25k,STPND25A-16-qq-e-d-25k,STPND25A-16,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-30～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,ウェイク,LA710S,スタビライザー未搭載車,102900,,311901,STPND25B-19-qq-e-f1-26k,STPND25B-19-qq-e-d-26k,STPND25B-19,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-30～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,エッセ,L235S,,96040,,311844,STPND02-6-qq-e-f1-328,STPND02-6-qq-e-d-328,STPND02-6,Spiegel,プロスペック・ステージII,5k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,エッセ,L245S,,102900,,311869,STPND06-7-qq-e-f1-329,STPND06-7-qq-e-d-329,STPND06-7,Spiegel,プロスペック・ステージII,5k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,オプティ,L300S,,96040,,311862,STPND04-4-qq-e-f1-330,STPND04-4-qq-e-d-330,STPND04-4,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-70/-40(固定),フロント調整式ピロアッパーマウント付<br>リアの車高調整アジャスターが装着されません。,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,オプティ,L800S/L802S,,96040,,311849,STPND03A-3-qq-e-f1-331,STPND03A-3-qq-e-d-331,STPND03A-3,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-70/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,オプティ,L810S/L812S,,102900,,311858,STPND03B-5-qq-e-f1-332,STPND03B-5-qq-e-d-332,STPND03B-5,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-70/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,キャスト,LA250S,スタビライザー搭載車,96040,,311921,STPND42A-11-qq-e-f1-347,STPND42A-11-qq-e-d-347,STPND42A-11,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-35～-65,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,キャスト,LA250S,スタビライザー未搭載車,96040,,311940,STPND42B-14-qq-e-f1-334,STPND42B-14-qq-e-d-334,STPND42B-14,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-35～-65,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,キャスト,LA260S,スタビライザー搭載車,102900,,311877,STPND25A-11-qq-e-f1-335,STPND25A-11-qq-e-d-335,STPND25A-11,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,キャスト,LA260S,スタビライザー未搭載車,102900,,311896,STPND25B-14-qq-e-f1-336,STPND25B-14-qq-e-d-336,STPND25B-14,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,コペン,L880K,,96040,,311850,STPND03A-4-qq-e-f1-337,STPND03A-4-qq-e-d-337,STPND03A-4,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,+10～-70/+10～-20,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,コペンローブ/コペンエクスプレイ/コペンセロ,LA400K,,96040,,311832,STP01015101002-90001-qq-e-f1-27k,STP01015101002-90001-qq-e-d-27k,STP01015101002-90001,Spiegel,プロスペック・ステージII,5k/3k,30段/30段 調整式,0～-55/-10～-45,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ソニカ,L405S,,96040,,311845,STPND02-7-qq-e-f1-339,STPND02-7-qq-e-d-339,STPND02-7,Spiegel,プロスペック・ステージII,5k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ソニカ,L415S,,102900,,311863,STPND06-1-qq-e-f1-340,STPND06-1-qq-e-d-340,STPND06-1,Spiegel,プロスペック・ステージII,5k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,タント,L350S,,96040,,311841,STPND02-3-qq-e-f1-341,STPND02-3-qq-e-d-341,STPND02-3,Spiegel,プロスペック・ステージII,5k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,タント,L360S,,102900,,311866,STPND06-4-qq-e-f1-342,STPND06-4-qq-e-d-342,STPND06-4,Spiegel,プロスペック・ステージII,5k/4k,30段/30段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,タント,L375S,スタビライザー搭載車,96040,,311915,STPND42A-05-qq-e-f1-28k,STPND42A-05-qq-e-d-28k,STPND42A-05,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/-30～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,タント,L375S,スタビライザー未搭載車,96040,,311931,STPND42B-05-qq-e-f1-29k,STPND42B-05-qq-e-d-29k,STPND42B-05,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-90/-30～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,タント,L385S,スタビライザー搭載車,102900,,311887,STPND25A-5-qq-e-f1-345,STPND25A-5-qq-e-d-345,STPND25A-5,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-30～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,タント,L385S,スタビライザー未搭載車,102900,,311906,STPND25B-5-qq-e-f1-346,STPND25B-5-qq-e-d-346,STPND25B-5,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-30～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
ダイハツ,タント,LA600S,スタビライザー搭載車,96040,,311920,STPND42A-10-qq-e-f1-30k,STPND42A-10-qq-e-d-30k,STPND42A-10,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-35～-65,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,タント,LA600S,スタビライザー未搭載車,96040,,311937,STPND42B-11-qq-e-f1-348,STPND42B-11-qq-e-d-348,STPND42B-11,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-35～-65,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,タント,LA610S,スタビライザー搭載車,102900,,311876,STPND25A-10-qq-e-f1-349,STPND25A-10-qq-e-d-349,STPND25A-10,Spiegel,プロスペック・ステージII,6k/4k,30段/30段 調整式,-20～-100/-30～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,105000,120000
