自動車メーカー,車種,型式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,バネレート(F/R),減衰力(F/R),車高調整幅 (F/R),備考,注意事項,定価,SET価格
ダイハツ,ムーヴ,L900S/L902S,,78204,,311583,BSYD03A-1-qq-e-f1-64,BSYD03A-1-qq-e-d-64,BSYD03A-1,Spiegel,プロスペック・ベーシック,5k/3.5k,30段/24段 調整式,0～-70/0～-40,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
ダイハツ,ムーヴ,L910S/L912S,,88004,,311589,BSYD03B-1-qq-e-f1-65,BSYD03B-1-qq-e-d-65,BSYD03B-1,Spiegel,プロスペック・ベーシック,5k/3.5k,30段/24段 調整式,0～-70/0～-40,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
ダイハツ,ムーヴラテ,L550S,,78204,,311579,BSYD02-4-qq-e-f1-74,BSYD02-4-qq-e-d-74,BSYD02-4,Spiegel,プロスペック・ベーシック,5k/3.5k,30段/24段 調整式,-20～-90/0～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
ダイハツ,ムーヴラテ,L560S,,88004,,311598,BSYD06-4-qq-e-f1-75,BSYD06-4-qq-e-d-75,BSYD06-4,Spiegel,プロスペック・ベーシック,5k/3.5k,30段/24段 調整式,-20～-90/0～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
トヨタ,ピクシスバン,S321M/S331M,,88004,,311604,BSYD07-03-qq-e-f1-286k,BSYD07-03-qq-e-d-286k,BSYD07-03,Spiegel,プロスペック・ベーシック,4k/3k,30段/24段 調整式,-20～-70/-30～-70,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
日産,NV100クリッパー,DR64V,2WD,78204,,311628,BSYS07C-2-qq-e-f1-274k,BSYS07C-2-qq-e-d-274k,BSYS07C-2,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-55/-10～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
日産,NV100クリッパーリオ,DR64W,2WD,78204,,311629,BSYS07C-3-qq-e-f1-275k,BSYS07C-3-qq-e-d-275k,BSYS07C-3,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-55/-10～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
ホンダ,アクティトラック,HA6/HA7,,46060,,312012,FBSYH04-4-qq-e-f1-92,出さない,FBSYH04-4,Spiegel,プロスペック・ベーシック,6k/-,30段/- 調整式,-20～-70/-,車高調はフロントのみ,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,47000,出さない
ホンダ,アクティバン,HH5/HH6,,46060,,312038,FBSYH04-5-qq-e-f1-93,出さない,FBSYH04-5,Spiegel,プロスペック・ベーシック,6k/-,30段/- 調整式,-20～-70/-,車高調はフロントのみ,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,47000,出さない
ホンダ,バモスホビオ,HJ1/HJ2,,46060,,312011,FBSYH04-3-qq-e-f1-94,出さない,FBSYH04-3,Spiegel,プロスペック・ベーシック,6k/-,30段/- 調整式,-20～-70/-,車高調はフロントのみ,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,47000,出さない
ホンダ,バモスホビオ,HM1/HM2,,46060,,312036,FBSYH04-1-qq-e-f1-95,出さない,FBSYH04-1,Spiegel,プロスペック・ベーシック,6k/-,30段/- 調整式,-20～-70/-,車高調はフロントのみ,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,47000,出さない
ホンダ,バモスホビオ,HM3/HM4,,46060,,312037,FBSYH04-2-qq-e-f1-96,出さない,FBSYH04-2,Spiegel,プロスペック・ベーシック,6k/-,30段/- 調整式,-20～-70/-,車高調はフロントのみ,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,47000,出さない
マツダ,AZワゴン,MJ21S,,78204,,311611,BSYS03B-2-qq-e-f1-276k,BSYS03B-2-qq-e-d-276k,BSYS03B-2,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-70/-5～-30,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,AZワゴン,MJ22S,,78204,,311614,BSYS03C-3-qq-e-f1-277k,BSYS03C-3-qq-e-d-277k,BSYS03C-3,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,-20～-90/-15～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スクラム,DG52V/DG52W,2WD,78204,,311619,BSYS07A-5-qq-e-f1-278k,BSYS07A-5-qq-e-d-278k,BSYS07A-5,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-75/-20～-60,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スクラム,DG52V/DG52W,4WD,78204,,311625,BSYS07B-3-qq-e-f1-279k,BSYS07B-3-qq-e-d-279k,BSYS07B-3,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-65/-20～-60,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スクラム,DG62V/DG62W,2WD,78204,,311620,BSYS07A-6-qq-e-f1-280k,BSYS07A-6-qq-e-d-280k,BSYS07A-6,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-75/-20～-60,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スクラム,DG62V/DG62W,4WD,78204,,311626,BSYS07B-4-qq-e-f1-281k,BSYS07B-4-qq-e-d-281k,BSYS07B-4,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-65/-20～-60,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スクラム,DG64V/DG64W,2WD(～H20/03),78204,,311621,BSYS07A-7-qq-e-f1-282k,BSYS07A-7-qq-e-d-282k,BSYS07A-7,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-60/-10～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スクラム,DG64V/DG64W,2WD(H20/04～),78204,,311632,BSYS07C-6-qq-e-f1-284k,BSYS07C-6-qq-e-d-284k,BSYS07C-6,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-55/-10～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スクラム,DG64V/DG64W,4WD(～H20/03),78204,,311622,BSYS07A-8-qq-e-f1-283k,BSYS07A-8-qq-e-d-283k,BSYS07A-8,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-60/-10～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,スピアーノ,HF21S,,78204,,311609,BSYS03A-2-qq-e-f1-285k,BSYS03A-2-qq-e-d-285k,BSYS03A-2,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-90/-5～-40,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
三菱,タウンボックス,DS64W,2WD,78204,,311631,BSYS07C-5-qq-e-f1-272k,BSYS07C-5-qq-e-d-272k,BSYS07C-5,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-55/-10～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
三菱,ミニキャブバン,DS64V,2WD,78204,,311630,BSYS07C-4-qq-e-f1-273k,BSYS07C-4-qq-e-d-273k,BSYS07C-4,Spiegel,プロスペック・ベーシック,6k/4k,30段/24段 調整式,0～-55/-10～-50,,純正アッパーマウントを使用しているため、キャンバー角の調整はできません。予めご了承下さい。<br>ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
