自動車メーカー,車種,型式,年式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,マウント(F/R),バネ(F/R),ダウン量,仕様,備考,注意事項,定価,送料,SET価格
BMW,7シリーズ E66,ABA-HN48/GH-HN48/ABA-GN44/GH-GN44,01～09,8気筒<br>適合グレード:745Li/750Li<br>レベライザー付車不可<br>電子制御ショック非対応,149132,,246991,TS-BM52-qq-e-f1-247k,出さない,TS-BM52,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,14K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
BMW,7シリーズ E66,,01～09,6気筒<br>適合グレード:730Li<br>レベライザー付車不可<br>電子制御ショック非対応,149132,,247603,TS-BM51-qq-e-f1-246k,出さない,TS-BM51,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,14K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
BMW,M2 F87,,16～UP,,156888,,246423,TS-BM82-qq-e-f1-256k,TS-BM82-qq-e-d-256k,TS-BM82,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/16K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,197400
BMW,M3 E36 クーペ,E-M3B/E-M3C,94～99,,133621,,247288,TS-BM18-qq-e-f1-907,出さない,TS-BM18,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/12.5K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
BMW,M3 E46,GH-BL32,01～07,適合グレード:ベースグレード/SMG2,125865,,246988,TS-BM29-qq-e-f1-908,TS-BM29-qq-e-d-908,TS-BM29,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,10.5K/12.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,165000
BMW,M3 E90 セダン,ABA-VA40/CBA-VA40,07～12,電子制御ショック非対応,156888,,246415,TS-BM63-1-qq-e-f1-909,TS-BM63-1-qq-e-d-909,TS-BM63-1,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/16K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,197400
BMW,M3 E92,,06～12,電子制御ショック非対応,156888,,247831,TS-BM67-1-qq-e-f1-910,出さない,TS-BM67-1,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/16K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,出さない
BMW,M4 F82 クーペ,,14～UP,電子制御ショック非対応,156888,,246424,TS-BM92-qq-e-f1-257k,TS-BM92-qq-e-d-257k,TS-BM92,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/18.6K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,197400
BMW,M4 F83 カブリオレ,,18～UP,電子制御ショック非対応,156888,,247832,TS-BM94-qq-e-f1-258k,出さない,TS-BM94,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/18.6K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,出さない
BMW,M5 E39,GF-DE50/GH-DE50,99～03,適合グレード:全グレード,133621,,246407,TS-BM24-qq-e-f1-911,出さない,TS-BM24,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,12K/9.8K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
BMW,M5 E60,ABA-NB50,04～10,適合グレード:ベースグレード<br>レベライザー付車不可<br>電子制御ショック非対応,149132,,247292,TS-BM42-qq-e-f1-912,出さない,TS-BM42,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
BMW,M5 F10,,11～17,電子制御ショック非対応,133621,,246419,TS-BM75-11-qq-e-f1-251k,出さない,TS-BM75-11,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
BMW,M6 E63/E64,ABA-EH50/ABA-EK50,05～11,適合グレード:ベースグレード/カブリオレ<br>レベライザー付車不可<br>電子制御ショック非対応,149132,,246410,TS-BM47-qq-e-f1-913,出さない,TS-BM47,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
BMW,X3 F25 xドライブ,,11～17,電子制御ショック非対応,133621,,246996,TS-BM79-qq-e-f1-255k,TS-BM79-qq-e-d-255k,TS-BM79,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,12K/10K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,178100
BMW,Z4 E89,ABA-LM25/ABA-LM30/ABA-LM35,09～17,6気筒<br>電子制御ショック非対応,125865,,247607,TS-BM74-1-qq-e-f1-250k,TS-BM74-1-qq-e-d-250k,TS-BM74-1,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,170000
BMW,Z4 E89,DBA-LL20,11～17,4気筒<br>電子制御ショック非対応,125865,,246994,TS-BM73-1-qq-e-f1-249k,TS-BM73-1-qq-e-d-249k,TS-BM73-1,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,170000
CITROEN,C2,,04～08,,133621,,247299,TS-CI02-qq-e-f1-259k,出さない,TS-CI02,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,7.5K/3.8K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
CITROEN,ZX,,91～97,,133621,,247301,TS-CI06-qq-e-f1-262k,出さない,TS-CI06,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/-,,減衰力30段<br>リア:全長調整無,リアトーションバー車高調整不可(トーションバーは付属なし),,168000,2000,出さない
CITROEN,クサラ,,97～06,,133621,,246997,TS-CI05-qq-e-f1-261k,出さない,TS-CI05,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/-,,減衰力30段<br>リア:全長調整無,リアトーションバー車高調整不可(トーションバーは付属なし),,168000,2000,出さない
CITROEN,サクソ,,96～04,,141376,,247300,TS-CI04-qq-e-f1-260k,出さない,TS-CI04,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9.5K/-,,減衰力30段<br>フロント:ネジ式<br>リア:全長調整無,リアトーションバー車高調整不可(トーションバーは付属なし),,178000,2000,出さない
FERRARI,F360,,99～06,電子制御ショック非対応,211178,,246998,TS-FE01-qq-e-f1-926,出さない,TS-FE01,XYZ,TSタイプ車高調,アルミリジット/アルミリジット,7.2K/14K,,フルタップ式車高調<br>減衰力36段,,,268000,2000,出さない
FIAT,プント,,93～99,,141376,,246726,TS-FI08-qq-e-f1-263k,出さない,TS-FI08,XYZ,TSタイプ車高調,固定式ピロアッパー/純正アッパー,7.5K/6K,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,,,178000,2000,出さない
FIAT,プント,,99～05,,133621,,246999,TS-FI10-qq-e-f1-265k,出さない,TS-FI10,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,8.7K/6K,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,,,168000,2000,出さない
FIAT,プントGT,,93～99,,141376,,246425,TS-FI09-qq-e-f1-264k,出さない,TS-FI09,XYZ,TSタイプ車高調,固定式ピロアッパー/純正アッパー,7.5K/6K,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,,リア装着後減衰力調整不可,178000,2000,出さない
FORD,LIATA,,94～98,,133621,,247002,TS-FO11-qq-e-f1-932,出さない,TS-FO11,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
FORD,MAV,,01～07,,125865,,246728,TS-FO12-qq-e-f1-268k,出さない,TS-FO12,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,9.8K/5.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
FORD,アズテック,,95～98,,133621,,247000,TS-FO01-qq-e-f1-266k,出さない,TS-FO01,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
FORD,ティエラ,,98～07,,125865,,247303,TS-FO20-qq-e-f1-933,出さない,TS-FO20,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
FORD,テルスター,,88～92,,133621,,247834,TS-FO19-qq-e-f1-272k,出さない,TS-FO19,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
FORD,テルスター,,93～97,,133621,,247608,TS-FO18-qq-e-f1-271k,出さない,TS-FO18,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
FORD,フィエスタ,,08～17,4WD不可,125865,,246426,TS-FO04-qq-e-f1-928,出さない,TS-FO04,XYZ,TSタイプ車高調,ピロアッパー/アルミリジット,7.2K/4.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
FORD,フォーカス,,00～05,USAモデル<br>純正ストラット外径:45.5mm,125865,,247001,TS-FO06-qq-e-f1-267k,出さない,TS-FO06,XYZ,TSタイプ車高調,固定式ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
FORD,フォーカス ST,,05～10,,125865,,246727,TS-FO08-qq-e-f1-931,出さない,TS-FO08,XYZ,TSタイプ車高調,固定式ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
FORD,フォーカスC-MAX,DA3,04～10,2WD<br>純正ストラット外径:52mm,125865,,247302,TS-FO05-qq-e-f1-930,出さない,TS-FO05,XYZ,TSタイプ車高調,ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
FORD,フォーカスC-MAX,,03～10,2WD<br>純正ストラット外径:52mm,125865,,247833,TS-FO05-qq-e-f1-929,出さない,TS-FO05,XYZ,TSタイプ車高調,ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
FORD,プローブ,,88～92,,133621,,247003,TS-FO16-qq-e-f1-269k,出さない,TS-FO16,XYZ,TSタイプ車高調,ピロアッパー/アルミリジット,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
FORD,プローブ,,93～99,,133621,,247004,TS-FO17-qq-e-f1-270k,出さない,TS-FO17,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
FORD,マスタング,,05～14,,125865,,246729,TS-FO15-qq-e-f1-934,出さない,TS-FO15,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
HYUNDAI,アクセント,,99～05,,125865,,246439,TS-HY01-qq-e-f1-285k,出さない,TS-HY01,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/4.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
HYUNDAI,エラントラ,XD20/XD18,01～09,,125865,,247310,TS-HY06-qq-e-f1-287k,出さない,TS-HY06,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/4.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
HYUNDAI,エラントラ,,95～00,,133621,,247844,TS-HY05-qq-e-f1-286k,出さない,TS-HY05,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/4.5K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
HYUNDAI,クーペ,,02～09,,125865,,247616,TS-HY04-qq-e-f1-935,出さない,TS-HY04,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
HYUNDAI,クーペ,,97～01,,133621,,246735,TS-HY03-qq-e-f1-936,出さない,TS-HY03,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
HYUNDAI,ジェネシスクーペ,BK,08～10,2.0T,125865,,247013,TS-HY08-qq-e-f1-937,TS-HY08-qq-e-d-937,TS-HY08,XYZ,TSタイプ車高調,ピロアッパー/純正アッパー,8.7K/8.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,165000
HYUNDAI,ジェネシスクーペ,BK,11～16,2.0T 4気筒,125865,,247014,TS-HY10-qq-e-f1-938,TS-HY10-qq-e-d-938,TS-HY10,XYZ,TSタイプ車高調,ピロアッパー/純正アッパー,8.7K/8.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,165000
HYUNDAI,ティブロン,,96～01,,133621,,246440,TS-HY22-qq-e-f1-289k,出さない,TS-HY22,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/4.5K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
HYUNDAI,マトリックス,,01～10,,125865,,247845,TS-HY16-qq-e-f1-288k,出さない,TS-HY16,XYZ,TSタイプ車高調,ピロアッパー/ピロアッパー,8.7K/4.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
INFINITI,FX35/FX37,S51,08～UP,4WD<br>電子制御ショック非対応,125865,,247311,TS-IN01-qq-e-f1-846,出さない,TS-IN01,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,18.6K/16K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,158000,2000,出さない
LANCIA,デルタインテグラーレ,,87～89,,156888,,247846,TS-LA01-qq-e-f1-939,出さない,TS-LA01,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,出さない
LANCIA,デルタエボルツィオーネ,L31E5,90～95,,156888,,247617,TS-LA03-qq-e-f1-940,TS-LA03-qq-e-d-940,TS-LA03,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,197400
MERCEDESBENZ,Aクラス W176,,12～18,4WD不可<br>電子制御ショック非対応,149132,,247020,TS-ME00-qq-e-f1-307k,TS-ME00-qq-e-d-307k,TS-ME00,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9.8K/6K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,199300
MERCEDESBENZ,CLA C117,,13～UP,4WD不可<br>電子制御ショック非対応,149132,,246754,TS-ME28-qq-e-f1-308k,TS-ME28-qq-e-d-308k,TS-ME28,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9.8K/8K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,199300
MERCEDESBENZ,CLS C218,,11～17,6気筒<br>AMG不可,149132,,247854,TS-ME20-1-qq-e-f1-941,出さない,TS-ME20-1,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
MERCEDESBENZ,CLS W219,,05～11,6気筒<br>コイルスプリング車<br>AMG不可,125865,,246449,TS-ME21-qq-e-f1-942,出さない,TS-ME21,XYZ,TSタイプ車高調,固定式ピロアッパー/純正アッパー,16K/14.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
MERCEDESBENZ,Cクラス C204,,11～16,4気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応 ,149132,,247625,TS-ME07-1-qq-e-f1-943,出さない,TS-ME07-1,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,9.8K/14K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
MERCEDESBENZ,Cクラス C204,,11～16,6気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応 ,149132,,247626,TS-ME07-2-qq-e-f1-944,出さない,TS-ME07-2,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,12K/14K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
MERCEDESBENZ,Cクラス W204 セダン,,07～14,2WD 4気筒<br>AMG不可<br>電子制御ショック非対応,133621,,246752,TS-ME05-qq-e-f1-945,TS-ME05-qq-e-d-945,TS-ME05,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,9.8K/14K,,,,,168000,2000,178100
MERCEDESBENZ,Cクラス W204 セダン,,07～14,2WD 6気筒<br>AMG不可<br>電子制御ショック非対応,133621,,247624,TS-ME06-qq-e-f1-946,TS-ME06-qq-e-d-946,TS-ME06,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,12K/14K,,,,,168000,2000,178100
MERCEDESBENZ,Cクラス W205 セダン,,14～UP,2WD 4気筒<br>AMG不可,149132,,247021,TS-ME07-4-qq-e-f1-947,TS-ME07-4-qq-e-d-947,TS-ME07-4,XYZ,TSタイプ車高調,固定式ピロアッパー/アルミリジット,14K/14K,,,,,188000,2000,199300
MERCEDESBENZ,Eクラス C207,,09～17,4気筒<br>エアサス車不可<br>AMG不可<br>電子制御ショック非対応,149132,,246753,TS-ME15-qq-e-f1-948,出さない,TS-ME15,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,9.8K/14K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
MERCEDESBENZ,Eクラス C207,,09～17,6気筒<br>エアサス車不可<br>AMG不可<br>電子制御ショック非対応,149132,,247627,TS-ME16-qq-e-f1-949,出さない,TS-ME16,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,12K/14K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
MERCEDESBENZ,Eクラス W211 セダン,,02～09,2WD 4気筒<br>コイルスプリング車<br>AMG不可,125865,,247324,TS-ME09-qq-e-f1-950,TS-ME09-qq-e-d-950,TS-ME09,XYZ,TSタイプ車高調,固定式ピロアッパー/純正アッパー,14K/14.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,175000
MERCEDESBENZ,Eクラス W211 セダン,,02～09,2WD 6気筒<br>コイルスプリング車<br>AMG不可,125865,,246446,TS-ME10-qq-e-f1-951,TS-ME10-qq-e-d-951,TS-ME10,XYZ,TSタイプ車高調,固定式ピロアッパー/純正アッパー,16K/14.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,175000
MERCEDESBENZ,Eクラス W211 セダン,,02～09,2WD 8気筒<br>コイルスプリング車<br>AMG不可,125865,,247325,TS-ME11-qq-e-f1-952,TS-ME11-qq-e-d-952,TS-ME11,XYZ,TSタイプ車高調,固定式ピロアッパー/純正アッパー,18.6K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,175000
MERCEDESBENZ,Eクラス W212,,09～16,4気筒<br>AMG不可<br>純正電子制御ショック非対応 ,149132,,246447,TS-ME12-qq-e-f1-953,TS-ME12-qq-e-d-953,TS-ME12,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,199300
MERCEDESBENZ,Eクラス W212,,09～16,6気筒<br>エアサス車不可<br>AMG不可<br>純正電子制御ショック非対応 ,149132,,246448,TS-ME13-qq-e-f1-954,TS-ME13-qq-e-d-954,TS-ME13,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,199300
MERCEDESBENZ,SLK R171,,04～11,4気筒/6気筒<br>AMG不可,149132,,247855,TS-ME23-1-qq-e-f1-955,TS-ME23-1-qq-e-d-955,TS-ME23-1,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/11.8K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,199300
MERCEDESBENZ,SLK R171,,04～11,8気筒,149132,,246450,TS-ME23-2-qq-e-f1-956,TS-ME23-2-qq-e-d-956,TS-ME23-2,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/11.8K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,199300
MERCEDESBENZ,SLK R172,,11～16,4気筒<br>AMG不可<br>電子制御ショック非対応,149132,,246451,TS-ME24-qq-e-f1-957,TS-ME24-qq-e-d-957,TS-ME24,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/11.8K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,194300
MERCEDESBENZ,SLK R172,,11～16,6気筒<br>AMG不可<br>電子制御ショック非対応,149132,,247856,TS-ME25-qq-e-f1-958,TS-ME25-qq-e-d-958,TS-ME25,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/11.8K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,194300
MERCEDESBENZ,SLK R172,,11～16,8気筒,149132,,246452,TS-ME26-qq-e-f1-959,TS-ME26-qq-e-d-959,TS-ME26,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/11.8K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,194300
MINI,R50 クーパー/ワン,GH-RA16,01～07,適合グレード:クーパー/ワン,125865,,246755,TS-MI01-qq-e-f1-914,TS-MI01-qq-e-d-914,TS-MI01,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,165000
MINI,R53 クーパーS,GH-RE16,02～07,適合グレード:クーパーS,125865,,247022,TS-MI03-qq-e-f1-915,TS-MI03-qq-e-d-915,TS-MI03,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,165000
MINI,R55 クラブマン,ABA-ML16/ABA-MM16,07～14,適合グレード:クーパー/クーパーS,125865,,247326,TS-MI04-qq-e-f1-916,TS-MI04-qq-e-d-916,TS-MI04,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,165000
MINI,R56 クーパー,CBA-SR16/DBA-SR16/CBA-SU16/DBA-SU16,07～14,適合グレード:ワン/クーパー,125865,,246454,TS-MI05-qq-e-f1-917,TS-MI05-qq-e-d-917,TS-MI05,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,170000
MINI,R56 クーパーS,DBA-SV16,07～14,適合グレード:クーパーS,125865,,246756,TS-MI06-qq-e-f1-918,TS-MI06-qq-e-d-918,TS-MI06,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,170000
MINI,R57 クーパー コンバーチブル,ABA-MR16/CBA-MR16/DBA-MR16/ABA-ZN16/CBA-ZN16/DBA-ZN16,07～14,適合グレード:クーパー,125865,,247857,TS-MI07-qq-e-f1-919,TS-MI07-qq-e-d-919,TS-MI07,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,165000
MINI,R57 クーパーS コンバーチブル,ABA-MS16/DBA-MS16/ABA-ZP16/DBA-ZP16,07～14,適合グレード:クーパーS,125865,,246757,TS-MI08-qq-e-f1-920,TS-MI08-qq-e-d-920,TS-MI08,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,165000
MINI,R58 クーパー クーペ,CBA-SX16/DBA-SX16,11～15,適合グレード:クーパー,125865,,247628,TS-MI04-A-qq-e-f1-921,出さない,TS-MI04-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,出さない
MINI,R58 クーパーS クーペ,CBA-SX16S,11～15,適合グレード:クーパーS,125865,,247023,TS-MI04-B-qq-e-f1-922,出さない,TS-MI04-B,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,出さない
MINI,R59 クーパー ロードスター,CBA-SY16/DBA-SY16,12～15,適合グレード:クーパー,125865,,247024,TS-MI04-C-qq-e-f1-923,出さない,TS-MI04-C,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,出さない
MINI,R59 クーパーS ロードスター,CBA-SY16S/DBA-SY16S,12～15,適合グレード:クーパーS,125865,,246453,TS-MI04-D-qq-e-f1-924,出さない,TS-MI04-D,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,出さない
MINI,R60 クロスオーバー,CBA-ZA16/DBA-ZA16/CBA-ZC16/DBA-ZC16,11～17,適合グレード:ワン/クーパー/クーパーS,133621,,246455,TS-MI09-qq-e-f1-925,TS-MI09-qq-e-d-925,TS-MI09,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/8.7K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,173100
PEUGEOT,106,S2S,91～03,,141376,,247040,TS-PE01-qq-e-f1-315k,出さない,TS-PE01,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9.5K/-,,減衰力30段<br>フロント:ネジ式<br>リア:全長調整無,リアトーションバーは付属なし,,178000,2000,出さない
PEUGEOT,206,T14/T16/T1/2EK/206RC/206CC,99～08,,125865,,247639,TS-PE05-qq-e-f1-316k,出さない,TS-PE05,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/-,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,リアトーションバーは付属なし,,158000,2000,出さない
PEUGEOT,306,N3/N5,93～02,,133621,,247640,TS-PE06-qq-e-f1-317k,出さない,TS-PE06,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/-,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,リアトーションバーは付属なし,,168000,2000,出さない
PEUGEOT,508,W25F02/W2W5F02,11～UP,セダン/SW,133621,,247641,TS-PE15-qq-e-f1-318k,出さない,TS-PE15,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/16K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,出さない
PORSCHE,996ターボ,,00～05,電子制御ショック非対応,180155,,246766,TS-PO03-qq-e-f1-964,出さない,TS-PO03,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,228000,2000,出さない
PORSCHE,GT3,996,98～04,電子制御ショック非対応,218934,,247642,TS-PO02-1-qq-e-f1-965,出さない,TS-PO02-1,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,F減衰力36段/R減衰力30段<br>フロント:ネジ式,,,278000,2000,出さない
