自動車メーカー,車種,型式,年式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,マウント(F/R),バネ(F/R),ダウン量,仕様,備考,注意事項,定価,送料,SET価格
BMW,M5 F10,,11～17,電子制御ショック非対応,113190,,246631,SS-BM75-11-qq-e-f1-179k,出さない,SS-BM75-11,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,14K/8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
BMW,M6 E63/E64,ABA-EH50/ABA-EK50,05～11,適合グレード:ベースグレード/カブリオレ<br>レベライザー付車不可<br>電子制御ショック非対応,128037,,247754,SS-BM47-qq-e-f1-436,出さない,SS-BM47,XYZ,SSタイプ車高調,固定式ピロアッパー/アルミリジット,11K/9K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
BMW,X1 E84 sドライブ,VL18/VL20,10～15,4WD不可,105766,,246634,SS-BM87-qq-e-f1-184k,SS-BM87-qq-e-d-184k,SS-BM87,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/12K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,149700
BMW,X1 F48 sドライブ,DBA-HS15,15～UP,4WD不可<br>電子制御ショック非対応,113190,,247761,SS-BM77-qq-e-f1-180k,出さない,SS-BM77,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
BMW,X3 F25 xドライブ,,11～17,電子制御ショック非対応,113190,,247470,SS-BM79-qq-e-f1-182k,SS-BM79-qq-e-d-182k,SS-BM79,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,10K/9K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,157500
BMW,X5 E70 xドライブ,DBA-ZV30S/DBA-ZV44S,10～14,オートレベライザー付車不可<br>エアサス車不可<br>電子制御ショック非対応,128037,,247463,SS-BM69-1-1-qq-e-f1-178k,出さない,SS-BM69-1-1,XYZ,SSタイプ車高調,アルミリジット/純正アッパー,14K/10K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,出さない
BMW,X6 E71 xドライブ,ABA-FG30/DBA-FG30/ABA-FG35/DBA-FG35/ABA-FG44/DBA-FG44,08～14,オートレベライザー付車不可<br>エアサス車不可<br>電子制御ショック非対応,128037,,247464,SS-BM69-2-qq-e-f1-437,出さない,SS-BM69-2,XYZ,SSタイプ車高調,アルミリジット/純正アッパー,14K/10K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,出さない
BMW,Z3,E-CH19,96～03,4気筒<br>適合グレード:ベースグレード(E36/E37),113190,,247465,SS-BM70-qq-e-f1-438,SS-BM70-qq-e-d-438,SS-BM70,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,8K/7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,157500
BMW,Z3,GF-CL20/GF-CN22/GF-CK28/GF-CJ28/GF-CH28/GF-CN30/GH-CL20/GH-CN22/GH-CK28/GH-CJ28/GH-CH28/GH-CN30,96～03,6気筒<br>適合グレード:2.8・3.0iクーペ(E36/E38)/2.0・2.2i・2.8・3.0iロードスター(E36/E37),113190,,247466,SS-BM71-qq-e-f1-439,出さない,SS-BM71,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,9K/7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
BMW,Z3 Mクーペ,GF-CM32/GH-CM32/GF-CL32/GH-CL32/GF-CK32/GH-CK32,98～03,適合グレード:全グレード,113190,,246308,SS-BM72-qq-e-f1-440,出さない,SS-BM72,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,9K/7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
BMW,Z4 E85/E86,ABA-BT22/ABA-BT25/ABA-BT30/ABA-BU25/ABA-BU30/ABA-DU30/GH-BT22/GH-BT25/GH-BT30/GH-BU25/GH-BU30/GH-DU30,03～09,6気筒<br>適合グレード:2.2i/2.5i/3.0i/3.0si/ロードスター(E85)/3.0siクーペ(E86)<br>3.2L Mクーペ/Mロードスター不可,105766,,247467,SS-BM74-qq-e-f1-441,SS-BM74-qq-e-d-441,SS-BM74,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,9K/7K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,149700
BMW,Z4 E89,ABA-LM25/ABA-LM30/ABA-LM35,09～17,6気筒<br>電子制御ショック非対応,105766,,246309,SS-BM74-1-qq-e-f1-443,SS-BM74-1-qq-e-d-443,SS-BM74-1,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/7K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,149700
BMW,Z4 E89,DBA-LL20,11～17,4気筒<br>電子制御ショック非対応,105766,,247181,SS-BM73-1-qq-e-f1-442,SS-BM73-1-qq-e-d-442,SS-BM73-1,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,8K/7K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,149700
CADILLAC,ATS,A1SL,13～UP,電子制御ショック非対応,113190,,246311,SS-CA03-qq-e-f1-187k,出さない,SS-CA03,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,10K/10K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
CADILLAC,CTS,AD##,02～07,,113190,,246635,SS-CA01-qq-e-f1-456,出さない,SS-CA01,XYZ,SSタイプ車高調,純正アッパー/アルミリジット,10K/10K,,フルタップ式車高調<br>減衰力30段,リアショックナット純正を切断して使用,,148000,2000,出さない
CADILLAC,CTS,X322#,08～14,電子制御ショック非対応,113190,,247473,SS-CA02-qq-e-f1-457,出さない,SS-CA02,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,10K/10K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
CHEVROLET,カマロ,,09～UP,6気筒<br>電子制御ショック非対応,128037,,247182,SS-CH01-A-qq-e-f1-461,SS-CH01-A-qq-e-d-461,SS-CH01-A,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,9K/12K,,,,,168000,2000,168100
CHEVROLET,カマロ,,09～UP,8気筒<br>電子制御ショック非対応,128037,,246312,SS-CH01-B-qq-e-f1-462,SS-CH01-B-qq-e-d-462,SS-CH01-B,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,10K/12K,,,,,168000,2000,168100
CHEVROLET,カマロ コンバーチブル,,09～UP,6気筒<br>電子制御ショック非対応,128037,,246876,SS-CH01-C-qq-e-f1-463,SS-CH01-C-qq-e-d-463,SS-CH01-C,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,9K/12K,,,,,168000,2000,168100
CHEVROLET,カマロ コンバーチブル,,09～UP,8気筒<br>電子制御ショック非対応,128037,,246877,SS-CH01-D-qq-e-f1-464,SS-CH01-D-qq-e-d-464,SS-CH01-D,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,10K/12K,,,,,168000,2000,168100
CHRYSLER,300,ABA-LX36,11～UP,電子制御ショック非対応,105766,,246881,SS-CR03-qq-e-f1-458,出さない,SS-CR03,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,14K/25K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
CHRYSLER,300C,,04～10,4WD,128037,,246880,SS-CR01-1-qq-e-f1-188k,出さない,SS-CR01-1,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,14K/25K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
CHRYSLER,300C,,04～10,レベライザー付車可<br>4WD不可,105766,,246313,SS-CR01-qq-e-f1-459,出さない,SS-CR01,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,12K/25K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
CHRYSLER,300C ツーリング,LE35T/LE57T,06～09,2WD<br>レベライザー付車可,105766,,247478,SS-CR01-A-qq-e-f1-460,出さない,SS-CR01-A,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,12K/25K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
CITROEN,C1,,05～13,,113190,,247474,SS-CI01-qq-e-f1-465,出さない,SS-CI01,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,5K/4K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
CITROEN,C2,,04～08,,113190,,246878,SS-CI02-qq-e-f1-466,出さない,SS-CI02,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,7K/3K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
CITROEN,C4,,04～08,,113190,,247475,SS-CI03-qq-e-f1-467,出さない,SS-CI03,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,9K/4K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
CITROEN,ZX,,91～97,,113190,,246879,SS-CI06-qq-e-f1-470,出さない,SS-CI06,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,8K/-,,減衰力30段<br>リア:全長調整無,リアトーションバー車高調整不可(トーションバーは付属なし),,148000,2000,出さない
CITROEN,クサラ,,97～06,,113190,,247477,SS-CI05-qq-e-f1-469,出さない,SS-CI05,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,8K/-,,減衰力30段<br>リア:全長調整無,リアトーションバー車高調整不可(トーションバーは付属なし),,148000,2000,出さない
CITROEN,サクソ,,96～04,,120613,,247476,SS-CI04-qq-e-f1-468,出さない,SS-CI04,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,8K/-,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
DODGE,チャージャー,,05～10,2WD,105766,,246314,SS-DO01-qq-e-f1-471,SS-DO01-qq-e-d-471,SS-DO01,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,12K/25K,ノーマル比<br>F:約40mm/R:80mm,フルタップ式車高調<br>減衰力30段,,,138000,2000,144700
DODGE,チャージャー,,11～UP,電子制御ショック非対応,105766,,246636,SS-DO01-A-qq-e-f1-472,SS-DO01-A-qq-e-d-472,SS-DO01-A,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,14K/25K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,144700
DODGE,チャレンジャー,,08～10,,105766,,246315,SS-DO02-A-qq-e-f1-473,出さない,SS-DO02-A,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,12K/25K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
DODGE,チャレンジャー,,11～UP,電子制御ショック非対応,105766,,247763,SS-DO02-B-qq-e-f1-474,出さない,SS-DO02-B,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,14K/25K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
DODGE,マグナム,,05～08,,105766,,247480,SS-DO02-qq-e-f1-475,出さない,SS-DO02,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,12K/25K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FERRARI,488GTB,,15～UP,純正リフティング付<br>電子制御ショック非対応,365585,,246637,SS-FE03-qq-e-f1-189k,出さない,SS-FE03,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,14K/20K,,フルタップ式車高調<br>減衰力30段,,,488000,2000,出さない
FERRARI,F360,,99～06,電子制御ショック非対応,187424,,246883,SS-FE01-qq-e-f1-476,出さない,SS-FE01,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,6K/12K,,フルタップ式車高調<br>減衰力36段,,,248000,2000,出さない
FERRARI,F430,,05～10,電子制御ショック非対応,291351,,246316,SS-FE02-qq-e-f1-477,出さない,SS-FE02,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,6K/12K,,フルタップ式車高調<br>減衰力30段,,,388000,2000,出さない
FERRARI,カリフォルニア,,09～14,電子制御ショック非対応,291351,,246884,SS-FE04-qq-e-f1-190k,出さない,SS-FE04,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,19K/20K,,フルタップ式車高調<br>減衰力30段,,,388000,2000,出さない
FIAT,クーペ,,93～01,,120613,,246885,SS-FI04-qq-e-f1-478,出さない,SS-FI04,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,8K/4K,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,,,158000,2000,出さない
FIAT,プント,,93～99,,120613,,247764,SS-FI08-qq-e-f1-479,出さない,SS-FI08,XYZ,SSタイプ車高調,固定式ピロアッパー/純正アッパー,7K/4K,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,,,158000,2000,出さない
FIAT,プント,,99～05,,113190,,246317,SS-FI10-qq-e-f1-480,出さない,SS-FI10,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,7K/4K,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,,,148000,2000,出さない
FIAT,プントGT,,93～99,,120613,,247481,SS-FI09-qq-e-f1-481,出さない,SS-FI09,XYZ,SSタイプ車高調,固定式ピロアッパー/純正アッパー,7K/4K,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,,リア装着後減衰力調整不可,158000,2000,出さない
FORD,LIATA,,94～98,,113190,,247483,SS-FO11-qq-e-f1-490,出さない,SS-FO11,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,MAV,,01～07,,105766,,246641,SS-FO12-qq-e-f1-491,出さない,SS-FO12,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,9K/4K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,アズテック,,95～98,,113190,,247482,SS-FO01-qq-e-f1-482,出さない,SS-FO01,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,ティエラ,,98～07,,105766,,246320,SS-FO20-qq-e-f1-498,出さない,SS-FO20,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,テルスター,,88～92,,113190,,247486,SS-FO19-qq-e-f1-497,出さない,SS-FO19,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,7K/5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,テルスター,,93～97,,113190,,247485,SS-FO18-qq-e-f1-496,出さない,SS-FO18,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,ファルコン,BA XR 6/8,98～08,,113190,,246638,SS-FO03-qq-e-f1-483,出さない,SS-FO03,XYZ,SSタイプ車高調,アルミリジット/純正アッパー,12K/6K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,フィエスタ,,08～17,4WD不可,105766,,246639,SS-FO04-qq-e-f1-484,出さない,SS-FO04,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,6K/3K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,フォーカス,,00～05,USAモデル<br>純正ストラット外径:45.5mm,105766,,246640,SS-FO06-qq-e-f1-488,出さない,SS-FO06,XYZ,SSタイプ車高調,固定式ピロアッパー/アルミリジット,9K/6K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,フォーカス ST,,05～10,,105766,,246319,SS-FO08-qq-e-f1-487,出さない,SS-FO08,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,9K/5K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,フォーカス ワゴン,,04～10,,128037,,247765,SS-FO08-1-qq-e-f1-489,出さない,SS-FO08-1,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,9K/9K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
FORD,フォーカスC-MAX,DA3,04～10,2WD<br>純正ストラット外径:52mm,105766,,246318,SS-FO05-qq-e-f1-485,出さない,SS-FO05,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,9K/5K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,フォーカスC-MAX,,03～10,2WD<br>純正ストラット外径:52mm,105766,,246886,SS-FO05-qq-e-f1-486,出さない,SS-FO05,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,9K/5K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,プローブ,,88～92,,113190,,247185,SS-FO16-qq-e-f1-494,出さない,SS-FO16,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,7K/5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,プローブ,,93～99,,113190,,246887,SS-FO17-qq-e-f1-495,出さない,SS-FO17,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,マスタング,,05～14,,105766,,247484,SS-FO15-qq-e-f1-499,出さない,SS-FO15,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/5K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
FORD,マスタング,,15～UP,,128037,,247767,SS-FO15-1-qq-e-f1-500,出さない,SS-FO15-1,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,10K/15K,,フルタップ式車高調<br>F減衰力30段/R減衰力36段,,,168000,2000,出さない
FORD,モンデオ,MK2,96～00,,113190,,246642,SS-FO13-qq-e-f1-492,出さない,SS-FO13,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,5K/4K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
FORD,モンデオ,MK4,07～12,,105766,,247766,SS-FO14-qq-e-f1-493,出さない,SS-FO14,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,10K/5K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
HYUNDAI,IX35,,09～15,4WD,128037,,247775,SS-HY15-1-qq-e-f1-512,出さない,SS-HY15-1,XYZ,SSタイプ車高調,ピロアッパー/純正アッパー,8K/6K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
HYUNDAI,アクセント,,99～05,,105766,,247194,SS-HY01-qq-e-f1-501,出さない,SS-HY01,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,8K/4K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
HYUNDAI,アバンテHD,,06～10,,105766,,246325,SS-HY02-qq-e-f1-511,出さない,SS-HY02,XYZ,SSタイプ車高調,ピロアッパー/アルミリジット,7K/5K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
HYUNDAI,エラントラ,XD20/XD18,01～09,,105766,,246326,SS-HY06-qq-e-f1-505,出さない,SS-HY06,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
HYUNDAI,エラントラ,,95～00,,113190,,246656,SS-HY05-qq-e-f1-504,出さない,SS-HY05,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
HYUNDAI,クーペ,,02～09,,105766,,246893,SS-HY04-qq-e-f1-502,出さない,SS-HY04,XYZ,SSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
HYUNDAI,クーペ,,97～01,,113190,,247504,SS-HY03-qq-e-f1-503,出さない,SS-HY03,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
HYUNDAI,ゲッツ,,02～04,1.5L CRDI,113190,,247196,SS-HY13-qq-e-f1-510,出さない,SS-HY13,XYZ,SSタイプ車高調,ピロアッパー/純正アッパー,7K/3K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
HYUNDAI,ゲッツ,,02～04,,113190,,247195,SS-HY12-qq-e-f1-509,出さない,SS-HY12,XYZ,SSタイプ車高調,ピロアッパー/純正アッパー,5K/3K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
HYUNDAI,ジェネシスクーペ,BK,08～10,2.0T,105766,,247505,SS-HY08-qq-e-f1-506,SS-HY08-qq-e-d-506,SS-HY08,XYZ,SSタイプ車高調,ピロアッパー/純正アッパー,7K/6K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,144700
HYUNDAI,ジェネシスクーペ,BK,11～16,2.0T 4気筒,105766,,247506,SS-HY10-qq-e-f1-507,SS-HY10-qq-e-d-507,SS-HY10,XYZ,SSタイプ車高調,ピロアッパー/純正アッパー,7K/6K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,144700
HYUNDAI,ジェネシスクーペ,BK,11～16,3.8L 6気筒,105766,,246327,SS-HY11-qq-e-f1-508,SS-HY11-qq-e-d-508,SS-HY11,XYZ,SSタイプ車高調,ピロアッパー/純正アッパー,9K/9K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,144700
HYUNDAI,ティブロン,,96～01,,113190,,247776,SS-HY22-qq-e-f1-514,出さない,SS-HY22,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
HYUNDAI,マトリックス,,01～10,,105766,,246657,SS-HY16-qq-e-f1-513,出さない,SS-HY16,XYZ,SSタイプ車高調,ピロアッパー/ピロアッパー,8K/4K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
INFINITI,FX35/FX37,S51,08～UP,4WD<br>電子制御ショック非対応,102707,,247507,SS-IN01-qq-e-f1-315,出さない,SS-IN01,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,16K/14K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,138000,2000,出さない
LAMBORGHINI,ガヤルド,LP560-4,08～13,,291351,,246898,SS-LM01-qq-e-f1-515,出さない,SS-LM01,XYZ,SSタイプ車高調,アルミリジット/アルミリジット,14K/16K,,フルタップ式車高調<br>減衰力30段,,,388000,2000,出さない
LANCIA,デルタインテグラーレ,,87～89,,135459,,246329,SS-LA01-qq-e-f1-516,出さない,SS-LA01,XYZ,SSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8K/5K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
LANCIA,デルタエボルツィオーネ,L31E5,90～95,,135459,,247777,SS-LA03-qq-e-f1-517,SS-LA03-qq-e-d-517,SS-LA03,XYZ,SSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8K/5K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,175900
LANCIA,ムーザ,,04～12,,128037,,247197,SS-LA04-qq-e-f1-518,出さない,SS-LA04,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,7K/4K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
MERCEDESBENZ,Aクラス W176,,12～18,4WD不可<br>電子制御ショック非対応,128037,,247209,SS-ME00-qq-e-f1-199k,SS-ME00-qq-e-d-199k,SS-ME00,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/6K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,178100
MERCEDESBENZ,CLA C117,,13～UP,4WD不可<br>電子制御ショック非対応,128037,,247789,SS-ME28-qq-e-f1-201k,SS-ME28-qq-e-d-201k,SS-ME28,XYZ,SSタイプ車高調,調整式ピロアッパー/純正アッパー,9K/8K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,178100
MERCEDESBENZ,CLK W208,,97～02,2WD 4気筒<br>AMG不可,113190,,247215,SS-ME18-qq-e-f1-519,出さない,SS-ME18,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,17K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
MERCEDESBENZ,CLK W208,,97～02,2WD 6気筒<br>AMG不可,113190,,246668,SS-ME18-A-qq-e-f1-520,出さない,SS-ME18-A,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,17K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
MERCEDESBENZ,CLK W209,,02～08,2WD 4気筒<br>AMG不可<br>フロントスタビリンク下部ボルト径:φ10/φ12,105766,,246346,SS-ME19-qq-e-f1-521,出さない,SS-ME19,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,5K/12K,,減衰力36段<br>フロント:ネジ式,,,138000,2000,出さない
MERCEDESBENZ,CLK W209,,02～08,2WD 6気筒<br>AMG不可<br>フロントスタビリンク下部ボルト径:φ10/φ12,105766,,247522,SS-ME20-qq-e-f1-522,出さない,SS-ME20,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,6K/12K,,減衰力36段<br>フロント:ネジ式,,,138000,2000,出さない
MERCEDESBENZ,CLS C218,,11～17,6気筒<br>AMG不可,128037,,247216,SS-ME20-1-qq-e-f1-523,出さない,SS-ME20-1,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,9K/12K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
MERCEDESBENZ,CLS W219,,05～11,6気筒<br>コイルスプリング車<br>AMG不可,105766,,247217,SS-ME21-qq-e-f1-524,出さない,SS-ME21,XYZ,SSタイプ車高調,アルミリジット/純正アッパー,14K/15K,,フルタップ式車高調<br>減衰力30段,,,138000,2000,出さない
MERCEDESBENZ,Cクラス C204,,11～16,4気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応 ,128037,,247521,SS-ME07-1-qq-e-f1-525,出さない,SS-ME07-1,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,9K/12K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
MERCEDESBENZ,Cクラス C204,,11～16,6気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応 ,128037,,247212,SS-ME07-2-qq-e-f1-526,出さない,SS-ME07-2,XYZ,SSタイプ車高調,調整式ピロアッパー/アルミリジット,10K/12K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
MERCEDESBENZ,Cクラス W202 セダン,,93～00,2WD 4気筒<br>AMG不可,113190,,247210,SS-ME01-qq-e-f1-527,出さない,SS-ME01,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,17K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
MERCEDESBENZ,Cクラス W202 セダン,,93～00,2WD 6気筒<br>AMG不可,113190,,246341,SS-ME01-A-qq-e-f1-528,出さない,SS-ME01-A,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,17K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,出さない
MERCEDESBENZ,Cクラス W203 セダン,,00～07,2WD 4気筒<br>AMG不可<br>フロントスタビリンク下部ボルト径:φ10/φ12,105766,,247211,SS-ME02-qq-e-f1-529,SS-ME02-qq-e-d-529,SS-ME02,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,5K/12K,ダウン量(ノーマル比)<br>F/R:約60～70mm,F減衰力36段/R減衰力30段<br>フロント:ネジ式,,,138000,2000,154700
MERCEDESBENZ,Cクラス W203 セダン,,00～07,2WD 6気筒<br>AMG不可<br>フロントスタビリンク下部ボルト径:φ10/φ12,105766,,247783,SS-ME03-qq-e-f1-530,SS-ME03-qq-e-d-530,SS-ME03,XYZ,SSタイプ車高調,純正アッパー/純正アッパー,6K/12K,ダウン量(ノーマル比)<br>F/R:約60～70mm,F減衰力36段/R減衰力30段<br>フロント:ネジ式,,,138000,2000,154700
